time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/kl_divergence_loss,train/policy_objective,train/n_updates,train/learning_rate,train/value_loss,train/explained_variance,train/is_line_search_success,eval/mean_ep_length,eval/mean_reward
73267,22144,0,-10.16785658,4.98,173,0.004139278084039688,0.17482078075408936,172,0.001,25.230457878112794,0.015196800231933594,1.0,,
73571,22272,0,-9.99940559,4.87,174,0.0036366053391247988,0.16283276677131653,173,0.001,29.26366081237793,0.0375177264213562,1.0,,
73890,22400,0,-9.50660283,4.84,175,0.004568134434521198,0.18761804699897766,174,0.001,28.418975830078125,0.016922295093536377,1.0,,
,22528,,,,,0.004025482106953859,0.15766462683677673,175,0.001,58.10988426208496,-0.003756999969482422,1.0,3.0,-5.7631176
74233,22528,0,-10.09053106,5.63,176,,,,,,,,,
74518,22656,0,-9.999834700000001,5.21,177,0.0041261897422373295,0.21241194009780884,176,0.001,27.019480323791505,0.009866058826446533,1.0,,
74796,22784,0,-10.57942396,6.58,178,0.004538613837212324,0.17814520001411438,177,0.001,20.87943878173828,0.0005184412002563477,1.0,,
75078,22912,0,-10.61979348,6.68,179,0.004960665479302406,0.15901589393615723,178,0.001,32.6615650177002,0.0013359785079956055,1.0,,
,23040,,,,,0.004121694713830948,0.16508056223392487,179,0.001,27.13078842163086,0.0007644891738891602,1.0,3.0,-6.641422799999999
75413,23040,0,-10.625714540000004,6.52,180,,,,,,,,,
75683,23168,0,-9.69054071,6.06,181,0.004201045259833336,0.1597016453742981,180,0.001,38.436990356445314,0.00012451410293579102,1.0,,
75988,23296,0,-9.41413773,5.02,182,0.003879727330058813,0.14313353598117828,181,0.001,25.274259185791017,0.0004348158836364746,1.0,,
76276,23424,0,-9.309801689999999,4.87,183,0.004713213071227074,0.1718587577342987,182,0.001,28.49773750305176,0.003813445568084717,1.0,,
,23552,,,,,0.004066899884492159,0.18084679543972015,183,0.001,32.870248031616214,0.0020334720611572266,1.0,3.2,-6.7415418
76573,23552,0,-8.96310669,4.25,184,,,,,,,,,
76851,23680,0,-8.22881253,3.83,185,0.004395412281155586,0.13959085941314697,184,0.001,27.825442504882812,0.010238051414489746,1.0,,
77118,23808,0,-7.680950800000001,3.5,186,0.004530149511992931,0.14678898453712463,185,0.001,22.747167015075682,0.03556245565414429,1.0,,
77399,23936,0,-7.6642744700000005,3.52,187,0.004097120836377144,0.16253501176834106,186,0.001,9.988189792633056,0.2111530900001526,1.0,,
,24064,,,,,0.004177863709628582,0.16501450538635254,187,0.001,10.203246212005615,0.188751220703125,1.0,3.2,-5.9885399999999995
77731,24064,0,-7.87355455,4.23,188,,,,,,,,,
78008,24192,0,-7.896891340000001,4.65,189,0.004709033761173487,0.1608378291130066,188,0.001,16.983749866485596,0.08654314279556274,1.0,,
78272,24320,0,-8.64054224,5.62,190,0.004517840221524239,0.17036494612693787,189,0.001,10.104568195343017,0.15624862909317017,1.0,,
78545,24448,0,-9.088163600000001,6.1,191,0.005751874763518572,0.163426011800766,190,0.001,22.88404712677002,0.07772213220596313,1.0,,
,24576,,,,,0.0044160084798932076,0.15669012069702148,191,0.001,12.455979061126708,0.18194258213043213,1.0,18.8,-7.768047000000001
79010,24576,0,-9.28396831,6.6,192,,,,,,,,,
79285,24704,0,-9.11369309,5.49,193,0.0055122291669249535,0.1582322120666504,192,0.001,11.692644309997558,0.2420220971107483,1.0,,
79566,24832,0,-9.013121279999998,5.11,194,0.0042656539008021355,0.15834642946720123,193,0.001,8.814277076721192,0.2761816382408142,1.0,,
79838,24960,0,-8.85900548,5.27,195,0.003861196804791689,0.1604709029197693,194,0.001,13.265737628936767,0.19179660081863403,1.0,,
,25088,,,,,0.0043035391718149185,0.15046685934066772,195,0.001,12.205467700958252,0.23955470323562622,1.0,3.4,-6.5991827999999995
80119,25088,0,-8.49148369,4.83,196,,,,,,,,,
80391,25216,0,-8.439879139999999,4.81,197,0.004845441784709692,0.14652501046657562,196,0.001,6.725867080688476,0.52400141954422,1.0,,
80668,25344,0,-8.652076389999998,5.94,198,0.004403464496135712,0.17211739718914032,197,0.001,9.898941040039062,0.1397097110748291,1.0,,
80921,25472,0,-8.08412401,5.13,199,0.004950658418238163,0.16058188676834106,198,0.001,18.584873580932616,0.05915862321853638,1.0,,
,25600,,,,,0.005540837533771992,0.15909063816070557,199,0.001,7.951754951477051,0.4980902075767517,1.0,4.2,-5.7304592
81226,25600,0,-8.207077340000001,5.41,200,,,,,,,,,
81490,25728,0,-8.19302042,5.34,201,0.0037567734252661467,0.12868338823318481,200,0.001,8.885283184051513,0.39949655532836914,1.0,,
81750,25856,0,-7.71321317,4.4,202,0.004942493513226509,0.1541491150856018,201,0.001,6.428862476348877,0.39505791664123535,1.0,,
82020,25984,0,-7.9070392400000005,5.28,203,0.005136629566550255,0.14862261712551117,202,0.001,8.999149894714355,0.16644221544265747,1.0,,
,26112,,,,,0.004437090829014778,0.175457164645195,203,0.001,9.70077724456787,0.11486804485321045,1.0,3.4,-5.3294222
82298,26112,0,-7.54062007,4.95,204,,,,,,,,,
82551,26240,0,-7.33691975,5.03,205,0.0048736645840108395,0.1347922831773758,204,0.001,7.202959489822388,0.35379892587661743,1.0,,
82796,26368,0,-7.19824473,4.78,206,0.004972713999450207,0.1652124524116516,205,0.001,7.030704832077026,0.2643473148345947,1.0,,
83049,26496,0,-7.097995910000001,4.44,207,0.004976929165422916,0.13554717600345612,206,0.001,6.384766054153443,0.4235082268714905,1.0,,
,26624,,,,,0.0045636361464858055,0.1544867753982544,207,0.001,5.096061515808105,0.5048255026340485,1.0,19.2,-7.8086332
83473,26624,0,-7.144916780000001,4.6,208,,,,,,,,,
83726,26752,0,-7.184303940000001,4.11,209,0.004136957693845034,0.14332503080368042,208,0.001,5.153614664077759,0.5034409165382385,1.0,,
83988,26880,0,-7.087019069999999,4.01,210,0.004002835601568222,0.14472374320030212,209,0.001,8.547048568725586,0.3924333453178406,1.0,,
84233,27008,0,-6.67363206,3.64,211,0.004488500766456127,0.13595600426197052,210,0.001,6.168935060501099,0.6027328372001648,1.0,,
,27136,,,,,0.004723852500319481,0.13256385922431946,211,0.001,5.918263006210327,0.29508018493652344,1.0,3.0,-4.5711154
84521,27136,0,-6.8118678599999996,4.17,212,,,,,,,,,
84784,27264,0,-6.878868729999999,4.56,213,0.004239033907651901,0.14143139123916626,212,0.001,6.933268642425537,0.26835697889328003,1.0,,
85033,27392,0,-7.02047177,5.33,214,0.004403603263199329,0.12980470061302185,213,0.001,10.690160274505615,0.07660853862762451,1.0,,
85281,27520,0,-7.20860155,5.05,215,0.00467672199010849,0.16009245812892914,214,0.001,5.397419261932373,0.49364566802978516,1.0,,
,27648,,,,,0.004816140979528427,0.12334169447422028,215,0.001,5.204124164581299,0.603344202041626,1.0,3.8,-5.5774698
85567,27648,0,-7.09653227,4.75,216,,,,,,,,,
85811,27776,0,-6.736763930000002,3.95,217,0.004815930500626564,0.16609711945056915,216,0.001,4.398401069641113,0.5371074080467224,1.0,,
86071,27904,0,-6.6620555999999995,3.88,218,0.003940224181860685,0.13840772211551666,217,0.001,4.312745213508606,0.5438543558120728,1.0,,
86320,28032,0,-6.757222470000001,3.98,219,0.0057081421837210655,0.1312168538570404,218,0.001,3.390932822227478,0.5998536348342896,1.0,,
,28160,,,,,0.004879307001829147,0.10813651233911514,219,0.001,11.253979301452636,0.2797725200653076,1.0,35.0,-9.8433032
86931,28160,0,-7.01104518,4.2,220,,,,,,,,,
87179,28288,0,-6.951794339999999,4.08,221,0.005337125156074762,0.12992821633815765,220,0.001,4.988203525543213,0.5346378982067108,1.0,,
87444,28416,0,-7.29652596,4.77,222,0.005058847367763519,0.1322770118713379,221,0.001,3.266572952270508,0.5546351373195648,1.0,,
87670,28544,0,-6.953727840000002,4.4,223,0.004389333538711071,0.11835052818059921,222,0.001,3.9256821870803833,0.49134981632232666,1.0,,
,28672,,,,,0.005278503056615591,0.1326906681060791,223,0.001,2.280038571357727,0.8056212365627289,1.0,3.4,-4.7126236
87930,28672,0,-6.87570378,4.62,224,,,,,,,,,
88168,28800,0,-6.32222752,3.93,225,0.0037192264571785927,0.11119817942380905,224,0.001,2.586649227142334,0.6551084220409393,1.0,,
88400,28928,0,-6.5230029300000005,4.4,226,0.00536650326102972,0.09101879596710205,225,0.001,3.761702847480774,0.37845420837402344,1.0,,
88642,29056,0,-6.371946980000001,4.39,227,0.0029226799961179495,0.130017951130867,226,0.001,4.145511770248413,0.45635801553726196,1.0,,
,29184,,,,,0.004468075931072235,0.128501296043396,227,0.001,4.80372109413147,0.4614390730857849,1.0,19.8,-7.200967799999999
89053,29184,0,-6.592481889999999,4.57,228,,,,,,,,,
89276,29312,0,-6.412741069999999,4.23,229,0.003977007232606411,0.14287064969539642,228,0.001,3.15566623210907,0.6355123221874237,1.0,,
89516,29440,0,-6.62380222,4.53,230,0.005034849513322115,0.12941507995128632,229,0.001,1.8721851348876952,0.736962765455246,1.0,,
89755,29568,0,-6.48200543,4.41,231,0.006561966612935066,0.10580939054489136,230,0.001,2.758622932434082,0.6412827670574188,1.0,,
,29696,,,,,0.004170561209321022,0.1300237774848938,231,0.001,3.15544273853302,0.6047472059726715,1.0,4.2,-5.444775
90020,29696,0,-6.41438297,4.32,232,,,,,,,,,
90251,29824,0,-6.54012118,4.36,233,0.006128560286015272,0.11605724692344666,232,0.001,2.624466586112976,0.7152167558670044,1.0,,
90475,29952,0,-6.376899150000002,4.15,234,0.005173792596906424,0.12630732357501984,233,0.001,2.1564780950546263,0.7656755298376083,1.0,,
90705,30080,0,-6.527728579999999,4.08,235,0.0067800357937812805,0.11289902031421661,234,0.001,1.408830499649048,0.8054519891738892,1.0,,
,30208,,,,,0.005739168729633093,0.11787883192300797,235,0.001,1.8760597109794617,0.761666014790535,1.0,4.2,-5.6226734
90964,30208,0,-6.5048891499999995,4.23,236,,,,,,,,,
91190,30336,0,-6.512832370000002,4.28,237,0.005755527410656214,0.09969867765903473,236,0.001,1.52418954372406,0.7604648321866989,1.0,,
91425,30464,0,-6.500624800000001,4.06,238,0.0045986482873559,0.12064540386199951,237,0.001,1.3184559345245361,0.8262711614370346,1.0,,
91659,30592,0,-6.26917659,3.77,239,0.005381184630095959,0.10420425236225128,238,0.001,1.305668330192566,0.8637129664421082,1.0,,
,30720,,,,,0.005945514887571335,0.1074734777212143,239,0.001,1.4144536137580872,0.7717446237802505,1.0,21.0,-7.899984999999999
92072,30720,0,-6.152747830000002,3.76,240,,,,,,,,,
92290,30848,0,-5.9654506,3.71,241,0.004122160375118256,0.08898754417896271,240,0.001,1.0492822408676148,0.8719674348831177,1.0,,
92512,30976,0,-5.8811325,3.76,242,0.005576232448220253,0.12656888365745544,241,0.001,0.8405454933643342,0.8903866112232208,1.0,,
92723,31104,0,-5.929828890000001,3.99,243,0.006602730602025986,0.1066853404045105,242,0.001,1.054441261291504,0.8019721955060959,1.0,,
,31232,,,,,0.005130908451974392,0.09513185173273087,243,0.001,0.8491947829723359,0.8519518226385117,1.0,5.0,-4.6843710000000005
92982,31232,0,-6.008174860000001,4.12,244,,,,,,,,,
93196,31360,0,-6.13121829,4.59,245,0.004084695130586624,0.09862922132015228,244,0.001,1.2509120464324952,0.7608409970998764,1.0,,
93424,31488,0,-6.09184598,4.37,246,0.006418150849640369,0.10966149717569351,245,0.001,0.7573243498802185,0.9074703976511955,1.0,,
93633,31616,0,-6.050083470000001,4.34,247,0.005241640843451023,0.10800479352474213,246,0.001,1.0053090870380401,0.8360166549682617,1.0,,
,31744,,,,,0.005546696484088898,0.08360998332500458,247,0.001,0.5906332969665528,0.9305086508393288,1.0,19.2,-7.173456400000001
94023,31744,0,-6.070515790000001,3.91,248,,,,,,,,,
94241,31872,0,-6.15989321,4.08,249,0.004185904748737812,0.10768415778875351,248,0.001,0.8443600237369537,0.8798572048544884,1.0,,
94436,32000,0,-6.103724570000002,4.43,250,0.004990097135305405,0.10037247091531754,249,0.001,1.6321099162101746,0.6936417818069458,1.0,,
94632,32128,0,-6.146884190000001,4.62,251,0.005701084621250629,0.11103766411542892,250,0.001,0.9814487874507904,0.8146606087684631,1.0,,
,32256,,,,,0.006271200254559517,0.0966373011469841,251,0.001,0.7611937820911407,0.885482519865036,1.0,3.2,-5.1776678
94879,32256,0,-6.05203874,4.73,252,,,,,,,,,
95103,32384,0,-6.03658748,4.63,253,0.004900411702692509,0.09154348075389862,252,0.001,0.5923884630203247,0.9093595594167709,1.0,,
95320,32512,0,-6.20097391,3.99,254,0.006577890366315842,0.09419248253107071,253,0.001,1.8136673331260682,0.6275213062763214,1.0,,
95539,32640,0,-6.060198830000001,4.03,255,0.00769930612295866,0.0869680792093277,254,0.001,0.9191082119941711,0.8585450798273087,1.0,,
,32768,,,,,0.006299903616309166,0.10389071702957153,255,0.001,1.4075358748435973,0.7682983726263046,1.0,3.2,-4.6344042000000005
95770,32768,0,-6.17551563,4.75,256,,,,,,,,,
95980,32896,0,-6.098463239999998,4.57,257,0.006362368352711201,0.09002512693405151,256,0.001,1.4547797083854674,0.7281838059425354,1.0,,
96199,33024,0,-6.052562499999999,4.54,258,0.004964732099324465,0.11168231070041656,257,0.001,0.7087966203689575,0.9035997837781906,1.0,,
96405,33152,0,-5.911873890000001,4.02,259,0.005681933835148811,0.10163496434688568,258,0.001,0.4318452447652817,0.9326550140976906,1.0,,
,33280,,,,,0.0054194191470742226,0.10170513391494751,259,0.001,0.3673236221075058,0.9362956508994102,1.0,3.2,-4.9777157999999995
96636,33280,0,-5.82178576,3.96,260,,,,,,,,,
96858,33408,0,-5.874200060000001,3.83,261,0.00504748709499836,0.11006378382444382,260,0.001,0.343802273273468,0.938337005674839,1.0,,
97060,33536,0,-5.93288643,3.9,262,0.005313750356435776,0.07819412648677826,261,0.001,0.6500665545463562,0.9051657244563103,1.0,,
97278,33664,0,-5.841023709999999,3.84,263,0.006347332615405321,0.08578432351350784,262,0.001,0.5534657835960388,0.9060827419161797,1.0,,
,33792,,,,,0.004900790750980377,0.09466101229190826,263,0.001,0.30601019859313966,0.9507976695895195,1.0,2.8,-4.094393800000001
97516,33792,0,-5.81958752,3.99,264,,,,,,,,,
97729,33920,0,-5.72657612,3.68,265,0.007037620060145855,0.0724368765950203,264,0.001,0.417544761300087,0.9303577542304993,1.0,,
97962,34048,0,-5.93696862,3.79,266,0.005337128881365061,0.10354685038328171,265,0.001,0.5530324757099152,0.9194286167621613,1.0,,
98162,34176,0,-5.8752233,3.73,267,0.004788414109498262,0.10594809055328369,266,0.001,0.5249318182468414,0.9225370138883591,1.0,,
,34304,,,,,0.004045797511935234,0.10557588934898376,267,0.001,0.34156244695186616,0.9476442746818066,1.0,3.6,-4.9782426
98395,34304,0,-5.6741695,3.75,268,,,,,,,,,
98603,34432,0,-5.72878003,4.04,269,0.003911490552127361,0.09292855113744736,268,0.001,0.2762577563524246,0.9477885030210018,1.0,,
98801,34560,0,-5.60790618,4.1,270,0.005662679672241211,0.08222822099924088,269,0.001,0.9725315630435943,0.8315721452236176,1.0,,
98995,34688,0,-5.638467400000001,4.25,271,0.0047003296203911304,0.0949593186378479,270,0.001,0.3978972941637039,0.9458827972412109,1.0,,
,34816,,,,,0.005657908506691456,0.10122861713171005,271,0.001,0.38337530493736266,0.9278673380613327,1.0,18.4,-6.531059399999999
99391,34816,0,-5.39328128,3.9,272,,,,,,,,,
99594,34944,0,-5.492486200000002,3.91,273,0.005438085645437241,0.07993461191654205,272,0.001,0.22803186923265456,0.9609969705343246,1.0,,
99794,35072,0,-5.470148720000001,3.79,274,0.00575480330735445,0.11291332542896271,273,0.001,0.20596352219581604,0.9587464854121208,1.0,,
99972,35200,0,-5.54082107,4.27,275,0.005481185391545296,0.0864783450961113,274,0.001,0.6289957523345947,0.8606477975845337,1.0,,
,35328,,,,,0.007401780225336552,0.0982523038983345,275,0.001,0.346447816491127,0.9190615937113762,1.0,3.6,-4.8479258000000005
100177,35328,0,-5.608090499999999,4.42,276,,,,,,,,,
100362,35456,0,-5.55641474,4.54,277,0.005219133570790291,0.07677038758993149,276,0.001,0.3498119443655014,0.9238252714276314,1.0,,
100547,35584,0,-5.475981059999999,4.38,278,0.005635119043290615,0.09295208752155304,277,0.001,0.21780779361724853,0.9529018960893154,1.0,,
100737,35712,0,-5.34872547,4.25,279,0.004596385173499584,0.07491889595985413,278,0.001,0.22872344106435777,0.9533159844577312,1.0,,
,35840,,,,,0.005912999156862497,0.1077226996421814,279,0.001,0.3229409158229828,0.9356921911239624,1.0,3.2,-4.7974546
100946,35840,0,-5.475027270000001,4.36,280,,,,,,,,,
101129,35968,0,-5.399086950000001,4.32,281,0.004418427124619484,0.09429830312728882,280,0.001,0.13568683713674545,0.9738778043538332,1.0,,
101320,36096,0,-5.423369610000001,4.36,282,0.007832630537450314,0.069149449467659,281,0.001,0.4127350181341171,0.895004890859127,1.0,,
101501,36224,0,-5.41451131,4.42,283,0.008242419920861721,0.0595066100358963,282,0.001,1.3624415397644043,0.7255740463733673,1.0,,
,36352,,,,,0.007843242958188057,0.06116478517651558,283,0.001,1.0081116557121277,0.8542739003896713,1.0,3.0,-4.168463
101694,36352,0,-5.45166958,5.29,284,,,,,,,,,
101872,36480,0,-5.41787465,5.39,285,0.007798079866915941,0.05060551315546036,284,0.001,1.5584968447685241,0.704695075750351,1.0,,
102042,36608,0,-5.5505951200000005,5.45,286,0.006605465430766344,0.07620514929294586,285,0.001,1.559031069278717,0.7493292391300201,1.0,,
102216,36736,0,-5.535315070000001,5.58,287,0.005619578994810581,0.05106993019580841,286,0.001,1.9482415080070496,0.7804369032382965,1.0,,
,36864,,,,,0.006877460051327944,0.06843050569295883,287,0.001,2.4269954204559325,0.8092348873615265,1.0,4.0,-5.4915782
102416,36864,0,-5.82197049,6.64,288,,,,,,,,,
102585,36992,0,-5.83436017,6.5,289,0.006465367507189512,0.1054932251572609,288,0.001,2.8482452869415282,0.7420898377895355,1.0,,
102753,37120,0,-6.092438470000001,6.65,290,0.005796294659376144,0.0815037414431572,289,0.001,0.7644777923822403,0.7966610193252563,1.0,,
102941,37248,0,-5.8446747000000006,6.47,291,0.005872064270079136,0.08179700374603271,290,0.001,0.3651340663433075,0.9177278727293015,1.0,,
,37376,,,,,0.00559111637994647,0.08689433336257935,291,0.001,0.21497700363397598,0.9457973949611187,1.0,4.0,-5.47671
103143,37376,0,-5.35020764,4.63,292,,,,,,,,,
103301,37504,0,-5.278327960000001,4.65,293,0.006034844554960728,0.08008939772844315,292,0.001,0.1728937417268753,0.9592600204050541,1.0,,
103465,37632,0,-5.34123634,4.7,294,0.004705516621470451,0.07095104455947876,293,0.001,0.12099420502781869,0.9757575634866953,1.0,,
103636,37760,0,-5.53859494,4.82,295,0.005193342454731464,0.07238392531871796,294,0.001,0.18835388273000717,0.9625261910259724,1.0,,
,37888,,,,,0.006527365650981665,0.08264515548944473,295,0.001,0.1525642991065979,0.9692824073135853,1.0,5.4,-6.1423624
103847,37888,0,-5.6066016,4.75,296,,,,,,,,,
104000,38016,0,-5.568932589999999,4.69,297,0.004473239649087191,0.07448826730251312,296,0.001,0.13443461656570435,0.9740678053349257,1.0,,
104161,38144,0,-5.6249617999999995,5.33,298,0.006633276119828224,0.08808671683073044,297,0.001,0.24958544075489045,0.9492970779538155,1.0,,
104318,38272,0,-5.50896803,5.36,299,0.00808575190603733,0.0513322614133358,298,0.001,0.6137618958950043,0.821590006351471,1.0,,
,38400,,,,,0.0032258424907922745,0.07727459073066711,299,0.001,0.15130250453948973,0.965615551918745,1.0,3.6,-5.2113308
104497,38400,0,-5.603428,5.54,300,,,,,,,,,
104668,38528,0,-5.675954240000001,5.63,301,0.005801307503134012,0.08197832107543945,300,0.001,0.16391288191080094,0.9731977004557848,1.0,,
104829,38656,0,-5.559990689999999,4.99,302,0.00579189695417881,0.0738634318113327,301,0.001,0.15629607290029526,0.9686658009886742,1.0,,
104985,38784,0,-5.494462449999999,5.05,303,0.005176669918000698,0.08242470026016235,302,0.001,0.15227912813425065,0.9721758253872395,1.0,,
,38912,,,,,0.004639314487576485,0.08109357953071594,303,0.001,0.1072584792971611,0.9751670751720667,1.0,3.8,-5.285607799999999
105175,38912,0,-5.323039989999999,4.88,304,,,,,,,,,
105317,39040,0,-5.164659180000001,5.01,305,0.004906988702714443,0.0741121917963028,304,0.001,0.08364344835281372,0.9820550438016653,1.0,,
105473,39168,0,-5.082103850000001,5.11,306,0.004643580876290798,0.06859667599201202,305,0.001,0.1486882284283638,0.9655526801943779,1.0,,
105631,39296,0,-5.104704099999999,5.02,307,0.003151483368128538,0.07694907486438751,306,0.001,0.1502167358994484,0.9712327718734741,1.0,,
,39424,,,,,0.0075025055557489395,0.07128815352916718,307,0.001,0.17653996795415877,0.9638274274766445,1.0,3.6,-5.1309494
105829,39424,0,-5.08761544,5.22,308,,,,,,,,,
105992,39552,0,-5.2251088900000005,5.24,309,0.007198620121926069,0.07148344069719315,308,0.001,1.0666156232357025,0.7410503923892975,1.0,,
106149,39680,0,-5.414868319999999,5.83,310,0.006766611244529486,0.049751993268728256,309,0.001,0.685029610991478,0.8242748081684113,1.0,,
106316,39808,0,-5.41111567,5.85,311,0.007095798850059509,0.09840746223926544,310,0.001,0.3611662298440933,0.9083672687411308,1.0,,
,39936,,,,,0.005491741932928562,0.07405765354633331,311,0.001,0.2796665757894516,0.8944783359766006,1.0,4.6,-5.1156614
106493,39936,0,-5.381255749999999,5.79,312,,,,,,,,,
106647,40064,0,-5.4137315699999995,5.84,313,0.0047865151427686214,0.07585567981004715,312,0.001,0.25071448385715484,0.9370533525943756,1.0,,
