time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/kl_divergence_loss,train/policy_objective,train/n_updates,train/learning_rate,train/value_loss,train/explained_variance,train/is_line_search_success,eval/mean_ep_length,eval/mean_reward
12244,3328,0,-272.91761178125,50.734375,26,0.003922788891941309,0.17220398783683777,25,0.001,2082.73388671875,-3.933906555175781e-06,1.0,,
12498,3456,0,-270.0041989402985,50.52238805970149,27,0.003876576665788889,0.18174272775650024,26,0.001,1864.255126953125,-1.9073486328125e-06,1.0,,
,3584,,,,,0.0040146647952497005,0.19819480180740356,27,0.001,2211.1416259765624,2.384185791015625e-06,1.0,394.0,-213.37706939999998
13671,3584,0,-265.39021461971834,49.816901408450704,28,,,,,,,,,
13945,3712,0,-263.84281616666664,49.47222222222222,29,0.004067484755069017,0.20724114775657654,28,0.001,2027.7035888671876,-5.364418029785156e-06,1.0,,
14222,3840,0,-261.29998381578946,49.05263157894737,30,0.003897513495758176,0.1874833106994629,29,0.001,3212.3243408203125,-1.1920928955078125e-06,1.0,,
14481,3968,0,-261.6574064358974,49.243589743589745,31,0.004108486231416464,0.20730969309806824,30,0.001,1912.7938232421875,-4.649162292480469e-06,1.0,,
,4096,,,,,0.004536699503660202,0.19458073377609253,31,0.001,2488.613525390625,2.9206275939941406e-06,1.0,398.2,-179.6563584
15621,4096,0,-259.32809886419756,49.01234567901235,32,,,,,,,,,
15867,4224,0,-258.0313310357143,48.964285714285715,33,0.004081719554960728,0.18570657074451447,32,0.001,1155.1743896484375,-2.86102294921875e-06,1.0,,
16144,4352,0,-250.58940551111115,47.8,34,0.004159046337008476,0.19521646201610565,33,0.001,2156.9522705078125,-2.6226043701171875e-06,1.0,,
16392,4480,0,-247.3967230652174,47.17391304347826,35,0.004138560499995947,0.18924777209758759,34,0.001,1550.6902587890625,-5.245208740234375e-06,1.0,,
,4608,,,,,0.00409929221495986,0.21847593784332275,35,0.001,2356.7626953125,-5.245208740234375e-06,1.0,398.4,-179.4400728
17536,4608,0,-249.16293161052633,47.72631578947368,36,,,,,,,,,
17799,4736,0,-247.01140061855665,47.44329896907217,37,0.004087243229150772,0.19568397104740143,36,0.001,1599.1559692382812,-2.9802322387695312e-06,1.0,,
18054,4864,0,-247.83584356,47.79,38,0.004071070812642574,0.19447171688079834,37,0.001,1816.4208740234376,-1.0728836059570312e-06,1.0,,
18317,4992,0,-244.8305431,47.33,39,0.004050459247082472,0.21230445802211761,38,0.001,1777.5345947265625,-3.0994415283203125e-06,1.0,,
,5120,,,,,0.004071562085300684,0.21215160191059113,39,0.001,2959.980908203125,-4.291534423828125e-06,1.0,398.8,-174.394083
19481,5120,0,-236.70356285000003,46.08,40,,,,,,,,,
19704,5248,0,-238.13107604,46.41,41,0.004508499056100845,0.1967197209596634,40,0.001,1279.0572021484375,-3.5762786865234375e-06,1.0,,
19949,5376,0,-230.37715133000006,45.41,42,0.0038510304875671864,0.1930736005306244,41,0.001,2266.620947265625,-3.0994415283203125e-06,1.0,,
20215,5504,0,-231.40625020000004,45.73,43,0.004048056434839964,0.2048945277929306,42,0.001,2447.672998046875,-4.76837158203125e-07,1.0,,
,5632,,,,,0.004336309153586626,0.20533904433250427,43,0.001,1352.9416015625,-4.649162292480469e-06,1.0,398.2,-179.91693460000002
21378,5632,0,-216.45009754999998,43.24,44,,,,,,,,,
21638,5760,0,-210.46535678000004,42.0,45,0.004076460376381874,0.21526987850666046,44,0.001,1439.5755249023437,-2.7418136596679688e-06,1.0,,
21909,5888,0,-204.33414273999998,41.24,46,0.004164164420217276,0.24467001855373383,45,0.001,1461.92060546875,-3.5762786865234375e-06,1.0,,
22169,6016,0,-206.72140897000006,41.8,47,0.0042369309812784195,0.17413565516471863,46,0.001,2809.4558349609374,-2.1457672119140625e-06,1.0,,
,6144,,,,,0.004399273078888655,0.19848951697349548,47,0.001,1682.3350708007813,1.3113021850585938e-06,1.0,397.0,-180.0014724
23305,6144,0,-205.98939352000002,41.73,48,,,,,,,,,
23563,6272,0,-208.61687719999998,42.5,49,0.00430690310895443,0.21363085508346558,48,0.001,2576.1679931640624,5.960464477539062e-07,1.0,,
23804,6400,0,-209.44978732999996,42.7,50,0.00492108566686511,0.21820126473903656,49,0.001,1827.9449462890625,-2.384185791015625e-07,1.0,,
24059,6528,0,-205.01801985999998,42.32,51,0.004003867506980896,0.20791317522525787,50,0.001,1450.3782958984375,-7.152557373046875e-07,1.0,,
,6656,,,,,0.0041875094175338745,0.1823376715183258,51,0.001,1704.1005493164062,-2.384185791015625e-06,1.0,400.0,-181.2805464
25221,6656,0,-198.7600728,41.17,52,,,,,,,,,
25456,6784,0,-190.14833427999997,39.78,53,0.00418207747861743,0.2021511346101761,52,0.001,1203.891015625,-1.1920928955078125e-06,1.0,,
25696,6912,0,-188.71126770000004,39.63,54,0.004220576956868172,0.20693472027778625,53,0.001,871.9959167480469,-2.1457672119140625e-06,1.0,,
25928,7040,0,-177.29537470000002,37.86,55,0.003918439149856567,0.19303107261657715,54,0.001,1398.1114868164063,2.9206275939941406e-06,1.0,,
,7168,,,,,0.0042414432391524315,0.19764600694179535,55,0.001,1314.3751098632813,-2.2649765014648438e-06,1.0,398.8,-180.51017459999997
27107,7168,0,-168.44363668000003,36.14,56,,,,,,,,,
27376,7296,0,-155.8878445,33.87,57,0.004218325484544039,0.1997683346271515,56,0.001,1242.1810791015625,-4.76837158203125e-06,1.0,,
27626,7424,0,-148.17962962999997,32.4,58,0.003971350844949484,0.18838681280612946,57,0.001,1055.37822265625,-5.960464477539062e-07,1.0,,
27885,7552,0,-143.22080709,31.55,59,0.003960707224905491,0.19277334213256836,58,0.001,649.4390197753906,-3.933906555175781e-06,1.0,,
,7680,,,,,0.004335205536335707,0.19104541838169098,59,0.001,1674.039501953125,0.0,1.0,397.6,-180.5239948
29043,7680,0,-141.9214154,31.36,60,,,,,,,,,
29300,7808,0,-135.55885621000004,30.18,61,0.004175812937319279,0.20537260174751282,60,0.001,1230.7652709960937,-9.5367431640625e-07,1.0,,
29579,7936,0,-127.02663931000001,28.64,62,0.0042510549537837505,0.20222970843315125,61,0.001,846.4456848144531,-3.814697265625e-06,1.0,,
29845,8064,0,-114.63267019999998,26.51,63,0.004329606890678406,0.18546734750270844,62,0.001,478.4043792724609,1.3709068298339844e-06,1.0,,
,8192,,,,,0.004329725168645382,0.17830801010131836,63,0.001,837.6353210449219,-5.245208740234375e-06,1.0,400.0,-181.1176944
31003,8192,0,-111.09524617999999,25.88,64,,,,,,,,,
31287,8320,0,-114.41251618,26.87,65,0.004349973984062672,0.24160048365592957,64,0.001,1220.5380737304688,-3.5762786865234375e-07,1.0,,
31564,8448,0,-106.91784390999997,25.41,66,0.004641219042241573,0.2094804048538208,65,0.001,754.6288635253907,-1.9073486328125e-06,1.0,,
31817,8576,0,-95.92498878999999,23.19,67,0.0044462913647294044,0.19907021522521973,66,0.001,1685.965869140625,-8.344650268554688e-07,1.0,,
,8704,,,,,0.0040954360738396645,0.20247164368629456,67,0.001,1313.7557983398438,-3.5762786865234375e-06,1.0,400.0,-181.230876
33008,8704,0,-87.497796,21.43,68,,,,,,,,,
33259,8832,0,-86.97009766000001,21.25,69,0.0044489530846476555,0.18719875812530518,68,0.001,971.3437255859375,-3.5762786865234375e-07,1.0,,
33522,8960,0,-86.54526951,21.37,70,0.004040663130581379,0.18661987781524658,69,0.001,1032.9617553710937,-8.344650268554688e-07,1.0,,
33803,9088,0,-80.12131774999999,20.29,71,0.004332641139626503,0.1748219132423401,70,0.001,1267.9281982421876,-1.430511474609375e-06,1.0,,
,9216,,,,,0.004102326929569244,0.1748519390821457,71,0.001,505.5061431884766,-2.2649765014648438e-06,1.0,398.6,-177.45828219999999
34980,9216,0,-79.313027,20.26,72,,,,,,,,,
35261,9344,0,-80.46144332,20.64,73,0.005066867917776108,0.21044090390205383,72,0.001,1274.7475341796876,-1.7881393432617188e-06,1.0,,
35528,9472,0,-78.17103938,20.13,74,0.004343889188021421,0.18283429741859436,73,0.001,801.402978515625,-3.933906555175781e-06,1.0,,
35815,9600,0,-77.49410014,20.18,75,0.003887040074914694,0.179174542427063,74,0.001,1185.7161987304687,-1.430511474609375e-06,1.0,,
,9728,,,,,0.0041478825733065605,0.18772703409194946,75,0.001,686.6766052246094,-2.5033950805664062e-06,1.0,397.8,-180.65653859999998
36999,9728,0,-72.9323438,19.03,76,,,,,,,,,
37301,9856,0,-73.55875938000001,19.07,77,0.004584543406963348,0.19629138708114624,76,0.001,568.316357421875,-3.814697265625e-06,1.0,,
37576,9984,0,-74.28056536,19.78,78,0.004019099287688732,0.20137599110603333,77,0.001,728.1544128417969,-1.3113021850585938e-06,1.0,,
37839,10112,0,-76.1356179,20.02,79,0.004111313261091709,0.18137171864509583,78,0.001,1372.4386474609375,-8.344650268554688e-07,1.0,,
,10240,,,,,0.0045436653308570385,0.19060534238815308,79,0.001,622.7575134277344,-2.384185791015625e-06,1.0,395.2,-180.27985340000004
39014,10240,0,-69.16296343,18.91,80,,,,,,,,,
39293,10368,0,-65.37324434000001,18.54,81,0.0042320480570197105,0.1778244525194168,80,0.001,559.0934997558594,-3.2186508178710938e-06,1.0,,
39571,10496,0,-60.629874120000004,17.69,82,0.0039006290026009083,0.19056716561317444,81,0.001,577.3734069824219,-3.0994415283203125e-06,1.0,,
39814,10624,0,-54.47339690999999,15.84,83,0.004181499592959881,0.19357869029045105,82,0.001,802.0989501953125,-1.9073486328125e-06,1.0,,
,10752,,,,,0.003845346625894308,0.1804206520318985,83,0.001,573.5242553710938,-2.9802322387695312e-06,1.0,396.2,-180.9036122
40977,10752,0,-51.40805689,14.9,84,,,,,,,,,
41236,10880,0,-48.01113904000001,14.17,85,0.00429182592779398,0.1931508630514145,84,0.001,556.80126953125,-2.0265579223632812e-06,1.0,,
41505,11008,0,-48.62254735,14.51,86,0.0041553182527422905,0.1766568124294281,85,0.001,1136.1469482421876,-1.3113021850585938e-06,1.0,,
41811,11136,0,-45.00087872,13.5,87,0.004159734584391117,0.18000847101211548,86,0.001,557.3331359863281,-2.9802322387695312e-06,1.0,,
,11264,,,,,0.004617626778781414,0.1975281536579132,87,0.001,410.7303833007812,7.152557373046875e-07,1.0,391.0,-180.74043920000003
43014,11264,0,-43.20260748,13.1,88,,,,,,,,,
43276,11392,0,-38.99004395,11.75,89,0.0037687113508582115,0.17859207093715668,88,0.001,742.7352844238281,-2.384185791015625e-06,1.0,,
43564,11520,0,-36.51219230000001,11.04,90,0.0039535160176455975,0.1705336719751358,89,0.001,634.9190063476562,-3.5762786865234375e-06,1.0,,
43864,11648,0,-36.22379325,10.86,91,0.00420022290199995,0.180841326713562,90,0.001,562.8856140136719,-5.960464477539062e-07,1.0,,
,11776,,,,,0.004861023277044296,0.2029532790184021,91,0.001,355.58080139160154,1.1324882507324219e-06,1.0,396.4,-180.7233994
45067,11776,0,-35.332705260000004,11.29,92,,,,,,,,,
45349,11904,0,-33.08628953,10.75,93,0.003987397998571396,0.17033874988555908,92,0.001,745.2518920898438,-2.384185791015625e-06,1.0,,
45631,12032,0,-29.925638629999998,10.04,94,0.003995453007519245,0.17921237647533417,93,0.001,676.9319458007812,-5.9604644775390625e-06,1.0,,
45924,12160,0,-30.98772004,10.76,95,0.00454092537984252,0.1914566159248352,94,0.001,475.99583129882814,9.5367431640625e-07,1.0,,
,12288,,,,,0.0040024323388934135,0.1874084770679474,95,0.001,461.13494262695315,-2.6226043701171875e-06,1.0,392.0,-181.606202
47117,12288,0,-29.54186208,9.63,96,,,,,,,,,
47368,12416,0,-29.271109609999993,10.11,97,0.004392568022012711,0.192629873752594,96,0.001,456.696533203125,-7.152557373046875e-07,1.0,,
47628,12544,0,-28.64604127,9.98,98,0.004425290040671825,0.17529013752937317,97,0.001,635.1971374511719,-6.794929504394531e-06,1.0,,
47897,12672,0,-26.52098848,8.95,99,0.004295059014111757,0.18265898525714874,98,0.001,531.5980346679687,-3.4570693969726562e-06,1.0,,
,12800,,,,,0.004202543757855892,0.17704765498638153,99,0.001,504.26801147460935,2.980232238769531e-07,1.0,212.8,-129.10035680000001
48960,12800,0,-26.24007803,9.18,100,,,,,,,,,
49224,12928,0,-26.63720583,9.21,101,0.004014899022877216,0.17339909076690674,100,0.001,591.6106323242187,-3.933906555175781e-06,1.0,,
49522,13056,0,-27.153161839999992,9.04,102,0.003800335805863142,0.16973324120044708,101,0.001,545.6701965332031,-1.430511474609375e-06,1.0,,
49789,13184,0,-24.175174350000002,7.84,103,0.004281699191778898,0.1621188074350357,102,0.001,751.2319580078125,-4.76837158203125e-06,1.0,,
,13312,,,,,0.004189979285001755,0.1683870255947113,103,0.001,604.4143249511719,-3.0994415283203125e-06,1.0,65.6,-89.5524028
50618,13312,0,-25.312319390000006,8.34,104,,,,,,,,,
50897,13440,0,-24.69636707,7.91,105,0.003856447758153081,0.17703723907470703,104,0.001,623.7096801757813,-3.814697265625e-06,1.0,,
51163,13568,0,-25.427290089999996,8.37,106,0.00431118905544281,0.1857496201992035,105,0.001,486.9790985107422,1.8477439880371094e-06,1.0,,
51452,13696,0,-25.566480330000008,8.61,107,0.004123657010495663,0.18466782569885254,106,0.001,491.10748596191405,7.152557373046875e-07,1.0,,
,13824,,,,,0.004692718852311373,0.17475232481956482,107,0.001,480.5386993408203,3.933906555175781e-06,1.0,51.8,-52.2936324
52376,13824,0,-23.861484899999997,8.53,108,,,,,,,,,
52645,13952,0,-22.44743117,8.66,109,0.0041471123695373535,0.1727381944656372,108,0.001,501.3076446533203,3.5762786865234375e-07,1.0,,
52912,14080,0,-22.32374038,8.77,110,0.003937935922294855,0.1664402335882187,109,0.001,495.47242431640626,-5.0067901611328125e-06,1.0,,
53199,14208,0,-21.295828200000006,8.64,111,0.004488677252084017,0.18190737068653107,110,0.001,337.8460266113281,-1.0728836059570312e-06,1.0,,
,14336,,,,,0.0045943837612867355,0.18870197236537933,111,0.001,424.4768127441406,2.205371856689453e-06,1.0,3.2,-7.945266200000001
53510,14336,0,-20.891561860000003,9.43,112,,,,,,,,,
53795,14464,0,-22.06015277,10.46,113,0.00405309721827507,0.1654423177242279,112,0.001,471.47902526855466,1.1920928955078125e-06,1.0,,
54084,14592,0,-20.32884897,9.58,114,0.004990194458514452,0.19757187366485596,113,0.001,241.42644500732422,-4.76837158203125e-07,1.0,,
54376,14720,0,-18.269400710000003,8.35,115,0.004239760339260101,0.17415763437747955,114,0.001,538.3235717773438,1.6093254089355469e-06,1.0,,
,14848,,,,,0.0038884002715349197,0.1716943085193634,115,0.001,576.1252685546875,9.5367431640625e-07,1.0,11.8,-19.0455494
54867,14848,0,-17.75693559,8.03,116,,,,,,,,,
55153,14976,0,-18.72433027,9.0,117,0.004633883014321327,0.18588215112686157,116,0.001,387.35975646972656,3.2186508178710938e-06,1.0,,
55446,15104,0,-18.92300652,8.43,118,0.004398012068122625,0.1898636817932129,117,0.001,306.07789916992186,2.9802322387695312e-06,1.0,,
55708,15232,0,-18.696241139999998,7.83,119,0.0038902065716683865,0.18290846049785614,118,0.001,491.5469909667969,-6.556510925292969e-06,1.0,,
,15360,,,,,0.003710064571350813,0.1728736311197281,119,0.001,332.3876953125,-7.152557373046875e-06,1.0,3.2,-7.896485
56038,15360,0,-18.67959629,7.36,120,,,,,,,,,
56321,15488,0,-18.569082469999998,7.25,121,0.003915402572602034,0.1785295605659485,120,0.001,438.750244140625,-2.7418136596679688e-06,1.0,,
56621,15616,0,-18.914688140000003,7.51,122,0.0038419279735535383,0.16749067604541779,121,0.001,431.6223175048828,4.76837158203125e-07,1.0,,
56909,15744,0,-17.45162211,6.43,123,0.0036243193317204714,0.16736122965812683,122,0.001,374.07724609375,-5.841255187988281e-06,1.0,,
,15872,,,,,0.004522348288446665,0.18811434507369995,123,0.001,281.54859924316406,-2.384185791015625e-07,1.0,28.8,-14.713048599999999
57694,15872,0,-18.1700985,7.1,124,,,,,,,,,
57992,16000,0,-17.676084609999997,6.94,125,0.004176031332463026,0.1687195748090744,124,0.001,300.74822692871095,-3.5762786865234375e-07,1.0,,
58285,16128,0,-18.351963,7.96,126,0.003935207612812519,0.16124509274959564,125,0.001,381.59100952148435,-2.5033950805664062e-06,1.0,,
58567,16256,0,-18.01646219,7.88,127,0.004017871804535389,0.16660749912261963,126,0.001,360.909912109375,-8.463859558105469e-06,1.0,,
,16384,,,,,0.0038041318766772747,0.16726456582546234,127,0.001,536.9100280761719,-1.537799835205078e-05,1.0,3.8,-8.2862136
58893,16384,0,-16.99540175,7.0,128,,,,,,,,,
59193,16512,0,-15.823168840000003,6.11,129,0.004414069931954145,0.16773056983947754,128,0.001,408.2984161376953,-9.059906005859375e-06,1.0,,
59486,16640,0,-15.526977489999997,5.88,130,0.0042298585176467896,0.16213224828243256,129,0.001,369.3929718017578,-3.6954879760742188e-06,1.0,,
59783,16768,0,-15.35998014,5.54,131,0.003940818831324577,0.16904906928539276,130,0.001,376.7500823974609,-7.867813110351562e-06,1.0,,
,16896,,,,,0.00397358788177371,0.15462835133075714,131,0.001,393.8372772216797,1.1682510375976562e-05,1.0,3.2,-7.2116402
60128,16896,0,-16.116160859999997,5.98,132,,,,,,,,,
60428,17024,0,-15.82831898,5.89,133,0.004269164055585861,0.1812411993741989,132,0.001,275.4029510498047,-1.1801719665527344e-05,1.0,,
60731,17152,0,-15.452983760000002,5.67,134,0.0040797023102641106,0.16790993511676788,133,0.001,401.921435546875,-2.5987625122070312e-05,1.0,,
61029,17280,0,-15.16243661,5.47,135,0.004037752747535706,0.1643226146697998,134,0.001,306.2956176757813,-2.2172927856445312e-05,1.0,,
,17408,,,,,0.005033306777477264,0.19206452369689941,135,0.001,170.53404388427734,2.5928020477294922e-05,1.0,27.2,-29.749537600000004
61682,17408,0,-15.05488308,6.38,136,,,,,,,,,
61975,17536,0,-15.785865230000002,6.42,137,0.0050371200777590275,0.16312062740325928,136,0.001,270.8656921386719,-6.318092346191406e-05,1.0,,
62282,17664,0,-14.960236690000002,6.12,138,0.003874311689287424,0.17959311604499817,137,0.001,268.8463897705078,-1.2159347534179688e-05,1.0,,
62592,17792,0,-15.296669569999999,6.23,139,0.004584357608109713,0.15258735418319702,138,0.001,240.12206115722657,-2.193450927734375e-05,1.0,,
,17920,,,,,0.004259282723069191,0.17288020253181458,139,0.001,176.79625244140624,-1.3470649719238281e-05,1.0,2.4,-7.721016199999999
62919,17920,0,-15.675908350000002,6.46,140,,,,,,,,,
63235,18048,0,-16.401303010000003,6.09,141,0.004226988647133112,0.17325317859649658,140,0.001,251.2608642578125,-2.9802322387695312e-05,1.0,,
63529,18176,0,-16.74068285,6.38,142,0.0040148054249584675,0.17898352444171906,141,0.001,219.53937530517578,-2.300739288330078e-05,1.0,,
63846,18304,0,-16.7424193,6.67,143,0.004311045631766319,0.17606855928897858,142,0.001,138.3880859375,0.00021594762802124023,1.0,,
,18432,,,,,0.003979522734880447,0.1657230257987976,143,0.001,217.33411560058593,0.00011795759201049805,1.0,2.8,-9.152455
64179,18432,0,-16.29492872,5.87,144,,,,,,,,,
64473,18560,0,-15.788974900000003,5.95,145,0.004341158550232649,0.17231056094169617,144,0.001,180.45629119873047,0.00012832880020141602,1.0,,
64791,18688,0,-16.19380817,6.8,146,0.004118704237043858,0.17766878008842468,145,0.001,216.7993942260742,-0.00018358230590820312,1.0,,
65103,18816,0,-14.909776999999998,6.29,147,0.0036789015866816044,0.16641107201576233,146,0.001,150.55224151611327,6.216764450073242e-05,1.0,,
,18944,,,,,0.0037575194146484137,0.1686209738254547,147,0.001,154.5718231201172,0.00039374828338623047,1.0,15.6,-27.404802
65603,18944,0,-13.99548363,6.01,148,,,,,,,,,
65902,19072,0,-12.560919839999997,5.15,149,0.003833163995295763,0.1615983098745346,148,0.001,105.20682907104492,0.0008435249328613281,1.0,,
66209,19200,0,-11.371786730000002,4.25,150,0.003658285131677985,0.16029420495033264,149,0.001,101.0434455871582,0.0011330842971801758,1.0,,
66482,19328,0,-12.38363829,4.85,151,0.004160210955888033,0.17000198364257812,150,0.001,66.87254104614257,0.0002904534339904785,1.0,,
,19456,,,,,0.0047005414962768555,0.18930524587631226,151,0.001,45.44740257263184,8.440017700195312e-05,1.0,2.4,-7.586134400000001
66834,19456,0,-12.68963199,4.69,152,,,,,,,,,
67137,19584,0,-12.688444229999998,5.57,153,0.00433249119669199,0.17917293310165405,152,0.001,94.31903533935547,0.00013935565948486328,1.0,,
67439,19712,0,-12.542408070000004,5.6,154,0.0041235690005123615,0.16684970259666443,153,0.001,51.0351921081543,6.93202018737793e-05,1.0,,
67732,19840,0,-12.91501157,5.72,155,0.003922400064766407,0.17479975521564484,154,0.001,49.978882217407225,-6.35385513305664e-05,1.0,,
,19968,,,,,0.00438843946903944,0.2033637911081314,155,0.001,31.54452724456787,1.0788440704345703e-05,1.0,3.0,-6.1202154
68071,19968,0,-13.063328049999997,6.46,156,,,,,,,,,
68352,20096,0,-12.57741797,5.89,157,0.004333868622779846,0.17572486400604248,156,0.001,45.03085708618164,-0.00017213821411132812,1.0,,
68635,20224,0,-12.15341391,5.55,158,0.003940273076295853,0.16717037558555603,157,0.001,53.38308944702148,-8.821487426757812e-05,1.0,,
68959,20352,0,-12.156130360000002,5.88,159,0.00411543995141983,0.16185715794563293,158,0.001,65.21028518676758,-2.6226043701171875e-06,1.0,,
,20480,,,,,0.00443536601960659,0.16809800267219543,159,0.001,52.290018463134764,-0.00016570091247558594,1.0,3.0,-6.1028682000000005
69279,20480,0,-11.05629777,4.87,160,,,,,,,,,
69575,20608,0,-11.401467279999997,5.13,161,0.00408789049834013,0.17888829112052917,160,0.001,44.38731651306152,-6.365776062011719e-05,1.0,,
69868,20736,0,-12.113403169999996,6.08,162,0.0042592063546180725,0.19826525449752808,161,0.001,32.283544921875,0.0001456141471862793,1.0,,
70144,20864,0,-11.49468114,5.9,163,0.00409491453319788,0.14948731660842896,162,0.001,89.3887092590332,1.5556812286376953e-05,1.0,,
,20992,,,,,0.0045110080391168594,0.17181456089019775,163,0.001,40.50591506958008,-5.6624412536621094e-05,1.0,14.2,-8.7889318
70599,20992,0,-10.979133960000002,6.07,164,,,,,,,,,
70908,21120,0,-11.12002451,5.91,165,0.0040758149698376656,0.16947126388549805,164,0.001,50.094670104980466,-9.644031524658203e-05,1.0,,
71197,21248,0,-9.94217505,4.63,166,0.003876615548506379,0.17999976873397827,165,0.001,30.300147438049315,2.9921531677246094e-05,1.0,,
71489,21376,0,-10.19387056,4.86,167,0.0036494960077106953,0.1859840452671051,166,0.001,33.10894927978516,6.705522537231445e-05,1.0,,
,21504,,,,,0.004122902639210224,0.1751413643360138,167,0.001,57.8315975189209,5.4895877838134766e-05,1.0,3.2,-6.4266446
71790,21504,0,-10.354876339999999,5.21,168,,,,,,,,,
72095,21632,0,-10.41761726,5.14,169,0.0034254021011292934,0.15009349584579468,168,0.001,43.87460136413574,0.0008507370948791504,1.0,,
72403,21760,0,-10.15040273,4.71,170,0.004625672474503517,0.16561107337474823,169,0.001,35.46905288696289,0.0067092180252075195,1.0,,
72677,21888,0,-10.55782885,4.92,171,0.0038944529369473457,0.16525033116340637,170,0.001,24.870332717895508,0.008705317974090576,1.0,,
,22016,,,,,0.004404496401548386,0.1746726930141449,171,0.001,35.89608535766602,0.004086732864379883,1.0,3.0,-5.9903542
72993,22016,0,-10.190577030000002,4.46,172,,,,,,,,,
