time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/clip_range,eval/mean_ep_length,eval/mean_reward
100299,34304,0,-13.384466380000001,4.17,268,,,,,,,,,,,,
100585,34432,0,-13.059796760000001,3.99,269,0.009110175,9.866592407226562,-7.691797733306885,30.856088829040527,0.41574281454086304,-0.03595393402501941,2680,0.0003,0.040625,0.2,,
100877,34560,0,-12.021320389999996,3.57,270,0.031965762,12.165210723876953,-7.492454099655151,23.48684968948364,0.5177451074123383,-0.07238078489899635,2690,0.0003,0.21875,0.2,,
101177,34688,0,-11.253523089999998,3.72,271,0.036010638,5.2143940925598145,-7.542457532882691,12.592974328994751,0.5777519643306732,-0.06007112469524145,2700,0.0003,0.17578125,0.2,,
,34816,,,,,0.029129723,13.389784812927246,-7.608712959289551,25.531923675537108,0.39527052640914917,-0.05732501246966422,2710,0.0003,0.2375,0.2,2.0,-7.8743052
101498,34816,0,-10.9219313,3.63,272,,,,,,,,,,,,
101809,34944,0,-11.07230574,3.39,273,0.045022726,6.6254048347473145,-7.165495443344116,15.114911651611328,0.5389072299003601,-0.07066182456910611,2720,0.0003,0.2359375,0.2,,
102120,35072,0,-10.72959075,3.23,274,0.05392352,4.982100009918213,-7.083711051940918,12.757793474197388,0.6193655133247375,-0.07763788867741823,2730,0.0003,0.36796875,0.2,,
102416,35200,0,-10.518603099999998,3.28,275,0.037765834,4.071948051452637,-7.215171957015992,11.040619826316833,0.6106963753700256,-0.057151262648403645,2740,0.0003,0.2625,0.2,,
,35328,,,,,0.031463277,6.28665828704834,-7.24901249408722,14.229986095428467,0.5866032540798187,-0.05317487474530935,2750,0.0003,0.23046875,0.2,2.2,-6.4621580000000005
102729,35328,0,-11.352651889999999,3.59,276,,,,,,,,,,,,
103030,35456,0,-11.338821869999997,3.83,277,0.019007027,14.074929237365723,-7.634160137176513,29.9573823928833,0.47401881217956543,-0.029097891226410866,2760,0.0003,0.0984375,0.2,,
103322,35584,0,-11.481090140000001,3.9,278,0.0152000645,30.75130844116211,-7.80100519657135,50.08815174102783,0.29785847663879395,-0.038212237088009714,2770,0.0003,0.115625,0.2,,
103617,35712,0,-10.96975926,3.57,279,0.0393156,14.194761276245117,-7.409610772132874,21.192386627197266,0.5198066234588623,-0.06633292101323604,2780,0.0003,0.26484375,0.2,,
,35840,,,,,0.058748066,8.221774101257324,-7.074256157875061,17.191535091400148,0.588199108839035,-0.0818905035033822,2790,0.0003,0.37265625,0.2,2.2,-5.4482622
103935,35840,0,-10.64206774,3.43,280,,,,,,,,,,,,
104230,35968,0,-10.387846300000001,3.43,281,0.030084636,4.924331188201904,-7.480803680419922,12.871729111671447,0.537402868270874,-0.03722939095459878,2800,0.0003,0.1625,0.2,,
104513,36096,0,-10.177135459999999,3.43,282,0.04889494,4.281777858734131,-7.537232160568237,8.703657627105713,0.6314330399036407,-0.07358007142320275,2810,0.0003,0.40234375,0.2,,
104788,36224,0,-10.708912600000001,3.91,283,0.028608484,13.38970947265625,-7.7946877717971805,25.973973751068115,0.40078264474868774,-0.048043284192681314,2820,0.0003,0.1484375,0.2,,
,36352,,,,,0.02545518,4.204678535461426,-7.975336599349975,13.300815010070801,0.5129659473896027,-0.06374793723225594,2830,0.0003,0.2203125,0.2,3.2,-6.049095400000001
105093,36352,0,-11.132643530000003,4.53,284,,,,,,,,,,,,
105375,36480,0,-12.077730370000001,5.05,285,0.008528245,20.45675277709961,-8.02096095085144,48.137640953063965,0.42910754680633545,-0.02561464859172702,2840,0.0003,0.06796875,0.2,,
105665,36608,0,-11.933095849999999,5.05,286,0.008227764,22.332469940185547,-7.67481529712677,36.30291576385498,0.32562315464019775,-0.0320590396411717,2850,0.0003,0.034375,0.2,,
105951,36736,0,-12.49421994,5.42,287,0.008660376,23.645221710205078,-7.921738243103027,50.01533508300781,0.43216538429260254,-0.03237761165946722,2860,0.0003,0.06328125,0.2,,
,36864,,,,,0.011873787,21.527463912963867,-7.8941644668579105,65.76278533935547,0.38258475065231323,-0.03962013917043805,2870,0.0003,0.0671875,0.2,15.4,-7.889799399999999
106405,36864,0,-11.448159310000001,4.58,288,,,,,,,,,,,,
106696,36992,0,-10.982114190000003,4.43,289,0.027731527,9.639595031738281,-7.247474026679993,19.533224725723265,0.39984285831451416,-0.04574323128908873,2880,0.0003,0.103125,0.2,,
106975,37120,0,-10.28696549,3.67,290,0.02822348,3.8198704719543457,-7.159758281707764,13.807086753845216,0.5463357865810394,-0.049425778351724146,2890,0.0003,0.209375,0.2,,
107264,37248,0,-10.347452229999998,3.46,291,0.02259464,5.085899829864502,-6.8678693771362305,14.728130292892455,0.5663946568965912,-0.05258623016998172,2900,0.0003,0.21015625,0.2,,
,37376,,,,,0.032370284,22.084976196289062,-7.822034859657288,70.92157287597657,0.3248834013938904,-0.02602391503751278,2910,0.0003,0.275,0.2,2.4,-6.734171000000001
107580,37376,0,-10.03717931,3.39,292,,,,,,,,,,,,
107846,37504,0,-11.781975519999998,4.6,293,0.007333335,20.644695281982422,-7.9326101541519165,59.88255863189697,0.5437955558300018,-0.035514813382178545,2920,0.0003,0.04921875,0.2,,
108125,37632,0,-11.856886820000005,4.64,294,0.0028456976,39.634708404541016,-7.710888767242432,82.75172996520996,0.2396441102027893,-0.013476371020078658,2930,0.0003,0.028125,0.2,,
108407,37760,0,-12.57543985,5.24,295,0.0034687012,19.64931869506836,-8.000367188453675,71.35652027130126,0.6019955575466156,-0.018594736140221356,2940,0.0003,0.01953125,0.2,,
,37888,,,,,0.0071934056,29.962858200073242,-8.080148911476135,82.09649353027343,0.528069406747818,-0.03406700426712632,2950,0.0003,0.05234375,0.2,2.0,-6.7544256
108728,37888,0,-12.506060570000002,5.33,296,,,,,,,,,,,,
109029,38016,0,-11.92031515,4.92,297,0.01171927,37.604225158691406,-7.9443947076797485,99.28905029296875,0.6086681485176086,-0.04526153765618801,2960,0.0003,0.08828125,0.2,,
109318,38144,0,-11.908325569999999,4.58,298,0.0052209035,13.228150367736816,-7.566819381713867,49.61315212249756,0.07217520475387573,-0.011666690185666084,2970,0.0003,0.0125,0.2,,
109596,38272,0,-12.04282088,4.64,299,0.0075804633,26.955537796020508,-7.680550575256348,77.32693824768066,0.5297041535377502,-0.032560541108250615,2980,0.0003,0.06328125,0.2,,
,38400,,,,,0.008351549,12.974079132080078,-7.579351568222046,32.435366535186766,0.39667320251464844,-0.0353339409455657,2990,0.0003,0.04375,0.2,2.4,-5.679861600000001
109896,38400,0,-11.749746710000002,4.41,300,,,,,,,,,,,,
110170,38528,0,-12.22210419,4.7,301,0.0056124507,25.92083740234375,-7.7618491649627686,91.51683368682862,0.47393274307250977,-0.03292571194469929,3000,0.0003,0.0328125,0.2,,
110435,38656,0,-12.111604220000004,4.94,302,0.0056134816,22.354764938354492,-7.787176012992859,44.58739614486694,0.3952503204345703,-0.028032480319961906,3010,0.0003,0.0484375,0.2,,
110703,38784,0,-13.057149479999998,5.37,303,0.01390207,41.17510223388672,-8.167677760124207,82.31368961334229,0.4451882839202881,-0.025843244139105083,3020,0.0003,0.10546875,0.2,,
,38912,,,,,0.0034124232,22.270854949951172,-7.7774100542068485,67.69229869842529,0.24289816617965698,-0.018034974206238986,3030,0.0003,0.04921875,0.2,2.2,-6.8151494
111005,38912,0,-12.939266179999997,5.34,304,,,,,,,,,,,,
111290,39040,0,-12.320675490000001,5.22,305,0.012322532,31.564035415649414,-7.658457779884339,75.0981637954712,0.427448034286499,-0.02180932704359293,3040,0.0003,0.07734375,0.2,,
111581,39168,0,-11.212547829999997,4.43,306,0.01884867,10.860663414001465,-7.600865697860717,30.447007369995116,0.4685683846473694,-0.05401551201939583,3050,0.0003,0.11484375,0.2,,
111862,39296,0,-10.94464972,4.47,307,0.021947378,9.86081600189209,-7.482101011276245,21.668979835510253,0.45043081045150757,-0.054069828148931263,3060,0.0003,0.115625,0.2,,
,39424,,,,,0.022575706,9.466409683227539,-7.512450575828552,21.019395875930787,0.403434157371521,-0.05097383772954345,3070,0.0003,0.1578125,0.2,2.0,-7.034103
112157,39424,0,-10.28761159,3.95,308,,,,,,,,,,,,
112450,39552,0,-10.167145399999999,3.75,309,0.028655136,5.315498352050781,-7.314676284790039,15.190224885940552,0.4260779619216919,-0.06248050071299076,3080,0.0003,0.17421875,0.2,,
112747,39680,0,-10.41307685,3.46,310,0.056325786,5.412694454193115,-7.213405895233154,14.884559822082519,0.5097716748714447,-0.07639349345117807,3090,0.0003,0.31015625,0.2,,
113049,39808,0,-10.924375799999998,3.53,311,0.02944864,4.932417869567871,-7.299348449707031,12.935476398468017,0.6153245270252228,-0.05595912169665098,3100,0.0003,0.2140625,0.2,,
,39936,,,,,0.03161703,3.2363364696502686,-7.256600451469422,13.280131769180297,0.6021759212017059,-0.06605777405202388,3110,0.0003,0.240625,0.2,2.4,-6.345711199999999
113371,39936,0,-10.31937441,3.51,312,,,,,,,,,,,,
113653,40064,0,-10.50951198,3.66,313,0.036041155,2.877284526824951,-7.465991449356079,9.097243928909302,0.5863695442676544,-0.05099024064838886,3120,0.0003,0.246875,0.2,,
