time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/clip_range,eval/mean_ep_length,eval/mean_reward
55906,16640,0,-95.87053594,22.91,130,0.06648865,495.1005554199219,-9.531437969207763,1027.1914611816405,-3.5762786865234375e-07,-0.08722314722836018,1290,0.0003,0.36484375,0.2,,
56175,16768,0,-90.86305849,21.98,131,0.006727631,468.2835998535156,-9.524908876419067,955.3982757568359,2.008676528930664e-05,-0.027864303905516863,1300,0.0003,0.0203125,0.2,,
,16896,,,,,0.06720754,470.1288146972656,-9.45644040107727,876.0430267333984,2.4318695068359375e-05,-0.07976847914978862,1310,0.0003,0.2875,0.2,23.2,-10.3699812
56629,16896,0,-84.18176873999997,20.79,132,,,,,,,,,,,,
56895,17024,0,-83.51113193,20.43,133,0.011773104,713.2393188476562,-9.480764675140382,1391.1418518066407,2.771615982055664e-05,-0.03544145580381155,1320,0.0003,0.05234375,0.2,,
57164,17152,0,-80.69872274,19.75,134,0.0029067406,665.8163452148438,-9.498948907852172,1485.5622802734374,3.790855407714844e-05,-0.019082203647121786,1330,0.0003,0.00390625,0.2,,
57429,17280,0,-79.16224133000001,19.39,135,0.05424952,519.15625,-9.426605224609375,1153.9264892578126,4.780292510986328e-05,-0.07345645735040307,1340,0.0003,0.2421875,0.2,,
,17408,,,,,0.03740122,331.6950378417969,-9.403882837295532,663.3988494873047,7.921457290649414e-05,-0.05633421223610639,1350,0.0003,0.17890625,0.2,42.2,-12.844232400000001
58031,17408,0,-78.87218941,19.45,136,,,,,,,,,,,,
58300,17536,0,-76.79777497,19.45,137,0.003382437,659.4808349609375,-9.523602628707886,1563.3168823242188,0.002662837505340576,-0.02119585922919214,1360,0.0003,0.003125,0.2,,
58581,17664,0,-72.76875369,18.4,138,0.0015463033,345.343017578125,-9.46654987335205,765.1315948486329,0.06812834739685059,-0.014921336993575096,1370,0.0003,0.00078125,0.2,,
58838,17792,0,-71.33165383,18.18,139,0.0053938986,536.9061279296875,-9.516627740859985,1041.6264526367188,0.020227551460266113,-0.0270649335347116,1380,0.0003,0.01484375,0.2,,
,17920,,,,,0.005917588,291.5957946777344,-9.445119190216065,627.4298645019531,0.11354172229766846,-0.027330908365547656,1390,0.0003,0.0125,0.2,80.6,-16.532572
59755,17920,0,-68.28572865,17.4,140,,,,,,,,,,,,
60013,18048,0,-66.42165252,17.16,141,0.004318034,289.6425476074219,-9.436491060256959,700.5305725097656,0.10299396514892578,-0.019407961517572403,1400,0.0003,0.00859375,0.2,,
60278,18176,0,-66.25152344000001,17.02,142,0.0043658204,443.1369323730469,-9.441168928146363,749.6999206542969,0.2790462374687195,-0.020457694213837384,1410,0.0003,0.01015625,0.2,,
60519,18304,0,-62.81174766000001,16.41,143,0.0056183203,354.9549865722656,-9.426563405990601,714.064111328125,0.15704995393753052,-0.029304417362436653,1420,0.0003,0.00625,0.2,,
,18432,,,,,0.0041112825,433.5940246582031,-9.345996952056884,1006.1169342041015,0.3301539421081543,-0.023948000557720662,1430,0.0003,0.00625,0.2,61.0,-23.002912799999997
61254,18432,0,-63.27427457999999,16.72,144,,,,,,,,,,,,
61535,18560,0,-61.93192682000001,16.23,145,0.004889986,211.0019989013672,-9.301962280273438,419.138671875,0.48463231325149536,-0.024809214100241662,1440,0.0003,0.021875,0.2,,
61780,18688,0,-57.76562416000001,15.4,146,0.019757438,384.0843505859375,-9.198857164382934,826.2976776123047,0.3020573854446411,-0.059405862260609864,1450,0.0003,0.115625,0.2,,
62039,18816,0,-53.55879061,14.2,147,0.0050578276,212.4929656982422,-9.15438175201416,419.10536499023436,0.424433171749115,-0.026183445751667023,1460,0.0003,0.0109375,0.2,,
,18944,,,,,0.0112502,125.71455383300781,-9.144081926345825,305.1773597717285,0.3410751223564148,-0.031596185825765136,1470,0.0003,0.040625,0.2,81.0,-28.8067182
62942,18944,0,-50.651469430000006,13.17,148,,,,,,,,,,,,
63200,19072,0,-47.743558449999995,12.52,149,0.0041541755,303.0796813964844,-8.92785439491272,620.73125,0.27420681715011597,-0.018687885673716664,1480,0.0003,0.01015625,0.2,,
63469,19200,0,-47.30248395,12.79,150,0.004335693,121.54988098144531,-9.175147247314452,270.3612594604492,0.23372524976730347,-0.0174867894500494,1490,0.0003,0.0125,0.2,,
63723,19328,0,-44.90648848000001,12.57,151,0.0017294497,177.6981964111328,-9.186178588867188,400.3902252197266,0.18365705013275146,-0.010849413368850947,1500,0.0003,0.0015625,0.2,,
,19456,,,,,0.0050255614,192.9807891845703,-9.025730419158936,414.69554748535154,0.2874724268913269,-0.02549083614721894,1510,0.0003,0.01015625,0.2,42.4,-12.655695999999997
64290,19456,0,-42.611918800000005,12.27,152,,,,,,,,,,,,
64536,19584,0,-40.72699931,11.99,153,0.0021756436,34.45033645629883,-9.164159774780273,121.24282302856446,-0.21902382373809814,-0.012561624497175216,1520,0.0003,0.0,0.2,,
64779,19712,0,-38.55036092,12.17,154,0.0025423337,96.77564239501953,-9.121722984313966,250.2041046142578,0.23556625843048096,-0.008235979452729225,1530,0.0003,0.00546875,0.2,,
65020,19840,0,-35.097143620000004,11.4,155,0.0017710361,79.32657623291016,-8.9136323928833,201.6625831604004,0.3719717264175415,-0.01150096533820033,1540,0.0003,0.0015625,0.2,,
,19968,,,,,0.002322076,106.78878021240234,-8.94293122291565,223.55490798950194,0.15239721536636353,-0.013861248269677162,1550,0.0003,0.0015625,0.2,23.2,-10.0524246
65461,19968,0,-34.21859531999999,11.57,156,,,,,,,,,,,,
65736,20096,0,-33.10368846,11.31,157,0.012229717,62.3271484375,-8.894533252716064,133.61646003723143,0.4346262812614441,-0.03628086559474468,1560,0.0003,0.05234375,0.2,,
65977,20224,0,-30.81388207,10.55,158,0.011305269,126.21537780761719,-8.648532342910766,270.41878814697264,0.30307942628860474,-0.0391741001047194,1570,0.0003,0.06640625,0.2,,
66211,20352,0,-28.555073120000003,9.84,159,0.0053727487,26.74532699584961,-8.708975219726563,99.62670936584473,0.16477686166763306,-0.012385805323719978,1580,0.0003,0.0171875,0.2,,
,20480,,,,,0.019091163,45.926151275634766,-8.73428454399109,101.110111618042,0.32798683643341064,-0.05533447461202741,1590,0.0003,0.08984375,0.2,29.6,-12.6029992
66808,20480,0,-25.719217350000005,8.63,160,,,,,,,,,,,,
67056,20608,0,-26.00873805,8.7,161,0.015086422,23.83544921875,-8.704985523223877,42.62581214904785,0.4933653473854065,-0.04686881359666586,1600,0.0003,0.0984375,0.2,,
67308,20736,0,-24.314860599999996,8.37,162,0.019091843,49.356422424316406,-8.419875001907348,126.41719131469726,0.4161457419395447,-0.049256456457078455,1610,0.0003,0.096875,0.2,,
67564,20864,0,-23.560921859999997,8.05,163,0.0088456,27.207937240600586,-8.696752166748047,66.44738941192627,-0.034084320068359375,-0.026134516438469292,1620,0.0003,0.025,0.2,,
,20992,,,,,0.023246538,32.84039306640625,-8.69178295135498,92.56982498168945,0.03582274913787842,-0.03272882718592882,1630,0.0003,0.08515625,0.2,68.0,-40.3163786
68598,20992,0,-22.145819399999997,7.86,164,,,,,,,,,,,,
68828,21120,0,-23.049643959999997,8.79,165,0.008624712,59.04018783569336,-8.845102691650391,129.75600509643556,0.22811764478683472,-0.03356913737952709,1640,0.0003,0.03984375,0.2,,
69082,21248,0,-23.92829353,9.2,166,0.006526817,109.01578521728516,-8.833758354187012,229.77570571899415,0.1915794014930725,-0.028850737400352953,1650,0.0003,0.021875,0.2,,
69324,21376,0,-22.909542269999996,8.64,167,0.010144781,36.428775787353516,-8.534375381469726,94.54278411865235,0.37129324674606323,-0.03985223551280796,1660,0.0003,0.059375,0.2,,
,21504,,,,,0.0021449286,37.843318939208984,-8.620348405838012,134.2808044433594,0.02652829885482788,-0.010974503960460425,1670,0.0003,0.003125,0.2,15.8,-7.2340246
69766,21504,0,-22.644517299999997,8.81,168,,,,,,,,,,,,
70000,21632,0,-23.209770879999997,9.1,169,0.014756527,49.28757095336914,-8.554720258712768,94.98845329284669,0.3407129645347595,-0.043626563623547554,1680,0.0003,0.09375,0.2,,
70254,21760,0,-24.516885279999997,9.67,170,0.0046504363,62.35146713256836,-9.000083923339844,174.54688453674316,0.22083556652069092,-0.005955433566123247,1690,0.0003,0.0125,0.2,,
70505,21888,0,-24.86042247,9.97,171,0.0066531724,48.71566390991211,-8.83511824607849,108.68814582824707,0.3764175772666931,-0.026000977493822575,1700,0.0003,0.02734375,0.2,,
,22016,,,,,0.01250338,34.628456115722656,-8.621500635147095,88.74627914428712,0.445793092250824,-0.030704857129603625,1710,0.0003,0.08828125,0.2,28.0,-13.3667126
71090,22016,0,-24.203618270000003,9.12,172,,,,,,,,,,,,
71349,22144,0,-22.927690010000006,8.76,173,0.014075952,64.71640014648438,-8.60946569442749,152.361319732666,0.32914406061172485,-0.044778160052374005,1720,0.0003,0.06875,0.2,,
71614,22272,0,-23.50701837,8.83,174,0.019420335,20.34111213684082,-8.6862042427063,56.666968154907224,0.4605908989906311,-0.05201773839071393,1730,0.0003,0.09453125,0.2,,
71885,22400,0,-22.464197150000004,8.57,175,0.010269526,36.31211471557617,-8.756424808502198,75.81030254364013,0.04505908489227295,-0.02275110431946814,1740,0.0003,0.03515625,0.2,,
,22528,,,,,0.008492835,47.327964782714844,-8.98052339553833,105.09000587463379,0.21336448192596436,-0.026385823264718056,1750,0.0003,0.04296875,0.2,28.2,-12.363893999999998
72487,22528,0,-22.411623540000004,9.11,176,,,,,,,,,,,,
72744,22656,0,-21.8851377,8.25,177,0.008838676,33.459999084472656,-8.752692985534669,87.25300445556641,0.3399563431739807,-0.03234636816196144,1760,0.0003,0.03515625,0.2,,
73004,22784,0,-24.545406000000003,9.53,178,0.0036367434,103.26628112792969,-8.866657733917236,243.72187347412108,0.3305733799934387,-0.008151754830032587,1770,0.0003,0.00234375,0.2,,
73267,22912,0,-23.940858119999998,9.27,179,0.0075591467,147.00466918945312,-9.307948064804076,265.5995834350586,0.1283801794052124,-0.020422994764521717,1780,0.0003,0.01796875,0.2,,
,23040,,,,,0.009594677,122.8323974609375,-8.784048938751221,219.94355087280275,0.20977699756622314,-0.023758608661592007,1790,0.0003,0.07265625,0.2,2.2,-4.2147374
73543,23040,0,-25.41640883,10.06,180,,,,,,,,,,,,
73821,23168,0,-26.170601579999996,10.37,181,0.0028834674,62.746849060058594,-8.974934911727905,145.10800323486328,0.08259528875350952,-0.013371955882757903,1800,0.0003,0.0,0.2,,
74084,23296,0,-26.382725199999996,10.81,182,0.005123328,124.00686645507812,-8.781727170944214,280.7869728088379,0.22732073068618774,-0.02530360287055373,1810,0.0003,0.00625,0.2,,
74325,23424,0,-25.746571379999995,10.63,183,0.0071903537,85.27936553955078,-8.677871942520142,190.8797393798828,0.19613265991210938,-0.030762042570859193,1820,0.0003,0.02578125,0.2,,
,23552,,,,,0.0052664294,115.861572265625,-8.85598087310791,220.0293327331543,0.247827410697937,-0.025913658551871777,1830,0.0003,0.0109375,0.2,28.6,-12.590032400000002
74928,23552,0,-26.502101859999996,10.37,184,,,,,,,,,,,,
75182,23680,0,-26.44286068,10.32,185,0.014082581,63.083431243896484,-8.476417112350465,113.16676712036133,0.4020404815673828,-0.047584191989153625,1840,0.0003,0.0765625,0.2,,
75441,23808,0,-26.03157259,10.57,186,0.005637684,59.69158172607422,-9.14557089805603,106.64071464538574,0.5032949447631836,-0.018089505843818188,1850,0.0003,0.0125,0.2,,
75686,23936,0,-24.732028269999997,11.04,187,0.023270559,43.02127456665039,-9.266106939315796,105.07673034667968,0.368571937084198,-0.020368889998644592,1860,0.0003,0.1109375,0.2,,
,24064,,,,,0.014578523,53.95503234863281,-9.051412105560303,142.4325496673584,0.18526619672775269,-0.041534102894365786,1870,0.0003,0.05625,0.2,2.4,-6.3619840000000005
75994,24064,0,-23.096565240000004,10.73,188,,,,,,,,,,,,
76259,24192,0,-24.10343166,11.28,189,0.008797834,71.04920959472656,-8.830942249298095,139.67703094482422,0.28667664527893066,-0.036259503290057185,1880,0.0003,0.0671875,0.2,,
76521,24320,0,-23.369724669999997,10.5,190,0.009501865,139.22805786132812,-9.013903713226318,311.70764007568357,0.28721940517425537,-0.01953197754919529,1890,0.0003,0.0484375,0.2,,
76776,24448,0,-24.400848200000006,11.22,191,0.006392797,59.58753204345703,-8.896571683883668,159.7388801574707,0.32947343587875366,-0.03174054389819503,1900,0.0003,0.0703125,0.2,,
,24576,,,,,0.0059639835,116.14421844482422,-9.091575717926025,246.55485992431642,0.3225824236869812,-0.016990526113659143,1910,0.0003,0.028125,0.2,15.2,-15.6778536
77203,24576,0,-25.03808951,11.37,192,,,,,,,,,,,,
77455,24704,0,-28.014490289999998,12.85,193,0.0032551163,73.78364562988281,-9.11441478729248,227.55903167724608,0.4471350908279419,-0.011682924348860979,1920,0.0003,0.01015625,0.2,,
77749,24832,0,-26.90363189,12.26,194,0.0038472847,81.83255767822266,-9.193966388702393,213.25003662109376,0.40266871452331543,-0.016310469061136246,1930,0.0003,0.02265625,0.2,,
78032,24960,0,-26.938925910000002,10.8,195,0.007830769,73.89124298095703,-9.018215751647949,176.02671737670897,0.47986483573913574,-0.027223385963588954,1940,0.0003,0.03125,0.2,,
,25088,,,,,0.014355336,36.21700668334961,-8.671038913726807,98.73979415893555,0.11405694484710693,-0.046062116883695124,1950,0.0003,0.07265625,0.2,15.4,-10.4339224
78494,25088,0,-25.846832320000004,9.55,196,,,,,,,,,,,,
78764,25216,0,-24.687540069999997,9.22,197,0.011754402,23.512845993041992,-8.441941738128662,57.51582431793213,0.43406134843826294,-0.04601937076076865,1960,0.0003,0.13984375,0.2,,
79028,25344,0,-24.102288940000005,8.73,198,0.0026261709,117.76205444335938,-9.178556060791015,314.4796661376953,0.2608211636543274,-0.0072092792019248005,1970,0.0003,0.10703125,0.2,,
79310,25472,0,-20.592616109999998,7.03,199,0.0058125947,74.16954040527344,-8.727578973770141,157.1860694885254,0.2910878658294678,-0.02900254912674427,1980,0.0003,0.06484375,0.2,,
,25600,,,,,0.010182752,62.71353530883789,-8.960127830505371,145.0572940826416,0.4680876135826111,-0.03218438914045692,1990,0.0003,0.0890625,0.2,155.6,-9.2191636
79947,25600,0,-20.79529182,7.14,200,,,,,,,,,,,,
80214,25728,0,-21.19156685,7.29,201,0.013664725,48.7440299987793,-8.612860918045044,107.22256507873536,0.46423524618148804,-0.038678369112312795,2000,0.0003,0.0734375,0.2,,
80491,25856,0,-22.478738319999994,7.73,202,0.008251218,134.18406677246094,-8.704461240768433,285.5066909790039,0.32184702157974243,-0.024703068053349854,2010,0.0003,0.0328125,0.2,,
80767,25984,0,-21.541122129999998,7.06,203,0.012077818,47.83789825439453,-8.377209424972534,150.52061080932617,0.36453211307525635,-0.023279125150293112,2020,0.0003,0.08828125,0.2,,
,26112,,,,,0.0181623,23.339855194091797,-8.402036476135255,61.29707546234131,0.32360702753067017,-0.047286045365035535,2030,0.0003,0.121875,0.2,15.4,-7.4823908
81232,26112,0,-18.9588028,5.87,204,,,,,,,,,,,,
81494,26240,0,-17.919653269999998,5.33,205,0.012288777,15.820635795593262,-8.057979607582093,38.77741365432739,0.3564736843109131,-0.031102520367130636,2040,0.0003,0.05625,0.2,,
81754,26368,0,-16.29547831,5.29,206,0.0074448185,53.40211486816406,-8.178040647506714,137.6572536468506,0.2971011996269226,-0.02858291370794177,2050,0.0003,0.08828125,0.2,,
82053,26496,0,-14.861365020000001,4.84,207,0.018415917,17.418352127075195,-8.208423328399657,36.06241302490234,0.5183528065681458,-0.04902327340096235,2060,0.0003,0.1140625,0.2,,
,26624,,,,,0.010882674,42.13309860229492,-8.389272975921632,109.39825897216797,0.3512210249900818,-0.01920546335168183,2070,0.0003,0.09921875,0.2,28.0,-9.8829856
82676,26624,0,-16.93794249,5.62,208,,,,,,,,,,,,
82941,26752,0,-16.423318969999997,5.61,209,0.014895046,72.28965759277344,-8.159159660339355,130.32797660827637,0.32286036014556885,-0.04785649217665196,2080,0.0003,0.096875,0.2,,
83201,26880,0,-16.46545047,5.98,210,0.012450077,36.49189758300781,-8.41740550994873,84.21177368164062,0.5697206854820251,-0.03871015976183116,2090,0.0003,0.11328125,0.2,,
83480,27008,0,-16.94252693,5.93,211,0.014068088,44.167171478271484,-8.446583938598632,97.85811386108398,0.21282297372817993,-0.029048323165625334,2100,0.0003,0.07734375,0.2,,
,27136,,,,,0.027691243,21.965330123901367,-8.13087432384491,46.1284140586853,0.4368666410446167,-0.047798327263444663,2110,0.0003,0.178125,0.2,15.4,-7.183649399999998
83935,27136,0,-14.70795087,5.3,212,,,,,,,,,,,,
84197,27264,0,-15.181102050000002,5.31,213,0.018310973,12.958571434020996,-8.310444593429565,30.890050315856932,0.233917236328125,-0.031019591772928835,2120,0.0003,0.15703125,0.2,,
84455,27392,0,-14.962901910000001,5.23,214,0.005269551,31.277572631835938,-8.541578388214111,91.07159385681152,0.2771552801132202,-0.013123387284576894,2130,0.0003,0.0390625,0.2,,
84750,27520,0,-14.92913697,5.16,215,0.009243984,25.45777702331543,-8.39280891418457,63.540101051330566,0.4212154150009155,-0.030608292017132045,2140,0.0003,0.05390625,0.2,,
,27648,,,,,0.023516614,25.006994247436523,-8.171799111366273,59.48631057739258,0.38287031650543213,-0.028359756898134948,2150,0.0003,0.08828125,0.2,2.6,-7.2225932
85031,27648,0,-16.15848621,5.48,216,,,,,,,,,,,,
85312,27776,0,-16.401597770000002,5.41,217,0.024659961,15.029632568359375,-8.083432173728943,53.526473140716554,0.4771121144294739,-0.052101262751966713,2160,0.0003,0.14140625,0.2,,
85590,27904,0,-17.11855419,5.75,218,0.014018042,44.296112060546875,-8.196422910690307,114.41707763671874,0.34432125091552734,-0.039216231741011146,2170,0.0003,0.0796875,0.2,,
85867,28032,0,-15.954059130000001,5.11,219,0.01661997,25.752845764160156,-8.444791412353515,48.90534343719482,0.4977458119392395,-0.04673903435468674,2180,0.0003,0.10234375,0.2,,
,28160,,,,,0.007829815,14.663893699645996,-8.036425805091858,43.72818565368652,0.3272526264190674,-0.022284426959231496,2190,0.0003,0.034375,0.2,2.0,-8.9100088
86188,28160,0,-14.275697909999998,4.45,220,,,,,,,,,,,,
86451,28288,0,-14.72768859,4.56,221,0.021066053,30.39677619934082,-7.843786454200744,58.17985410690308,0.3927798867225647,-0.052982728090137245,2200,0.0003,0.1421875,0.2,,
86745,28416,0,-14.698792230000002,4.38,222,0.007034386,58.06231689453125,-7.962009787559509,112.24767456054687,0.2938571572303772,-0.024524932354688646,2210,0.0003,0.06015625,0.2,,
87051,28544,0,-13.98322048,4.18,223,0.009888612,18.751483917236328,-7.979062271118164,56.99180107116699,0.457946240901947,-0.03603632464073599,2220,0.0003,0.0453125,0.2,,
,28672,,,,,0.011690391,28.521699905395508,-7.512271666526795,67.72798347473145,0.3888203501701355,-0.04524190677329898,2230,0.0003,0.12109375,0.2,2.0,-8.573137999999998
87341,28672,0,-14.408875080000003,4.5,224,,,,,,,,,,,,
87641,28800,0,-13.197105590000001,3.91,225,0.02007887,16.303775787353516,-7.575316381454468,48.72617092132568,0.3160610795021057,-0.052312669530510905,2240,0.0003,0.11953125,0.2,,
87924,28928,0,-13.052252110000001,3.97,226,0.01776351,13.812371253967285,-7.452003479003906,31.409464168548585,0.20396757125854492,-0.04586851275525987,2250,0.0003,0.10703125,0.2,,
88212,29056,0,-12.203443960000001,3.81,227,0.032669786,12.954215049743652,-7.438376522064209,30.52011728286743,0.44466346502304077,-0.056127987988293174,2260,0.0003,0.1765625,0.2,,
,29184,,,,,0.026410643,18.06671142578125,-7.489016699790954,36.74739236831665,0.39657336473464966,-0.04700056370347738,2270,0.0003,0.14921875,0.2,2.0,-7.619744
88503,29184,0,-12.133064180000002,3.96,228,,,,,,,,,,,,
88779,29312,0,-12.428040419999997,4.18,229,0.027784199,10.023171424865723,-7.458371520042419,30.68108959197998,0.40625298023223877,-0.04764758455567062,2280,0.0003,0.196875,0.2,,
89074,29440,0,-13.025177069999998,4.23,230,0.040130824,5.429233074188232,-7.298045635223389,20.34054946899414,0.46382254362106323,-0.06711573265492916,2290,0.0003,0.29921875,0.2,,
89341,29568,0,-12.79276322,4.26,231,0.020317059,13.801492691040039,-7.574198198318482,32.51616230010986,0.46039658784866333,-0.03745800545439124,2300,0.0003,0.09453125,0.2,,
,29696,,,,,0.04696093,16.008066177368164,-7.5567584991455075,33.577632141113284,0.44965314865112305,-0.05667444742284715,2310,0.0003,0.2265625,0.2,2.2,-7.8895935999999995
89627,29696,0,-11.89247736,4.1,232,,,,,,,,,,,,
89904,29824,0,-12.044658350000002,4.46,233,0.019331267,13.431476593017578,-7.86589629650116,29.27636651992798,0.45676642656326294,-0.04556261226534843,2320,0.0003,0.1140625,0.2,,
90190,29952,0,-11.90259006,4.42,234,0.014373209,17.038360595703125,-7.730562329292297,39.92496137619018,0.33205610513687134,-0.04800040228292346,2330,0.0003,0.1046875,0.2,,
90469,30080,0,-12.999411119999998,5.14,235,0.004409656,17.51696014404297,-8.04322624206543,56.75837326049805,0.24246746301651,-0.0018685984890908004,2340,0.0003,0.0515625,0.2,,
,30208,,,,,0.020878946,29.05200958251953,-8.08042278289795,64.34653797149659,0.3662898540496826,-0.050624215975403786,2350,0.0003,0.1515625,0.2,2.0,-6.9037678
90753,30208,0,-13.959675680000002,5.33,236,,,,,,,,,,,,
91048,30336,0,-14.309458699999999,5.11,237,0.021545723,35.08428192138672,-8.086284518241882,72.6665054321289,0.32162177562713623,-0.04888905985280871,2360,0.0003,0.11171875,0.2,,
91325,30464,0,-14.400809950000003,5.36,238,0.03111319,15.316192626953125,-7.612646079063415,36.1946925163269,0.4913492798805237,-0.05872635338455438,2370,0.0003,0.17890625,0.2,,
91603,30592,0,-13.622167820000001,4.85,239,0.010450328,30.923696517944336,-7.941713356971741,67.2401819229126,0.4638652801513672,-0.03859590962529182,2380,0.0003,0.08984375,0.2,,
,30720,,,,,0.015963245,19.445140838623047,-7.635774278640747,37.925296211242674,0.2312411069869995,-0.043258925434201956,2390,0.0003,0.08125,0.2,2.0,-6.940582399999999
91915,30720,0,-11.89613872,4.16,240,,,,,,,,,,,,
92213,30848,0,-11.440142249999997,3.76,241,0.021388628,5.541021823883057,-7.251134371757507,14.450639152526856,0.5649953782558441,-0.06078157657757401,2400,0.0003,0.12734375,0.2,,
92509,30976,0,-10.937996570000001,3.62,242,0.030444475,26.161815643310547,-7.4059011220932005,48.52354497909546,0.3626664876937866,-0.05374859357252717,2410,0.0003,0.2078125,0.2,,
92815,31104,0,-11.74893586,3.84,243,0.03854517,9.082883834838867,-7.54112753868103,22.39541072845459,0.3447296619415283,-0.060959292203187944,2420,0.0003,0.1875,0.2,,
,31232,,,,,0.012456793,33.61977005004883,-7.276739406585693,75.38604831695557,0.29815465211868286,-0.029598112357780336,2430,0.0003,0.2359375,0.2,2.0,-6.2078472
93111,31232,0,-12.71513548,4.32,244,,,,,,,,,,,,
93411,31360,0,-12.35619975,4.3,245,0.019227963,15.16573715209961,-7.655502724647522,38.610223388671876,0.38588660955429077,-0.0606312639079988,2440,0.0003,0.14609375,0.2,,
93726,31488,0,-11.550829839999999,3.93,246,0.021298952,8.022801399230957,-7.3885328531265255,18.724387979507448,0.4658152461051941,-0.04419338689185679,2450,0.0003,0.17265625,0.2,,
94020,31616,0,-10.883787550000001,3.53,247,0.02268904,17.08960723876953,-7.33146550655365,32.94659719467163,0.43660157918930054,-0.04950588727369905,2460,0.0003,0.165625,0.2,,
,31744,,,,,0.027239755,4.884088516235352,-7.128037357330323,12.868790364265442,0.5600293278694153,-0.055137152597308156,2470,0.0003,0.14375,0.2,2.0,-6.7686236
94327,31744,0,-10.752537910000001,3.61,248,,,,,,,,,,,,
94638,31872,0,-10.641733930000001,3.61,249,0.030425243,5.498425483703613,-7.3076080799102785,10.614249587059021,0.5529683232307434,-0.062287408486008645,2480,0.0003,0.26953125,0.2,,
94926,32000,0,-10.256439940000002,3.5,250,0.029249102,5.882350921630859,-7.310843515396118,20.872791624069215,0.4300881028175354,-0.06501255333423614,2490,0.0003,0.25625,0.2,,
95205,32128,0,-10.832738019999999,3.68,251,0.03860803,2.3685784339904785,-7.391228270530701,7.593964791297912,0.6264055073261261,-0.07365506440401078,2500,0.0003,0.2984375,0.2,,
,32256,,,,,0.02824189,16.508777618408203,-7.674226021766662,42.57066135406494,0.35909074544906616,-0.04062782181426883,2510,0.0003,0.16640625,0.2,2.8,-6.630253999999999
95508,32256,0,-11.848035860000003,4.01,252,,,,,,,,,,,,
95794,32384,0,-11.787485680000001,4.09,253,0.039371222,10.115635871887207,-7.368182754516601,22.589894199371336,0.5067139565944672,-0.06497443011030554,2520,0.0003,0.2109375,0.2,,
96094,32512,0,-12.56995731,4.33,254,0.02274619,4.455709457397461,-7.340571355819702,17.450713920593262,0.4598228931427002,-0.03268140470609069,2530,0.0003,0.16640625,0.2,,
96380,32640,0,-11.13096241,4.07,255,0.031247023,8.197169303894043,-7.8534722328186035,21.704013204574586,0.5155281126499176,-0.048772125504910946,2540,0.0003,0.15703125,0.2,,
,32768,,,,,0.016784422,27.71253204345703,-8.172124338150024,61.7966796875,0.3108389973640442,-0.04845033260062337,2550,0.0003,0.17109375,0.2,3.0,-6.8008662
96713,32768,0,-11.454843680000002,4.26,256,,,,,,,,,,,,
97021,32896,0,-11.60376284,4.4,257,0.013720056,23.94797706604004,-7.849357295036316,48.54592037200928,0.3355647325515747,-0.0401863744482398,2560,0.0003,0.08984375,0.2,,
97301,33024,0,-12.20826375,4.43,258,0.041275457,13.097750663757324,-7.628287029266358,30.609790897369386,0.44829028844833374,-0.05661650523543358,2570,0.0003,0.20078125,0.2,,
97566,33152,0,-12.57555552,4.41,259,0.024682105,16.190183639526367,-8.0150728225708,38.09328603744507,0.4351952075958252,-0.05014887931756675,2580,0.0003,0.1546875,0.2,,
,33280,,,,,0.032283343,8.041834831237793,-7.4649937629699705,24.38144130706787,0.44288039207458496,-0.06091190101578832,2590,0.0003,0.17265625,0.2,2.0,-7.7118076
97891,33280,0,-12.240292629999999,4.26,260,,,,,,,,,,,,
98165,33408,0,-12.18948005,4.04,261,0.024336718,7.680539131164551,-7.796683621406555,17.754151582717896,0.3826436996459961,-0.05367203317582607,2600,0.0003,0.19609375,0.2,,
98480,33536,0,-13.119796990000003,4.24,262,0.031015808,14.685585975646973,-8.100280237197875,32.50939626693726,0.4146437644958496,-0.040248002577573064,2610,0.0003,0.23125,0.2,,
98759,33664,0,-13.535197659999996,4.23,263,0.010136772,34.492156982421875,-8.02956190109253,67.97124977111817,0.3129920959472656,-0.03286415729671717,2620,0.0003,0.06015625,0.2,,
,33792,,,,,0.040387496,8.521626472473145,-7.740087723731994,21.247894954681396,0.6090306639671326,-0.06442480077967047,2630,0.0003,0.19375,0.2,2.0,-5.181414800000001
99076,33792,0,-13.858744830000001,4.24,264,,,,,,,,,,,,
99385,33920,0,-11.959402090000001,3.74,265,0.027270272,6.07338285446167,-7.555477952957153,20.297269535064697,0.5692682564258575,-0.06693742070347071,2640,0.0003,0.2296875,0.2,,
99690,34048,0,-12.313542,3.98,266,0.0119422935,25.536712646484375,-7.80262258052826,46.34062900543213,0.30458706617355347,-0.01909166546538472,2650,0.0003,0.103125,0.2,,
99973,34176,0,-12.467455060000004,4.13,267,0.039032698,20.155391693115234,-7.70304045677185,47.14327888488769,0.36274856328964233,-0.07120814435184002,2660,0.0003,0.32890625,0.2,,
,34304,,,,,0.007531671,48.76390075683594,-8.083873629570007,97.1632158279419,0.23784226179122925,-0.0073674583807587625,2670,0.0003,0.0140625,0.2,2.2,-7.9208388
