time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,train/value_loss,train/n_updates,train/is_line_search_success,train/learning_rate,train/kl_divergence_loss,train/explained_variance,train/policy_objective,eval/mean_reward,eval/mean_ep_length
21248,-90.10621152,166,0,21.37,80645,2297.4792236328126,165,1.0,0.001,0.0003929384401999414,-4.76837158203125e-07,0.061499617993831635,,
21376,-88.46388719999999,167,0,21.1,80890,2059.9527099609377,166,1.0,0.001,0.00045353634050115943,-1.1920928955078125e-07,0.05716463178396225,,
21504,,,,,,1858.636474609375,167,1.0,0.001,0.00040154295857064426,-5.960464477539062e-07,0.06466905772686005,-180.9312464,397.0
21504,-89.61923285,168,0,21.39,82056,,,,,,,,,
21632,-95.89328969,169,0,22.71,82310,2288.40390625,168,1.0,0.001,0.00039559355354867876,-9.5367431640625e-07,0.0640110969543457,,
21760,-99.71860199999998,170,0,23.43,82589,1802.313037109375,169,1.0,0.001,0.00040321453707292676,-5.960464477539062e-07,0.06107981130480766,,
21888,-99.13016579999997,171,0,23.12,82830,1489.105126953125,170,1.0,0.001,0.000404766877181828,-7.152557373046875e-07,0.06354457885026932,,
22016,,,,,,2459.3142333984374,171,1.0,0.001,0.00042490955092944205,0.0,0.05989047884941101,-180.69411540000002,398.6
22016,-98.15642264,172,0,22.6,84027,,,,,,,,,
22144,-94.39319003000003,173,0,21.92,84287,2357.794970703125,172,1.0,0.001,0.0004230973427183926,-4.76837158203125e-07,0.058077313005924225,,
22272,-96.64761433,174,0,22.42,84564,2403.266162109375,173,1.0,0.001,0.0003991594712715596,-3.5762786865234375e-07,0.05535673350095749,,
22400,-98.85053321,175,0,22.84,84831,2256.0678955078124,174,1.0,0.001,0.0004062125226482749,-2.384185791015625e-07,0.05970629304647446,,
22528,,,,,,2349.60576171875,175,1.0,0.001,0.0003696483909152448,-3.5762786865234375e-07,0.05973140522837639,-180.7546792,397.8
22528,-93.58021837,176,0,21.57,86015,,,,,,,,,
22656,-95.88103842000001,177,0,21.98,86284,2458.398095703125,176,1.0,0.001,0.0003706645220518112,-4.76837158203125e-07,0.06108264625072479,,
22784,-96.14202074999999,178,0,22.13,86547,1669.4259643554688,177,1.0,0.001,0.00039324432145804167,0.0,0.057724498212337494,,
22912,-96.08999607999998,179,0,21.91,86822,1012.8313354492187,178,1.0,0.001,0.000435296562500298,3.5762786865234375e-07,0.06166296452283859,,
23040,,,,,,1390.6049438476562,179,1.0,0.001,0.0003802363353315741,-5.960464477539062e-07,0.06265775859355927,-181.153945,398.8
23040,-93.43064401999999,180,0,22.41,88005,,,,,,,,,
23168,-95.23669271,181,0,22.83,88240,2591.4362060546873,180,1.0,0.001,0.0004077297053299844,-7.152557373046875e-07,0.06166863441467285,,
23296,-97.59382778999999,182,0,23.42,88516,1760.58212890625,181,1.0,0.001,0.00043619138887152076,-1.1920928955078125e-07,0.056623026728630066,,
23424,-97.28656756000001,183,0,23.38,88776,1968.123681640625,182,1.0,0.001,0.0004078851779922843,-7.152557373046875e-07,0.06008884310722351,,
23552,,,,,,1869.815234375,183,1.0,0.001,0.0004416962037794292,-4.76837158203125e-07,0.06007281690835953,-180.7535676,398.6
23552,-99.56288679999997,184,0,24.13,89947,,,,,,,,,
23680,-99.83795572999999,185,0,24.19,90233,2331.878466796875,184,1.0,0.001,0.0003983195929322392,-2.384185791015625e-07,0.05453120172023773,,
23808,-96.01085794999997,186,0,23.56,90494,1638.910595703125,185,1.0,0.001,0.0004507221165113151,-1.1920928955078125e-07,0.05848660320043564,,
23936,-86.63951542999999,187,0,21.57,90761,2348.7014892578127,186,1.0,0.001,0.0004292390658520162,-7.152557373046875e-07,0.05860716104507446,,
24064,,,,,,2682.35419921875,187,1.0,0.001,0.00042307970579713583,-4.76837158203125e-07,0.060307085514068604,-181.13388600000002,399.0
24064,-87.95989989000002,188,0,21.84,91941,,,,,,,,,
24192,-87.09655084999997,189,0,21.7,92205,1633.8117919921874,188,1.0,0.001,0.00040784029988572,-5.960464477539062e-07,0.06355512887239456,,
24320,-88.96948428,190,0,22.15,92444,1897.866943359375,189,1.0,0.001,0.0003958545858040452,-4.76837158203125e-07,0.061543453484773636,,
24448,-88.69408638,191,0,22.19,92711,2106.9817626953127,190,1.0,0.001,0.00038750929525122046,-2.384185791015625e-07,0.06310605257749557,,
24576,,,,,,2227.799853515625,191,1.0,0.001,0.000463864766061306,-4.76837158203125e-07,0.05920952185988426,-181.26469360000002,398.2
24576,-86.91928277999999,192,0,22.01,93884,,,,,,,,,
24704,-87.77714793999999,193,0,22.29,94152,1666.5015014648438,192,1.0,0.001,0.0005108044715598226,-1.1920928955078125e-07,0.05623432248830795,,
24832,-85.66208235999999,194,0,21.9,94425,1870.6223876953125,193,1.0,0.001,0.00042388058500364423,-7.152557373046875e-07,0.06114459037780762,,
24960,-87.56101735,195,0,21.9,94700,2238.0203857421875,194,1.0,0.001,0.00043522840132936835,-3.5762786865234375e-07,0.05722039192914963,,
25088,,,,,,2615.6362548828124,195,1.0,0.001,0.00041323108598589897,-2.384185791015625e-07,0.060976073145866394,-181.46190459999997,398.0
25088,-82.52087316,196,0,19.62,95865,,,,,,,,,
25216,-81.64656168,197,0,19.43,96133,2550.26328125,196,1.0,0.001,0.00043409844511188567,-1.0728836059570312e-06,0.059470389038324356,,
25344,-78.15024139,198,0,18.84,96404,1918.0928833007813,197,1.0,0.001,0.0004305286565795541,-4.76837158203125e-07,0.05761491134762764,,
25472,-77.26042421,199,0,18.8,96657,1464.1854248046875,198,1.0,0.001,0.00042869377648457885,-4.76837158203125e-07,0.06056681275367737,,
25600,,,,,,2229.6658447265627,199,1.0,0.001,0.0004511651932261884,-4.76837158203125e-07,0.05751105025410652,-180.7224998,398.0
25600,-78.78170865000001,200,0,19.04,97825,,,,,,,,,
25728,-79.54456064,201,0,18.97,98089,2029.374267578125,200,1.0,0.001,0.0004306355840526521,-4.76837158203125e-07,0.05644480511546135,,
25856,-76.57928401999999,202,0,18.46,98357,1931.48583984375,201,1.0,0.001,0.0003833667724393308,-3.5762786865234375e-07,0.055578723549842834,,
25984,-74.1040192,203,0,18.2,98637,1978.7963623046876,202,1.0,0.001,0.00037800270365551114,-7.152557373046875e-07,0.05550357699394226,,
26112,,,,,,1228.2168823242187,203,1.0,0.001,0.0004690864298027009,-3.5762786865234375e-07,0.061813753098249435,-175.1022154,397.4
26112,-73.35638732000001,204,0,18.49,99801,,,,,,,,,
26240,-68.49835587000001,205,0,17.65,100069,1106.450537109375,204,1.0,0.001,0.00045476798550225794,-7.152557373046875e-07,0.06310071796178818,,
26368,-64.75742763000001,206,0,16.79,100313,2483.2427001953124,205,1.0,0.001,0.00041747279465198517,-5.960464477539062e-07,0.05924651399254799,,
26496,-62.52671713999999,207,0,16.46,100588,2773.88046875,206,1.0,0.001,0.0003883322642650455,-3.5762786865234375e-07,0.05262512341141701,,
26624,,,,,,1896.7526733398438,207,1.0,0.001,0.00047007453395053744,2.980232238769531e-07,0.059647493064403534,-181.5043258,398.6
26624,-54.84212072,208,0,15.66,101742,,,,,,,,,
26752,-54.89986398,209,0,15.44,102006,2256.3138671875,208,1.0,0.001,0.00038337119622156024,-5.960464477539062e-07,0.05692550167441368,,
26880,-54.944791719999984,210,0,15.03,102275,2521.1642578125,209,1.0,0.001,0.00040740129770711064,-3.5762786865234375e-07,0.05704628303647041,,
27008,-49.66257865000001,211,0,13.92,102534,2032.3984130859376,210,1.0,0.001,0.0005351683939807117,-9.5367431640625e-07,0.06896816939115524,,
27136,,,,,,2106.832958984375,211,1.0,0.001,0.00043164932867512107,-1.1920928955078125e-07,0.056003257632255554,-180.7096114,398.8
27136,-47.36502221999999,212,0,13.41,103716,,,,,,,,,
27264,-47.86228751000001,213,0,13.41,103965,2413.5598388671874,212,1.0,0.001,0.00046994228614494205,-1.0728836059570312e-06,0.060033105313777924,,
27392,-47.18535118999999,214,0,12.43,104232,1949.386279296875,213,1.0,0.001,0.00042307289550080895,-1.0728836059570312e-06,0.05660245940089226,,
27520,-44.52161884000001,215,0,12.18,104516,1443.448486328125,214,1.0,0.001,0.0004128290165681392,-1.1920928955078125e-07,0.0578448586165905,,
27648,,,,,,1544.3217041015625,215,1.0,0.001,0.00042046961607411504,-1.0728836059570312e-06,0.05805359035730362,-181.1950452,398.6
27648,-46.564149260000015,216,0,12.65,105697,,,,,,,,,
27776,-47.72493638,217,0,13.33,105957,1691.59267578125,216,1.0,0.001,0.0004103914543520659,-4.76837158203125e-07,0.06016476824879646,,
27904,-50.85110656999999,218,0,14.17,106228,1359.8946411132813,217,1.0,0.001,0.0004339977167546749,-1.3113021850585938e-06,0.05738341063261032,,
28032,-51.37139682000001,219,0,13.74,106488,1655.145751953125,218,1.0,0.001,0.0004385104402899742,-7.152557373046875e-07,0.059831924736499786,,
28160,,,,,,1770.8028564453125,219,1.0,0.001,0.00041308876825496554,-3.5762786865234375e-07,0.059939540922641754,-180.7526356,398.4
28160,-46.9347311,220,0,12.71,107696,,,,,,,,,
28288,-46.06080980000001,221,0,12.4,107975,1870.7787231445313,220,1.0,0.001,0.00043816177640110254,-3.5762786865234375e-07,0.0589398518204689,,
28416,-45.771487900000004,222,0,12.78,108250,1065.1904174804688,221,1.0,0.001,0.0004401615879032761,0.0,0.06209880858659744,,
28544,-45.83284399,223,0,13.22,108509,1383.6090209960937,222,1.0,0.001,0.0004276768013369292,-1.1920928955078125e-07,0.06000349670648575,,
28672,,,,,,2054.33974609375,223,1.0,0.001,0.00040987200918607414,-9.5367431640625e-07,0.059111662209033966,-180.97862680000003,398.2
28672,-47.33541037,224,0,13.4,109685,,,,,,,,,
28800,-45.851892879999994,225,0,12.87,109962,1641.467529296875,224,1.0,0.001,0.00043288551387377083,-1.0728836059570312e-06,0.057780712842941284,,
28928,-43.31487290999999,226,0,12.85,110231,1267.7909545898438,225,1.0,0.001,0.0004484579258132726,7.748603820800781e-07,0.05858622491359711,,
29056,-40.5989941,227,0,11.69,110500,1439.7071533203125,226,1.0,0.001,0.0004360164748504758,-7.152557373046875e-07,0.061125826090574265,,
29184,,,,,,1826.9921264648438,227,1.0,0.001,0.00038863549707457423,-1.1920928955078125e-06,0.05944901704788208,-164.85821760000002,330.4
29184,-41.7095603,228,0,11.89,111650,,,,,,,,,
29312,-41.851490680000005,229,0,11.97,111910,1800.4033203125,228,1.0,0.001,0.00042332353768870234,-5.960464477539062e-07,0.05636364594101906,,
29440,-40.05430807,230,0,11.68,112198,1970.6267211914062,229,1.0,0.001,0.00043150081182830036,-1.0728836059570312e-06,0.05814915895462036,,
29568,-40.055663499999994,231,0,12.16,112476,1022.2459899902344,230,1.0,0.001,0.0004574917838908732,8.344650268554688e-07,0.05641890689730644,,
29696,,,,,,1423.833447265625,231,1.0,0.001,0.00043178937630727887,-1.430511474609375e-06,0.06144385039806366,-180.8402612,397.2
29696,-39.21035242000001,232,0,11.64,113660,,,,,,,,,
29824,-37.9924459,233,0,11.51,113930,1525.2954833984375,232,1.0,0.001,0.0004385635838843882,-1.430511474609375e-06,0.05589163303375244,,
29952,-38.487379970000006,234,0,11.58,114193,1773.7656860351562,233,1.0,0.001,0.00042955909157171845,-9.5367431640625e-07,0.05601779371500015,,
30080,-38.5160049,235,0,10.9,114460,1511.3956420898437,234,1.0,0.001,0.0004191832267679274,-7.152557373046875e-07,0.05517135187983513,,
30208,,,,,,1571.7084594726562,235,1.0,0.001,0.00041681501897983253,-1.6689300537109375e-06,0.05751292407512665,-181.025046,397.6
30208,-35.32322584,236,0,10.54,115638,,,,,,,,,
30336,-34.36176835,237,0,10.3,115899,1740.9775268554688,236,1.0,0.001,0.0004200096009299159,-1.1920928955078125e-06,0.061431221663951874,,
30464,-35.73525283,238,0,10.36,116181,1751.537451171875,237,1.0,0.001,0.00045426777796819806,-2.0265579223632812e-06,0.06045609712600708,,
30592,-35.379121260000005,239,0,9.83,116459,1341.0988525390626,238,1.0,0.001,0.0004100786754861474,-1.6689300537109375e-06,0.05696915462613106,,
30720,,,,,,1192.1593872070312,239,1.0,0.001,0.00042801062227226794,-2.2649765014648438e-06,0.06109166145324707,-180.81694159999998,397.8
30720,-35.85072406,240,0,9.72,117649,,,,,,,,,
30848,-38.593941349999994,241,0,10.06,117918,1352.5529052734375,240,1.0,0.001,0.00039585126796737313,-1.3113021850585938e-06,0.05587691813707352,,
30976,-37.693304839999996,242,0,9.7,118194,1409.6558227539062,241,1.0,0.001,0.0004532025195658207,-7.152557373046875e-07,0.05689477175474167,,
31104,-37.960301429999994,243,0,9.67,118482,1418.942578125,242,1.0,0.001,0.0004184569697827101,-1.430511474609375e-06,0.05712264031171799,,
31232,,,,,,920.3341186523437,243,1.0,0.001,0.00047843012725934386,1.7881393432617188e-07,0.056730203330516815,-180.9173452,397.2
31232,-39.257373789999995,244,0,10.28,119670,,,,,,,,,
31360,-40.618946019999996,245,0,11.13,119935,890.8658630371094,244,1.0,0.001,0.0004329016082920134,-4.76837158203125e-07,0.05769827961921692,,
31488,-42.14392949,246,0,11.42,120220,1065.7221801757812,245,1.0,0.001,0.00042352889431640506,-2.6226043701171875e-06,0.058913759887218475,,
31616,-41.28104748999999,247,0,11.13,120503,1248.11630859375,246,1.0,0.001,0.0004980189842171967,-7.152557373046875e-07,0.060844674706459045,,
31744,,,,,,1229.4114135742188,247,1.0,0.001,0.00042138935532420874,-9.5367431640625e-07,0.05761314183473587,-181.059231,398.2
31744,-41.20516514,248,0,11.62,121683,,,,,,,,,
31872,-37.37162215,249,0,10.78,121963,1220.1413452148438,248,1.0,0.001,0.0004127505817450583,-1.0728836059570312e-06,0.062402382493019104,,
32000,-35.72936222999999,250,0,10.83,122218,1623.849462890625,249,1.0,0.001,0.0004316726990509778,-1.3113021850585938e-06,0.05657850205898285,,
32128,-34.45439721,251,0,10.56,122497,1171.3648193359375,250,1.0,0.001,0.00040127229294739664,-1.0728836059570312e-06,0.055516768246889114,,
32256,,,,,,1100.2542236328125,251,1.0,0.001,0.0004299699212424457,-3.5762786865234375e-07,0.05797260254621506,-180.84533340000002,396.6
32256,-34.340230610000006,252,0,10.23,123663,,,,,,,,,
32384,-32.44456984,253,0,9.65,123951,975.5727722167969,252,1.0,0.001,0.0004250757920090109,-2.6226043701171875e-06,0.059289511293172836,,
32512,-30.45334496,254,0,9.61,124203,902.7418090820313,253,1.0,0.001,0.0004251016362104565,-1.430511474609375e-06,0.05478176847100258,,
32640,-30.5048078,255,0,9.17,124463,1163.790478515625,254,1.0,0.001,0.0004355729906819761,-9.5367431640625e-07,0.05622170865535736,,
32768,,,,,,547.554833984375,255,1.0,0.001,0.0004729359061457217,-1.1682510375976562e-05,0.05678684264421463,-177.54215440000002,385.4
32768,-30.36403266,256,0,10.01,125620,,,,,,,,,
32896,-31.376247229999993,257,0,10.79,125894,734.5025146484375,256,1.0,0.001,0.00047845521476119757,0.00019466876983642578,0.06147690862417221,,
33024,-31.340270669999995,258,0,10.54,126170,969.6186950683593,257,1.0,0.001,0.00040146801620721817,-3.5762786865234375e-07,0.05407802015542984,,
33152,-30.01798666,259,0,10.52,126428,1105.3120239257812,258,1.0,0.001,0.00040031055686995387,-2.86102294921875e-06,0.05581802502274513,,
33280,,,,,,781.0850646972656,259,1.0,0.001,0.0004210562910884619,-0.0006759166717529297,0.0600958988070488,-178.90159559999998,394.0
33280,-28.41887629,260,0,10.49,127599,,,,,,,,,
33408,-28.751116140000004,261,0,10.02,127871,1014.4061706542968,260,1.0,0.001,0.00041442818474024534,4.00543212890625e-05,0.05872807279229164,,
33536,-27.610549429999995,262,0,9.65,128143,628.8673400878906,261,1.0,0.001,0.000374254013877362,-1.7762184143066406e-05,0.05677292123436928,,
33664,-26.94246581,263,0,8.21,128410,456.41407470703126,262,1.0,0.001,0.00040294142672792077,0.001123189926147461,0.055300287902355194,,
33792,,,,,,334.7139373779297,263,1.0,0.001,0.000386029074434191,-0.0019965171813964844,0.056246619671583176,-179.3013554,391.6
33792,-26.542338989999994,264,0,7.96,129591,,,,,,,,,
33920,-27.018009900000006,265,0,7.98,129860,204.99826049804688,264,1.0,0.001,0.00047587064909748733,0.03933870792388916,0.059788525104522705,,
34048,-27.49820477,266,0,8.2,130158,145.11268768310546,265,1.0,0.001,0.0004127988067921251,0.017624616622924805,0.05743887647986412,,
34176,-27.975466649999994,267,0,8.37,130423,195.37305603027343,266,1.0,0.001,0.0004060462233610451,0.009935319423675537,0.05765259638428688,,
34304,,,,,,354.58290100097656,267,1.0,0.001,0.0004294881073292345,0.01175534725189209,0.05549265816807747,-147.2699114,304.8
34304,-27.720942040000004,268,0,8.21,131603,,,,,,,,,
34432,-28.0118708,269,0,10.0,131885,94.69706268310547,268,1.0,0.001,0.0004510280559770763,-0.004848003387451172,0.05911514163017273,,
34560,-27.22288064,270,0,9.84,132135,118.86991653442382,269,1.0,0.001,0.00041892495937645435,0.0043503642082214355,0.05936722457408905,,
34688,-28.258183529999997,271,0,10.92,132412,234.78571472167968,270,1.0,0.001,0.000430988147854805,0.0017464756965637207,0.06339295208454132,,
34816,,,,,,158.7445266723633,271,1.0,0.001,0.00046346825547516346,0.01228553056716919,0.055246319621801376,-180.9604846,397.8
34816,-27.639183090000003,272,0,11.02,133653,,,,,,,,,
34944,-27.63270651,273,0,11.79,133932,185.85481719970704,272,1.0,0.001,0.0004759597941301763,-0.0022139549255371094,0.05466502904891968,,
35072,-27.556967480000004,274,0,11.93,134211,227.8011703491211,273,1.0,0.001,0.0004202091949991882,0.018303096294403076,0.057968150824308395,,
35200,-27.31229327,275,0,11.73,134465,278.7444549560547,274,1.0,0.001,0.00041617860551923513,0.005915343761444092,0.05921420082449913,,
35328,,,,,,191.0823013305664,275,1.0,0.001,0.00045285667874850333,0.0150681734085083,0.056792616844177246,-180.9344148,208.0
35328,-26.996244400000002,276,0,11.69,135563,,,,,,,,,
35456,-26.06775095,277,0,11.09,135837,122.10702285766601,276,1.0,0.001,0.0004122477548662573,0.05880892276763916,0.05592295527458191,,
35584,-25.406758600000003,278,0,10.6,136125,169.14182739257814,277,1.0,0.001,0.00048174220137298107,0.007120847702026367,0.05583909898996353,,
35712,-25.84453552,279,0,10.05,136403,167.56053619384767,278,1.0,0.001,0.00040028360672295094,0.0755273699760437,0.05506683513522148,,
35840,,,,,,234.67467346191407,279,1.0,0.001,0.00041876270552165806,0.02952265739440918,0.058134958148002625,-81.1006436,26.4
35840,-25.464352420000004,280,0,9.59,137032,,,,,,,,,
35968,-25.4509547,281,0,10.03,137298,112.8126106262207,280,1.0,0.001,0.00046305579598993063,-0.009410977363586426,0.053298573940992355,,
36096,-25.15897722,282,0,10.06,137593,204.5721420288086,281,1.0,0.001,0.0004308123607188463,0.026012718677520752,0.05638517439365387,,
36224,-25.65931179,283,0,11.05,137877,89.63268966674805,282,1.0,0.001,0.0005227848887443542,-0.03593719005584717,0.057801708579063416,,
36352,,,,,,99.34256439208984,283,1.0,0.001,0.0004868370306212455,0.007112085819244385,0.056379273533821106,-85.37689860000002,28.2
36352,-25.27787977,284,0,10.99,138520,,,,,,,,,
36480,-26.35161403,285,0,12.47,138778,187.93035888671875,284,1.0,0.001,0.0004271364596206695,0.006840229034423828,0.05873414874076843,,
36608,-25.76213998,286,0,12.07,139045,158.9672424316406,285,1.0,0.001,0.0004497836052905768,0.037556350231170654,0.06012531742453575,,
36736,-25.48682539,287,0,11.91,139312,106.43834228515625,286,1.0,0.001,0.00046130764530971646,0.007100939750671387,0.05708353966474533,,
36864,,,,,,64.77765884399415,287,1.0,0.001,0.00039718556217849255,0.03931546211242676,0.060220155864953995,-147.02556620000001,55.0
36864,-25.198692530000002,288,0,12.52,140221,,,,,,,,,
36992,-23.06605829,289,0,11.77,140501,164.41648712158204,288,1.0,0.001,0.00045713764848187566,0.009392976760864258,0.05741618573665619,,
37120,-21.588463679999997,290,0,10.92,140735,128.019539642334,289,1.0,0.001,0.0004152216424699873,0.014354348182678223,0.05357082933187485,,
37248,-21.239993870000003,291,0,11.14,141019,93.22230606079101,290,1.0,0.001,0.00045021806727163494,0.004591643810272217,0.05749369412660599,,
37376,,,,,,120.42648086547851,291,1.0,0.001,0.0004703621380031109,0.0024674534797668457,0.05551070347428322,-182.4652558,68.0
37376,-19.3733564,292,0,10.05,142101,,,,,,,,,
37504,-18.47819121,293,0,9.38,142358,129.77322235107422,292,1.0,0.001,0.0005150686483830214,-0.021796584129333496,0.056398265063762665,,
37632,-18.84064879,294,0,10.05,142621,100.19981231689454,293,1.0,0.001,0.0004641902633011341,0.021254539489746094,0.06075796112418175,,
37760,-18.77191893,295,0,8.89,142890,114.05683288574218,294,1.0,0.001,0.0004188477760180831,0.025792956352233887,0.059541575610637665,,
37888,,,,,,178.20357360839844,295,1.0,0.001,0.00045854796189814806,-0.0005185604095458984,0.055428002029657364,-20.9905342,20.6
37888,-19.01042022,296,0,9.14,143398,,,,,,,,,
38016,-20.33876124,297,0,10.21,143653,69.88804931640625,296,1.0,0.001,0.0004395921714603901,-0.0017647743225097656,0.05140269547700882,,
38144,-19.348427379999997,298,0,9.04,143902,156.19464263916015,297,1.0,0.001,0.0004576665523927659,0.05943417549133301,0.057885002344846725,,
38272,-19.413646600000003,299,0,8.38,144184,112.67270126342774,298,1.0,0.001,0.000416816707001999,0.06736624240875244,0.05979139730334282,,
38400,,,,,,102.11769256591796,299,1.0,0.001,0.00040452126995660365,0.020400047302246094,0.05577882006764412,-14.191678999999999,6.0
38400,-18.84784838,300,0,7.56,144500,,,,,,,,,
38528,-18.77329723,301,0,8.42,144777,70.08273010253906,300,1.0,0.001,0.0004468896659091115,-0.006254792213439941,0.06152831017971039,,
38656,-17.757017190000003,302,0,7.96,145041,168.0063705444336,301,1.0,0.001,0.0004288693016860634,0.01912027597427368,0.055921487510204315,,
38784,-18.91313527,303,0,8.22,145328,59.11572532653808,302,1.0,0.001,0.0005165314651094377,-0.03926694393157959,0.05412860959768295,,
38912,,,,,,89.59794769287109,303,1.0,0.001,0.0004362283507362008,0.10411924123764038,0.05781913176178932,-27.7721136,16.8
38912,-19.6926586,304,0,8.72,145788,,,,,,,,,
39040,-20.602726280000002,305,0,9.04,146050,95.69651336669922,304,1.0,0.001,0.0004569538577925414,-0.0031735897064208984,0.056545548141002655,,
39168,-20.263202290000002,306,0,9.7,146312,99.36343078613281,305,1.0,0.001,0.0003582881181500852,0.09509193897247314,0.057482533156871796,,
39296,-20.090602540000003,307,0,10.58,146586,138.10570220947267,306,1.0,0.001,0.0004471127758733928,-0.025403141975402832,0.055788785219192505,,
39424,,,,,,92.05657272338867,307,1.0,0.001,0.00042609492084011436,0.14938896894454956,0.05800072103738785,-18.534553199999998,15.2
39424,-19.81992387,308,0,10.63,147067,,,,,,,,,
39552,-19.76839898,309,0,10.4,147336,67.57135696411133,308,1.0,0.001,0.0004953572060912848,-0.020403146743774414,0.057326413691043854,,
39680,-18.34252611,310,0,9.28,147595,72.40210189819337,309,1.0,0.001,0.00047876217286102474,-0.011266827583312988,0.05432813987135887,,
39808,-18.416953279999994,311,0,9.4,147875,101.9598014831543,310,1.0,0.001,0.00039239422767423093,0.05198371410369873,0.058650679886341095,,
39936,,,,,,100.22495193481446,311,1.0,0.001,0.0004124410916119814,0.049143314361572266,0.05992226302623749,-37.3188092,17.8
39936,-17.85916174,312,0,8.69,148352,,,,,,,,,
40064,-17.451404619999998,313,0,7.37,148627,84.09847259521484,312,1.0,0.001,0.000390377186704427,0.08024340867996216,0.05894199013710022,,
