train/value_loss,time/total_timesteps,train/n_updates,train/learning_rate,eval/mean_reward,train/entropy_loss,train/explained_variance,train/policy_loss,eval/mean_ep_length,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed
7897.28857421875,512,3,0.0007,-372.1072436,-10.337284088134766,0.0001195669174194336,-749.312255859375,44.4,,,,,
14502.052734375,1024,7,0.0007,-203.2060516,-10.306293487548828,-0.00014710426330566406,-1049.866943359375,43.2,,,,,
8716.8291015625,1536,11,0.0007,-216.1708294,-10.265594482421875,3.927946090698242e-05,-752.4119873046875,400.0,,,,,
6494.091796875,2048,15,0.0007,-181.7501444,-10.181587219238281,-0.00011861324310302734,-707.5303344726562,400.0,,,,,
8196.07421875,2560,19,0.0007,-242.71113880000001,-10.199470520019531,-0.00010514259338378906,-779.0130615234375,40.0,,,,,
7352.494140625,3072,23,0.0007,-241.52106000000003,-10.133191108703613,-5.066394805908203e-05,-666.3157348632812,396.0,,,,,
5177.8330078125,3584,27,0.0007,-181.9293616,-10.168570518493652,-0.00010263919830322266,-574.593505859375,57.0,,,,,
7211.25439453125,4096,31,0.0007,-180.92063860000002,-10.109519004821777,-5.1856040954589844e-05,-697.286865234375,400.0,,,,,
7147.84326171875,4608,35,0.0007,-180.553026,-10.032455444335938,-4.088878631591797e-05,-698.4024047851562,400.0,,,,,
5804.1796875,5120,39,0.0007,-180.9772922,-9.878403663635254,-7.700920104980469e-05,-613.5115966796875,80.0,,,,,
6690.89501953125,5632,43,0.0007,-180.83528900000002,-9.711212158203125,-3.039836883544922e-05,-581.6044921875,80.0,,,,,
6418.3916015625,6144,47,0.0007,-181.142865,-9.717780113220215,-2.1576881408691406e-05,-591.6533203125,80.0,,,,,
2620.48779296875,6656,51,0.0007,-181.07614900000004,-9.436070442199707,3.796815872192383e-05,-398.25469970703125,80.0,,,,,
1729.414794921875,7168,55,0.0007,-181.137535,-9.219202041625977,-0.0001093149185180664,-246.49481201171875,80.0,,,,,
464.67913818359375,7680,59,0.0007,-181.0955986,-9.024909019470215,-0.00014412403106689453,-107.18576049804688,80.0,,,,,
264.3212585449219,8192,63,0.0007,-181.10282800000002,-7.914452075958252,-0.0002614259719848633,-39.096195220947266,80.0,,,,,
189.27748107910156,8704,67,0.0007,-180.97935580000004,-6.41112756729126,-0.0002709627151489258,-25.462392807006836,80.0,,,,,
83.7642822265625,9216,71,0.0007,-181.11851859999996,-5.369358539581299,-1.2993812561035156e-05,13.201065063476562,80.0,,,,,
92.98860168457031,9728,75,0.0007,-180.8872164,-5.1678290367126465,0.00015211105346679688,14.629735946655273,80.0,,,,,
77.93850708007812,10240,79,0.0007,-180.7530418,-4.874851226806641,0.0005473494529724121,12.373777389526367,100.0,,,,,
66.48487854003906,10752,83,0.0007,-180.88925160000002,-4.732705116271973,0.0013517141342163086,10.077333450317383,100.0,,,,,
60.84374237060547,11264,87,0.0007,-181.4170838,-4.558379173278809,0.0018186569213867188,13.519115447998047,100.0,,,,,
64.29264831542969,11776,91,0.0007,-181.20968319999997,-4.420322418212891,0.010012447834014893,9.959648132324219,100.0,,,,,
52.16281509399414,12288,95,0.0007,-181.00950600000004,-4.33443546295166,0.07611876726150513,4.058745861053467,100.0,,,,,
41.31928634643555,12800,99,0.0007,-180.6478936,-3.9199531078338623,0.1536962389945984,-2.536658763885498,100.0,,,,,
