train/adaptive_beta,time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/loss,train/value_loss,train/clip_fraction,train/entropy_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
0.45125,13440,-270.89950024999996,105,0,51.93,47092,1040,0.0003,-0.03593864962458611,1.1324882507324219e-06,0.2,1800.0887451171875,3300.7133911132814,0.015625,-10.27765712738037,0.0075174533,,
0.45125,13568,-269.41272729,106,0,51.63,47367,1050,0.0003,-0.03708939934149384,-2.1457672119140625e-06,0.2,1399.036865234375,3000.7015380859375,0.02265625,-10.264677333831788,0.0073995646,,
0.45125,13696,-267.87913087,107,0,51.48,47622,1060,0.0003,-0.03923377469182014,-7.152557373046875e-07,0.2,1316.5125732421875,2735.991943359375,0.0421875,-10.281218671798706,0.0104648825,,
0.45125,13824,,,,,,1070,0.0003,-0.029611409083008765,-5.960464477539062e-07,0.2,1798.3905029296875,3908.989538574219,0.0140625,-10.286683511734008,0.0056315246,-179.977239,199.6
0.45125,13824,-271.76314185,108,0,52.03,48742,,,,,,,,,,,,
0.45125,13952,-275.52123101,109,0,52.53,49048,1080,0.0003,-0.03705955808982253,-7.152557373046875e-07,0.2,1439.4091796875,3034.107141113281,0.03046875,-10.28346209526062,0.008531274,,
0.45125,14080,-264.03873088,110,0,50.44,49329,1090,0.0003,-0.03719373038038611,-7.152557373046875e-07,0.2,969.992431640625,1992.0652099609374,0.0265625,-10.272056913375854,0.0081396345,,
0.45125,14208,-262.75507037000006,111,0,50.0,49595,1100,0.0003,-0.0523864358663559,-1.7881393432617188e-06,0.2,1112.8096923828125,2557.26357421875,0.07578125,-10.280283164978027,0.015077041,,
0.45125,14336,,,,,,1110,0.0003,-0.05685555357486009,-2.384185791015625e-07,0.2,1143.2347412109375,2339.8564514160157,0.11484375,-10.281124067306518,0.02008196,-180.96194619999997,58.2
0.45125,14336,-263.7644634,112,0,50.31,50663,,,,,,,,,,,,
0.45125,14464,-262.69168412,113,0,50.13,50921,1120,0.0003,-0.061759082786738875,-9.5367431640625e-07,0.2,732.2886962890625,1395.7148010253907,0.140625,-10.266541290283204,0.021725096,,
0.45125,14592,-266.83952837,114,0,50.69,51195,1130,0.0003,-0.03351015355437994,-1.7881393432617188e-06,0.2,1600.2301025390625,3042.7130126953125,0.05625,-10.28280062675476,0.010556423,,
0.45125,14720,-269.12374949,115,0,51.01,51462,1140,0.0003,-0.03833017852157354,-9.5367431640625e-07,0.2,1006.201416015625,2186.1313354492186,0.03515625,-10.295220136642456,0.008942142,,
0.45125,14848,,,,,,1150,0.0003,-0.04294930407777429,1.1920928955078125e-07,0.2,1229.6649169921875,2427.0050659179688,0.04375,-10.300093603134155,0.011966638,-165.95989619999997,58.0
0.45125,14848,-268.91244498000003,116,0,51.12,52582,,,,,,,,,,,,
0.45125,14976,-266.4590097000001,117,0,50.55,52825,1160,0.0003,-0.034786275727674364,-1.1920928955078125e-06,0.2,1630.8486328125,3424.0274291992187,0.0171875,-10.288272380828857,0.006973954,,
0.42868749999999994,15104,-265.12542124,118,0,50.51,53093,1170,0.0003,-0.04489102372899652,-1.0728836059570312e-06,0.2,725.4031372070312,1781.2684631347656,0.06796875,-10.291299057006835,0.014261246,,
