time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/kl_divergence_loss,train/policy_objective,train/n_updates,train/learning_rate,train/value_loss,train/explained_variance,train/is_line_search_success,eval/mean_ep_length,eval/mean_reward
52601,22400,0,-7.872482819999999,32.47,175,0.012663166970014572,0.0035984674468636513,174,0.001,0.619240790605545,0.9551875926554203,1.0,,
,22528,,,,,0.010135607793927193,0.0030334889888763428,175,0.001,0.7335038721561432,0.9591066911816597,1.0,400.0,-132.90370319999997
53570,22528,0,-7.872482819999999,32.47,176,,,,,,,,,
53628,22656,0,-7.872482819999999,32.47,177,0.06948699057102203,0.007376551628112793,176,0.001,0.8372182786464691,0.951954260468483,1.0,,
53687,22784,0,-7.872482819999999,32.47,178,0.08480547368526459,0.02717745490372181,177,0.001,0.8745886087417603,0.943527452647686,1.0,,
53746,22912,0,-7.872482819999999,32.47,179,0.06688343733549118,0.01986507512629032,178,0.001,0.7793348014354706,0.9208573773503304,1.0,,
,23040,,,,,0.021002832800149918,0.014469966292381287,179,0.001,0.5080301612615585,0.7899603396654129,1.0,400.0,-33.381530600000005
54715,23040,0,-7.872482819999999,32.47,180,,,,,,,,,
54774,23168,0,-7.872482819999999,32.47,181,0.07221069186925888,0.040350936353206635,180,0.001,0.19635887444019318,0.9515888169407845,1.0,,
54832,23296,0,-8.005393719999999,36.42,182,0.08817905187606812,0.0955108106136322,181,0.001,0.20045016705989838,0.9376733489334583,1.0,,
54891,23424,0,-8.61640824,44.21,183,0.093143031001091,0.19123347103595734,182,0.001,4.803031921386719,0.34036052227020264,1.0,,
,23552,,,,,0.06329257041215897,0.00795634277164936,183,0.001,7.329689836502075,0.4402232766151428,1.0,325.6,-19.446313
55690,23552,0,-8.60413292,44.71,184,,,,,,,,,
55748,23680,0,-8.9334707,49.15,185,0.04073509946465492,0.007333689369261265,184,0.001,7.135599613189697,0.06918489933013916,1.0,,
55807,23808,0,-9.00939861,50.3,186,0.05882296338677406,0.02210535854101181,185,0.001,5.886645078659058,0.3888731002807617,1.0,,
55865,23936,0,-9.08758465,50.89,187,0.05796218663454056,0.09589467197656631,186,0.001,2.6746991872787476,0.595017671585083,1.0,,
,24064,,,,,0.0946207046508789,0.06959722936153412,187,0.001,2.121259319782257,0.43423765897750854,1.0,9.6,-5.485448400000001
55946,24064,0,-9.268225869999998,53.21,188,,,,,,,,,
56005,24192,0,-9.18708863,53.49,189,0.05404847860336304,0.07495446503162384,188,0.001,1.5099473118782043,0.5823110640048981,1.0,,
56064,24320,0,-9.195886999999999,53.76,190,0.02227385714650154,0.03996451944112778,189,0.001,1.0260517001152039,0.770677000284195,1.0,,
56123,24448,0,-9.04522731,54.25,191,0.026783347129821777,0.049213334918022156,190,0.001,0.4339658886194229,0.8977521508932114,1.0,,
,24576,,,,,0.05834873020648956,0.03957261145114899,191,0.001,0.43151246905326845,0.8385857939720154,1.0,89.6,-7.6232973999999984
56387,24576,0,-9.05270458,54.71,192,,,,,,,,,
56445,24704,0,-9.035553310000001,55.38,193,0.07321237027645111,0.08934315294027328,192,0.001,0.33913469314575195,0.9085135459899902,1.0,,
56504,24832,0,-9.01368477,55.75,194,0.010710125789046288,0.04305754601955414,193,0.001,0.30844190418720246,0.944677859544754,1.0,,
56562,24960,0,-8.72296189,50.79,195,0.02904917299747467,0.029236890375614166,194,0.001,0.2693534314632416,0.8944290801882744,1.0,,
,25088,,,,,0.08804221451282501,0.1819046139717102,195,0.001,0.37227399945259093,0.8326596915721893,1.0,168.6,-8.830464800000001
57008,25088,0,-8.132447079999999,42.67,196,,,,,,,,,
57067,25216,0,-8.132447079999999,42.67,197,0.033444710075855255,0.0580526739358902,196,0.001,0.5469653844833374,0.819778099656105,1.0,,
57125,25344,0,-8.132447079999999,42.67,198,0.04545852541923523,0.010687142610549927,197,0.001,0.33293105810880663,0.7432228326797485,1.0,,
57184,25472,0,-8.132447079999999,42.67,199,0.008884294889867306,0.01183759793639183,198,0.001,0.1381758153438568,0.027734577655792236,1.0,,
,25600,,,,,0.018041862174868584,0.011286955326795578,199,0.001,0.23170338273048402,0.028430461883544922,1.0,16.2,-5.0137844
57279,25600,0,-8.132447079999999,42.67,200,,,,,,,,,
57338,25728,0,-8.132447079999999,42.67,201,0.0244861152023077,0.04394712671637535,200,0.001,0.4157334953546524,0.012237012386322021,1.0,,
57397,25856,0,-8.132447079999999,42.67,202,0.0048911734484136105,0.0006498470902442932,201,0.001,0.1368096262216568,0.16650742292404175,1.0,,
57456,25984,0,-8.132447079999999,42.67,203,0.006387794855982065,0.022877782583236694,202,0.001,0.10350634455680847,0.0014740228652954102,1.0,,
,26112,,,,,0.0,1.4901161193847656e-08,203,0.001,0.04045034218579531,2.86102294921875e-06,0.0,400.0,-181.0139694
58426,26112,0,-8.132447079999999,42.67,204,,,,,,,,,
58484,26240,0,-8.132447079999999,42.67,205,0.0027556964196264744,0.015065203420817852,204,0.001,0.07011107839643956,8.404254913330078e-06,1.0,,
58543,26368,0,-8.264749920000002,43.22,206,0.03341655433177948,3.3713877201080322e-06,205,0.001,0.040798995457589624,-2.7298927307128906e-05,1.0,,
58603,26496,0,-8.264749920000002,43.22,207,0.06302030384540558,0.011615300551056862,206,0.001,2.7902576208114622,0.5309298932552338,1.0,,
,26624,,,,,0.05466213822364807,0.07205724716186523,207,0.001,3.924327087402344,0.6233908236026764,1.0,400.0,-180.8341246
59576,26624,0,-8.39852777,46.96,208,,,,,,,,,
59639,26752,0,-7.3397711800000005,47.98,209,0.06359726190567017,0.05466929450631142,208,0.001,4.543202257156372,0.6129951179027557,1.0,,
59706,26880,0,-7.19898092,41.5,210,0.07081309705972672,0.14430274069309235,209,0.001,10.363854026794433,0.5500500202178955,1.0,,
59769,27008,0,-6.970649150000001,38.18,211,0.06823177635669708,0.2107592672109604,210,0.001,4.6363733291625975,0.5284457206726074,1.0,,
,27136,,,,,0.08602052181959152,0.10103586316108704,211,0.001,2.3990221500396727,0.5943908393383026,1.0,15.8,-5.740748
59875,27136,0,-6.7233121,34.56,212,,,,,,,,,
59947,27264,0,-6.63429409,32.56,213,0.04238209128379822,0.07822168618440628,212,0.001,4.627864837646484,0.7297283411026001,1.0,,
60028,27392,0,-6.698337969999998,32.04,214,0.09937825798988342,0.11683463305234909,213,0.001,1.064762032032013,0.6847377419471741,1.0,,
60110,27520,0,-6.790847849999999,32.2,215,0.0678359642624855,0.06780928373336792,214,0.001,1.1072250962257386,0.6159389615058899,1.0,,
,27648,,,,,0.08290181308984756,0.08440913259983063,215,0.001,1.031218945980072,0.7971943467855453,1.0,11.2,-5.5799812
60220,27648,0,-6.97659692,31.73,216,,,,,,,,,
60302,27776,0,-7.17967674,31.34,217,0.05274352431297302,0.017801642417907715,216,0.001,0.9454135954380035,0.7445060908794403,1.0,,
60384,27904,0,-7.352421379999999,30.53,218,0.024333501234650612,0.0002046450972557068,217,0.001,0.7006327033042907,0.8389507681131363,1.0,,
60473,28032,0,-6.5852292,12.81,219,0.08073055744171143,0.13316838443279266,218,0.001,0.7178441524505615,0.840637132525444,1.0,,
,28160,,,,,0.06924855709075928,0.09185899794101715,219,0.001,0.8144870519638061,0.8590166121721268,1.0,6.8,-5.4945858
60589,28160,0,-6.45531301,10.02,220,,,,,,,,,
60668,28288,0,-6.45970265,10.13,221,0.05749785900115967,0.1117495447397232,220,0.001,0.5366308748722076,0.9133500680327415,1.0,,
60750,28416,0,-6.44746496,10.25,222,0.08074630796909332,0.32029181718826294,221,0.001,0.4134019672870636,0.8305607587099075,1.0,,
60833,28544,0,-6.50001491,11.7,223,0.03752100467681885,0.012630974873900414,222,0.001,0.7313264608383179,0.6703386604785919,1.0,,
,28672,,,,,0.055051252245903015,0.061174891889095306,223,0.001,0.513615483045578,0.8968322202563286,1.0,400.0,-42.21261560000001
61828,28672,0,-6.486124399999999,11.27,224,,,,,,,,,
61911,28800,0,-6.416022399999999,11.35,225,0.02851438894867897,0.0398026704788208,224,0.001,0.42443509101867677,0.8702532649040222,1.0,,
61993,28928,0,-6.348946119999999,11.44,226,0.0538288950920105,0.09994228929281235,225,0.001,0.3529292106628418,0.86650051176548,1.0,,
62073,29056,0,-6.374815330000001,11.65,227,0.06892316788434982,0.08172013610601425,226,0.001,0.6839281260967255,0.7399263083934784,1.0,,
,29184,,,,,0.03808743879199028,0.04740495607256889,227,0.001,0.3700717568397522,0.8229173868894577,1.0,323.2,-16.940254399999997
62885,29184,0,-6.3973904500000005,11.85,228,,,,,,,,,
62955,29312,0,-6.350817619999999,11.92,229,0.053659070283174515,0.09167398512363434,228,0.001,0.5097797811031342,0.5692454278469086,1.0,,
63019,29440,0,-6.350817619999999,11.92,230,0.07544862478971481,0.35497167706489563,229,0.001,0.4613988220691681,0.653317779302597,1.0,,
63082,29568,0,-6.350817619999999,11.92,231,0.08781557530164719,0.025445476174354553,230,0.001,0.07549168989062309,0.0009468197822570801,1.0,,
,29696,,,,,0.020147103816270828,0.03610412776470184,231,0.001,0.11135591119527817,1.4603137969970703e-05,1.0,400.0,-42.117467399999995
64059,29696,0,-6.639213949999999,17.65,232,,,,,,,,,
64120,29824,0,-6.62225295,17.98,233,0.08558563888072968,0.10218901932239532,232,0.001,0.8313540935516357,0.17745280265808105,1.0,,
64183,29952,0,-6.623868740000001,18.26,234,0.08071567863225937,0.015676729381084442,233,0.001,0.9788205742835998,0.6153403222560883,1.0,,
64245,30080,0,-6.595423110000001,18.67,235,0.03508954867720604,0.06491059064865112,234,0.001,0.776447719335556,0.6811186969280243,1.0,,
,30208,,,,,0.09171205759048462,0.05387405678629875,235,0.001,1.4234830260276794,0.5766702592372894,1.0,400.0,-21.899741
65220,30208,0,-6.7049477400000015,21.85,236,,,,,,,,,
65280,30336,0,-6.8405273499999995,24.77,237,0.058028444647789,0.08979272842407227,236,0.001,1.5200546622276305,0.7403236329555511,1.0,,
65339,30464,0,-6.81060486,25.18,238,0.08800728619098663,0.0019294172525405884,237,0.001,0.9111166536808014,0.873084545135498,1.0,,
65401,30592,0,-6.815242130000001,25.71,239,0.05377686396241188,0.02295154705643654,238,0.001,0.8135461628437042,0.725778192281723,1.0,,
,30720,,,,,0.07569804787635803,0.1441989243030548,239,0.001,0.872822493314743,0.8453603237867355,1.0,13.4,-5.370668
65493,30720,0,-6.82956037,26.19,240,,,,,,,,,
65553,30848,0,-6.842310920000002,26.75,241,0.0347745344042778,0.11065808683633804,240,0.001,0.6801611959934235,0.8864922001957893,1.0,,
65614,30976,0,-6.918113819999999,26.83,242,0.07761304080486298,0.291829377412796,241,0.001,0.42175585627555845,0.9415161050856113,1.0,,
65675,31104,0,-6.8798805,25.89,243,0.04051736742258072,0.11786270141601562,242,0.001,0.5097130686044693,0.8710678815841675,1.0,,
,31232,,,,,0.06762741506099701,0.30478352308273315,243,0.001,0.21702720522880553,0.952622901648283,1.0,173.0,-9.489868
66133,31232,0,-6.8677310799999995,26.05,244,,,,,,,,,
66198,31360,0,-6.86967209,25.94,245,0.044351063668727875,0.03362472355365753,244,0.001,0.16148329079151152,0.9476535581052303,1.0,,
66259,31488,0,-6.60619948,20.12,246,0.08039439469575882,0.09075858443975449,245,0.001,0.12839434444904327,0.971654636785388,1.0,,
66319,31616,0,-6.429237540000002,17.1,247,0.038224928081035614,0.03008447214961052,246,0.001,0.13595750629901887,0.975727116689086,1.0,,
,31744,,,,,0.04090489074587822,0.0669119656085968,247,0.001,0.213308285176754,0.9336963817477226,1.0,17.8,-5.4359758
66422,31744,0,-6.39959066,16.97,248,,,,,,,,,
66481,31872,0,-6.211077700000001,14.55,249,0.054449938237667084,0.862470269203186,248,0.001,0.11233888939023018,0.9569098986685276,1.0,,
66542,32000,0,-6.0107710800000005,14.19,250,0.045652128756046295,0.12059926986694336,249,0.001,0.15123367458581924,0.894722156226635,1.0,,
66603,32128,0,-5.9734976500000005,14.21,251,0.08225472271442413,0.17804299294948578,250,0.001,0.15741556733846665,0.6882935166358948,1.0,,
,32256,,,,,0.015679646283388138,0.05471178889274597,251,0.001,0.21354521065950394,0.8921735882759094,1.0,92.4,-7.3361312
66879,32256,0,-5.97878652,14.38,252,,,,,,,,,
66942,32384,0,-5.82479539,14.09,253,0.04355206713080406,0.05086745694279671,252,0.001,0.1399228274822235,0.8981320858001709,1.0,,
67008,32512,0,-5.639464319999999,13.61,254,0.05780705064535141,0.11619023978710175,253,0.001,0.157408644258976,0.882333368062973,1.0,,
67071,32640,0,-5.62526519,13.42,255,0.08607935905456543,0.06981252133846283,254,0.001,0.1567285880446434,0.8903113007545471,1.0,,
,32768,,,,,0.03203468769788742,0.11543972790241241,255,0.001,0.24763835072517396,0.8295826464891434,1.0,12.8,-5.9415156
67166,32768,0,-5.53508443,13.17,256,,,,,,,,,
67228,32896,0,-5.530406500000001,15.6,257,0.06405358761548996,0.020417921245098114,256,0.001,0.38415384888648985,0.7695972174406052,1.0,,
67290,33024,0,-5.618553459999999,19.05,258,0.04946213215589523,0.08884105086326599,257,0.001,0.1853867307305336,0.8869408592581749,1.0,,
67356,33152,0,-5.597269209999999,18.8,259,0.05897264555096626,0.05376237630844116,258,0.001,0.28054912984371183,0.9116842895746231,1.0,,
,33280,,,,,0.042152371257543564,0.094355009496212,259,0.001,0.2192323848605156,0.9433839470148087,1.0,12.2,-5.6563888
67452,33280,0,-5.652047759999999,18.63,260,,,,,,,,,
67519,33408,0,-5.56200686,17.87,261,0.038787588477134705,0.08552561700344086,260,0.001,0.26351928114891054,0.9282600283622742,1.0,,
67587,33536,0,-5.64340826,17.38,262,0.031178591772913933,0.09612181037664413,261,0.001,0.22693276405334473,0.9661555290222168,1.0,,
67656,33664,0,-5.67962069,16.91,263,0.053251203149557114,0.11381193995475769,262,0.001,0.13489430770277977,0.965383056551218,1.0,,
,33792,,,,,0.03523392230272293,1.3588826656341553,263,0.001,0.10376687496900558,0.9588663093745708,1.0,14.2,-5.755325600000001
67759,33792,0,-5.687325610000001,17.04,264,,,,,,,,,
67825,33920,0,-5.67552003,17.04,265,0.02066916413605213,0.057307980954647064,264,0.001,0.10660914033651352,0.9687779564410448,1.0,,
67890,34048,0,-5.53835219,14.19,266,0.07015080749988556,0.10269974172115326,265,0.001,0.09871738031506538,0.9562683179974556,1.0,,
67955,34176,0,-5.46256288,10.92,267,0.07080414146184921,0.00954759493470192,266,0.001,0.10905341804027557,0.9612417444586754,1.0,,
,34304,,,,,0.0829823762178421,0.1669110357761383,267,0.001,0.11899015530943871,0.9667184911668301,1.0,12.0,-4.8765187999999995
68049,34304,0,-5.2887658,10.79,268,,,,,,,,,
68114,34432,0,-5.19521901,10.8,269,0.04671354964375496,0.11850586533546448,268,0.001,0.10595856234431267,0.9719772394746542,1.0,,
68181,34560,0,-5.262636240000001,11.12,270,0.038429826498031616,0.16881000995635986,269,0.001,0.09633448645472527,0.9731434620916843,1.0,,
68291,34688,0,-5.252152309999999,11.25,271,0.06742577254772186,0.173062264919281,270,0.001,0.07483377456665039,0.9433128982782364,1.0,,
,34816,,,,,0.06480022519826889,0.10140116512775421,271,0.001,0.13141679242253304,0.9152146652340889,1.0,19.6,-5.0404434
68414,34816,0,-5.17853701,11.87,272,,,,,,,,,
68471,34944,0,-5.1785508799999995,12.31,273,0.023085055872797966,0.07499006390571594,272,0.001,0.1162717066705227,0.9356771782040596,1.0,,
68527,35072,0,-5.20968165,12.67,274,0.062324121594429016,0.09994614124298096,273,0.001,0.15126226991415023,0.9414937347173691,1.0,,
68595,35200,0,-5.20828482,12.79,275,0.029291678220033646,0.06996610015630722,274,0.001,0.10626021921634674,0.9469667747616768,1.0,,
,35328,,,,,0.021234525367617607,0.06943866610527039,275,0.001,0.09495319202542304,0.9604446068406105,1.0,17.0,-5.1774378
68691,35328,0,-5.224379279999999,13.2,276,,,,,,,,,
68750,35456,0,-5.224379279999999,13.2,277,0.09027847647666931,0.0264096949249506,276,0.001,0.1936377316713333,0.9109498560428619,1.0,,
68806,35584,0,-5.224379279999999,13.2,278,0.0942130833864212,0.07229100912809372,277,0.001,0.07063087671995164,0.9131366387009621,1.0,,
68863,35712,0,-5.224379279999999,13.2,279,0.01093169767409563,0.0007745996117591858,278,0.001,0.0593128951266408,-0.0009380578994750977,1.0,,
,35840,,,,,0.0022330074571073055,0.0037289857864379883,279,0.001,0.09639804027974605,-0.0008871555328369141,1.0,12.6,-5.665729600000001
68947,35840,0,-5.224379279999999,13.2,280,,,,,,,,,
69003,35968,0,-5.466167240000001,18.47,281,0.004148697480559349,0.005057919770479202,280,0.001,0.19595564529299736,0.0036755800247192383,1.0,,
69059,36096,0,-5.670790639999999,22.58,282,0.09238342195749283,0.06909223645925522,281,0.001,0.9563491344451904,0.5765425860881805,1.0,,
69115,36224,0,-5.756322500000001,22.74,283,0.059366513043642044,0.07002902776002884,282,0.001,0.5617046684026719,0.8128578364849091,1.0,,
,36352,,,,,0.03312245011329651,0.05014587566256523,283,0.001,0.3113033831119537,0.9348086416721344,1.0,12.0,-4.9247922
69200,36352,0,-5.912005119999999,23.08,284,,,,,,,,,
69256,36480,0,-5.9466811900000005,23.3,285,0.0644931048154831,0.13182491064071655,284,0.001,0.24649242758750917,0.9506409503519535,1.0,,
69314,36608,0,-6.019525529999999,23.55,286,0.03771217539906502,0.06680650264024734,285,0.001,0.30135558545589447,0.9094848483800888,1.0,,
69373,36736,0,-6.094322410000001,23.79,287,0.09460398554801941,0.024913407862186432,286,0.001,0.1497241422533989,0.9635168649256229,1.0,,
,36864,,,,,0.03877249360084534,0.062120020389556885,287,0.001,0.11598137468099594,0.9688825849443674,1.0,12.8,-5.564667999999999
69461,36864,0,-6.133398909999999,23.9,288,,,,,,,,,
69517,36992,0,-6.286080879999999,24.2,289,0.07755698263645172,0.09967492520809174,288,0.001,0.1349910765886307,0.9727362878620625,1.0,,
69573,37120,0,-6.3582214499999985,23.68,290,0.06311994791030884,0.07510191202163696,289,0.001,0.10958176329731942,0.9801905266940594,1.0,,
69629,37248,0,-6.37237726,23.55,291,0.030590973794460297,0.10335506498813629,290,0.001,0.12695610895752907,0.9797142893075943,1.0,,
,37376,,,,,0.08842047303915024,0.05234276130795479,291,0.001,0.06525208838284016,0.9857340753078461,1.0,14.8,-6.683743
69718,37376,0,-6.48489867,23.32,292,,,,,,,,,
69774,37504,0,-6.194785179999999,15.99,293,0.010901080444455147,0.03985033556818962,292,0.001,0.08422130346298218,0.9777645897120237,1.0,,
69831,37632,0,-5.97126621,14.07,294,0.03033127263188362,0.06196817010641098,293,0.001,0.06299220733344554,0.9853735081851482,1.0,,
69889,37760,0,-5.870665959999999,14.02,295,0.06961268186569214,0.18882742524147034,294,0.001,0.05088737942278385,0.9838456325232983,1.0,,
,37888,,,,,0.05187244340777397,0.1111672967672348,295,0.001,0.03270933609455824,0.9925313065759838,1.0,14.4,-6.0749122
69976,37888,0,-5.8523343300000015,13.96,296,,,,,,,,,
70032,38016,0,-5.8030725400000005,13.94,297,0.03503340855240822,0.07505034655332565,296,0.001,0.036701324954628946,0.9902627915143967,1.0,,
70088,38144,0,-5.8318415,14.04,298,0.04090917855501175,0.11331583559513092,297,0.001,0.04482163786888123,0.9908170392736793,1.0,,
70145,38272,0,-5.781645639999999,14.05,299,0.09061162918806076,0.08033911883831024,298,0.001,0.035048866830766204,0.9923399849794805,1.0,,
,38400,,,,,0.06849650293588638,0.11443279683589935,299,0.001,0.02505309395492077,0.9933345960453153,1.0,14.4,-5.631668799999999
70236,38400,0,-5.651722679999999,13.86,300,,,,,,,,,
70294,38528,0,-5.669227340000001,13.92,301,0.055574458092451096,0.0781196877360344,300,0.001,0.030553856492042543,0.9895008271560073,1.0,,
70353,38656,0,-5.66879509,13.92,302,0.0635291039943695,0.12277376651763916,301,0.001,0.04659132845699787,0.9858472067862749,1.0,,
70412,38784,0,-5.5391166499999995,13.75,303,0.04959830269217491,0.0647834837436676,302,0.001,0.028328153491020202,0.9933501058258116,1.0,,
,38912,,,,,0.05124862492084503,0.049939028918743134,303,0.001,0.03730534762144089,0.9897537641227245,1.0,15.4,-6.5468268
70508,38912,0,-5.54627125,13.77,304,,,,,,,,,
70566,39040,0,-5.55050618,13.87,305,0.03686850517988205,0.05564219132065773,304,0.001,0.07058134190738201,0.9777587186545134,1.0,,
70625,39168,0,-5.60972581,14.1,306,0.053183481097221375,0.04256356507539749,305,0.001,0.072716511413455,0.9597455561161041,1.0,,
70684,39296,0,-5.630241959999998,14.18,307,0.03782907873392105,0.055349528789520264,306,0.001,0.05891393385827541,0.9802947081625462,1.0,,
,39424,,,,,0.042316216975450516,0.039997126907110214,307,0.001,0.05685151256620884,0.9809092544019222,1.0,15.8,-6.2121604
70778,39424,0,-5.634567679999999,14.26,308,,,,,,,,,
70837,39552,0,-5.55478155,14.27,309,0.03176718205213547,0.05200180038809776,308,0.001,0.07725735902786254,0.9729926362633705,1.0,,
70896,39680,0,-5.580972320000001,14.4,310,0.07863941788673401,0.044429074972867966,309,0.001,0.06481073796749115,0.9711856823414564,1.0,,
70955,39808,0,-5.557895010000001,14.42,311,0.059005673974752426,0.09879866242408752,310,0.001,0.07491575330495834,0.9743106551468372,1.0,,
,39936,,,,,0.037433475255966187,0.03238464146852493,311,0.001,0.10818507745862008,0.9576137326657772,1.0,23.0,-6.2548848
71066,39936,0,-5.470423590000001,14.51,312,,,,,,,,,
71124,40064,0,-5.45434162,14.54,313,0.045168764889240265,0.008572354912757874,312,0.001,0.10301999598741532,0.9592362120747566,1.0,,
