algo,beta,split,mean_reward,std_reward,experiment,context
PPO_CNN,0.0,in_sample,-58.99824799999999,1.8187081241580523,single-cell-line,standard
PPO_CNN,0.0,out_of_sample,-59.774917549999984,1.3486444563489848,single-cell-line,"cell_lines=random, diffusions=random, drugs=random"
