time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/loss,train/value_loss,train/clip_fraction,train/entropy_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
9088,-34.78419711,71,0,17.22,29064,700,0.0003,-0.036788261495530605,0.25522011518478394,0.2,64.04346466064453,149.71587448120118,0.071875,-6.69083001613617,0.016757105,,
9216,,,,,,710,0.0003,-0.030025178380310536,0.298351526260376,0.2,93.47930145263672,184.05361862182616,0.06171875,-6.9411756753921505,0.012876535,-79.08741260000001,200.0
9216,-35.23748175,72,0,16.84,30082,,,,,,,,,,,,
9344,-34.01783759,73,0,15.79,30261,720,0.0003,-0.06326959002763033,0.470633327960968,0.2,43.441715240478516,79.78338775634765,0.17578125,-6.761838769912719,0.03283076,,
9472,-32.56628491,74,0,15.04,30418,730,0.0003,-0.06870246957987547,0.42578577995300293,0.2,59.202030181884766,118.32681274414062,0.23359375,-6.61825053691864,0.036624067,,
9600,-32.64110552,75,0,15.04,30588,740,0.0003,-0.05566773964092135,0.5708106160163879,0.2,15.76258373260498,39.94166374206543,0.20390625,-6.119357919692993,0.038158946,,
9728,,,,,,750,0.0003,-0.060516743641346696,0.5370023548603058,0.2,14.171682357788086,26.365940952301024,0.21640625,-5.819788408279419,0.038569734,-57.0194388,200.0
9728,-24.208022610000004,76,0,12.18,31601,,,,,,,,,,,,
9856,-22.341891179999998,77,0,11.24,31778,760,0.0003,-0.055254556611180304,0.6553918421268463,0.2,5.45367431640625,12.087454438209534,0.27734375,-5.492231607437134,0.029997438,,
9984,-20.747080199999996,78,0,10.44,31945,770,0.0003,-0.05676740473136306,0.4822837710380554,0.2,10.4633150100708,38.57162322998047,0.21171875,-5.550933527946472,0.044211753,,
10112,-16.939849739999996,79,0,8.95,32115,780,0.0003,-0.04791144225746393,0.5277272462844849,0.2,6.444235324859619,18.728285312652588,0.18203125,-4.978600668907165,0.0342909,,
10240,,,,,,790,0.0003,-0.06011212561279535,0.565563827753067,0.2,6.209359169006348,11.366055345535278,0.31796875,-4.589184975624084,0.05661026,-28.549325599999996,200.0
10240,-15.1736683,80,0,8.63,33112,,,,,,,,,,,,
10368,-13.399960560000002,81,0,7.98,33258,800,0.0003,-0.05620626611635089,0.7198879718780518,0.2,3.4640471935272217,6.64784529209137,0.278125,-4.514075875282288,0.05432233,,
10496,-11.778458930000001,82,0,7.48,33413,810,0.0003,-0.04743511974811554,0.6373516917228699,0.2,1.8067753314971924,4.809001195430755,0.26015625,-4.118452799320221,0.042929433,,
10624,-10.588032819999999,83,0,7.28,33560,820,0.0003,-0.046728749154135586,0.773139089345932,0.2,0.6768157482147217,2.55016433596611,0.21328125,-3.8020753264427185,0.04589091,,
10752,,,,,,830,0.0003,-0.06363101229071617,0.7356626689434052,0.2,2.0491819381713867,4.456209790706635,0.30546875,-3.554004156589508,0.0787949,-22.9558436,162.0
10752,-9.797787640000001,84,0,7.06,34380,,,,,,,,,,,,
10880,-8.9033883,85,0,6.81,34520,840,0.0003,-0.05734813157469034,0.7739951759576797,0.2,1.069504737854004,2.5030920028686525,0.22890625,-3.369600999355316,0.051526543,,
11008,-8.6533223,86,0,6.79,34655,850,0.0003,-0.047622202010825274,0.8707080632448196,0.2,0.39678555727005005,1.3034034281969071,0.2,-3.2781994938850403,0.03111879,,
11136,-8.33346049,87,0,6.77,34798,860,0.0003,-0.04867853224277496,0.5701557099819183,0.2,2.996643304824829,5.9297245144844055,0.26640625,-3.0261021137237547,0.04141561,,
11264,,,,,,870,0.0003,-0.048054091073572634,0.8319078236818314,0.2,0.43228960037231445,1.144594770669937,0.31875,-2.864219009876251,0.04643441,-4.7766486,14.2
11264,-8.16750119,88,0,7.05,34994,,,,,,,,,,,,
11392,-7.559227430000002,89,0,6.91,35144,880,0.0003,-0.03147797309793532,0.8770494163036346,0.2,0.3144584000110626,0.7174216359853745,0.19453125,-2.5491509079933166,0.017422399,,
11520,-7.452784830000001,90,0,6.85,35278,890,0.0003,-0.03114821631461382,0.8206284642219543,0.2,0.5867896676063538,1.454090654850006,0.18828125,-2.5268809318542482,0.032432042,,
11648,-7.296224509999999,91,0,7.63,35408,900,0.0003,-0.02422067876905203,0.6956631541252136,0.2,0.31046831607818604,0.9719448119401932,0.140625,-2.024953466653824,0.017833337,,
11776,,,,,,910,0.0003,-0.011642341269180179,0.7122786045074463,0.2,0.16230447590351105,0.7178871929645538,0.0984375,-1.6158454477787019,0.010485787,-10.1366826,46.2
11776,-6.77653369,92,0,7.86,35732,,,,,,,,,,,,
11904,-6.6484096599999996,93,0,7.94,35863,920,0.0003,-0.014917370257899165,0.8372754156589508,0.2,0.2395249903202057,0.677476842701435,0.12890625,-2.1612147748470307,0.014327917,,
12032,-6.489299399999998,94,0,7.83,35998,930,0.0003,-0.028043434862047432,0.8699106574058533,0.2,0.1870059370994568,0.6186981737613678,0.16640625,-2.3142071843147276,0.037503727,,
12160,-6.361885249999999,95,0,7.54,36141,940,0.0003,-0.03635893594473601,0.8722685724496841,0.2,0.3207337558269501,0.9391658186912537,0.20234375,-2.5580640912055967,0.023753889,,
12288,,,,,,950,0.0003,-0.033000182919204236,0.7857807129621506,0.2,0.777565062046051,1.5685819298028947,0.17734375,-2.2486154794692994,0.019613821,-7.5282476,43.4
12288,-6.290430909999999,96,0,6.55,36466,,,,,,,,,,,,
12416,-6.308292239999999,97,0,6.03,36587,960,0.0003,-0.018859452195465566,0.7854721546173096,0.2,0.49706435203552246,0.9662323236465454,0.0765625,-1.8719275712966919,0.014615593,,
12544,-6.427597070000001,98,0,6.97,36721,970,0.0003,-0.023119566170498727,0.8025536239147186,0.2,0.36180379986763,0.7554276674985886,0.09296875,-2.0312074959278106,0.00923139,,
12672,-6.3968710999999985,99,0,6.64,36845,980,0.0003,-0.01733694588765502,0.7840301990509033,0.2,0.5525267124176025,1.093609806895256,0.03984375,-1.8937075734138489,0.008742873,,
12800,,,,,,990,0.0003,-0.01208244813606143,0.7492993175983429,0.2,0.3083140552043915,0.8029823035001755,0.053125,-1.9564602434635163,0.013848363,-5.0526442000000005,6.6
12800,-6.334059600000001,100,0,7.5,37009,,,,,,,,,,,,
12928,-6.592798739999999,101,0,7.47,37140,1000,0.0003,-0.016292811650782824,0.7601539194583893,0.2,0.3112044930458069,0.9029307126998901,0.10546875,-1.9576551914215088,0.014229765,,
13056,-6.60624068,102,0,7.57,37266,1010,0.0003,-0.039454299863427876,0.8931334614753723,0.2,0.3007470369338989,0.8298582255840301,0.21953125,-2.2137627959251405,0.03460341,,
13184,-6.486904429999998,103,0,6.45,37383,1020,0.0003,-0.03852626867592335,0.8410870581865311,0.2,0.42010778188705444,0.946393358707428,0.25390625,-2.2153530716896057,0.06808058,,
13312,,,,,,1030,0.0003,-0.03268111371435225,0.9429589062929153,0.2,0.07728713005781174,0.3228946924209595,0.16953125,-2.0168543457984924,0.026726991,-5.7719196,44.8
13312,-6.553542129999999,104,0,6.78,37699,,,,,,,,,,,,
13440,-6.276224710000001,105,0,6.15,37814,1040,0.0003,-0.019090558122843503,0.8808403462171555,0.2,0.2676001787185669,0.6143700301647186,0.1578125,-1.7430546164512635,0.052986402,,
13568,-6.0106837199999985,106,0,6.04,37933,1050,0.0003,-0.02377300513908267,0.9377414472401142,0.2,0.09146416932344437,0.3226465336978436,0.16640625,-1.809909039735794,0.018507296,,
13696,-5.9234753599999985,107,0,6.49,38051,1060,0.0003,-0.017223819997161625,0.9407289139926434,0.2,0.10696874558925629,0.2631127558648586,0.140625,-1.733352643251419,0.013592556,,
13824,,,,,,1070,0.0003,-0.02839212166145444,0.9384133145213127,0.2,0.059782277792692184,0.25868289172649384,0.10859375,-1.6349856972694397,0.016820677,-6.962627,45.6
13824,-5.85550443,108,0,6.52,38358,,,,,,,,,,,,
13952,-5.701511010000001,109,0,6.33,38481,1080,0.0003,-0.05003201812505722,0.9392915777862072,0.2,0.011136271059513092,0.19975689575076103,0.32421875,-1.716317081451416,0.05804721,,
14080,-5.57449826,110,0,6.1,38598,1090,0.0003,-0.020727554615586997,0.91382647305727,0.2,0.17053437232971191,0.37807446122169497,0.084375,-1.5379170954227448,0.013757174,,
14208,-5.58870354,111,0,6.12,38713,1100,0.0003,-0.007167659886181355,0.7680400311946869,0.2,0.20403844118118286,0.5173199310898781,0.040625,-1.2188569724559783,0.0064979936,,
14336,,,,,,1110,0.0003,-0.009654621127992868,0.8448054492473602,0.2,0.11127641797065735,0.3032748617231846,0.0171875,-0.8703143537044525,0.0023744698,-7.053359400000001,49.0
14336,-5.613022040000001,112,0,7.83,39042,,,,,,,,,,,,
14464,-5.5677305100000005,113,0,7.88,39157,1120,0.0003,-0.011720964591950178,0.817012682557106,0.2,0.2600443363189697,0.6221384853124619,0.04375,-1.16783567070961,0.007170311,,
14592,-5.49968281,114,0,7.68,39278,1130,0.0003,-0.014698818139731885,0.8626781851053238,0.2,0.2469305545091629,0.5354923844337464,0.05078125,-1.3156541883945465,0.028779358,,
14720,-5.56791102,115,0,8.27,39394,1140,0.0003,-0.007833728985860943,0.8595627844333649,0.2,0.20255737006664276,0.5995800867676735,0.0296875,-1.3003116428852082,0.0058942605,,
14848,,,,,,1150,0.0003,-0.015573701076209544,0.8131385147571564,0.2,0.33958542346954346,0.9297191232442856,0.04453125,-1.3697607338428497,0.0062707495,-5.508241,9.2
14848,-5.6812768600000005,116,0,10.0,39547,,,,,,,,,,,,
14976,-5.72999149,117,0,10.71,39667,1160,0.0003,-0.0033368367236107587,0.6053318381309509,0.2,1.3345303535461426,2.3783846616744997,0.015625,-1.4600449681282044,0.003556884,,
15104,-5.872115239999999,118,0,10.8,39791,1170,0.0003,-0.011579299066215753,0.8804527297616005,0.2,0.11848205327987671,0.6437012419104576,0.059375,-1.6969568312168122,0.03180985,,
15232,-5.74095296,119,0,9.74,39913,1180,0.0003,-0.012372146267443896,0.7964484989643097,0.2,0.3465762734413147,0.7457538321614265,0.05625,-1.521617776155472,0.0075032404,,
15360,,,,,,1190,0.0003,-0.012672026874497533,0.906602643430233,0.2,0.13186663389205933,0.42031833827495574,0.0546875,-1.2607531249523163,0.0056591392,-4.9487682,5.4
15360,-5.830453950000001,120,0,9.66,40051,,,,,,,,,,,,
15488,-6.0761185000000015,121,0,9.96,40166,1200,0.0003,-0.023804284073412417,0.5347272455692291,0.2,0.6401497721672058,1.4983286261558533,0.10390625,-1.359582281112671,0.0344935,,
15616,-6.152094739999999,122,0,10.63,40285,1210,0.0003,-0.0222049982752651,0.8488654792308807,0.2,0.27864792943000793,0.6898228675127029,0.14453125,-1.637271761894226,0.015990935,,
15744,-6.063449160000001,123,0,8.0,40410,1220,0.0003,-0.005435817502439022,0.8270886689424515,0.2,0.09037305414676666,0.6313790760934352,0.03359375,-1.7548545241355895,0.006957596,,
15872,,,,,,1230,0.0003,-0.03207384627312422,0.8976941555738449,0.2,0.4146203398704529,0.7103077337145806,0.175,-1.8821240305900573,0.024787415,-5.0955966,8.8
15872,-6.121399899999999,124,0,7.95,40556,,,,,,,,,,,,
16000,-5.994646440000001,125,0,7.26,40676,1240,0.0003,-0.037009247951209544,0.9274090975522995,0.2,0.04345167800784111,0.303558249771595,0.18984375,-1.8374233484268188,0.03401155,,
16128,-5.82747086,126,0,5.59,40780,1250,0.0003,-0.022220461536198853,0.9509613551199436,0.2,0.09090454876422882,0.23507335409522057,0.16015625,-1.6560466945171357,0.018518884,,
16256,-5.8259624400000005,127,0,5.89,40894,1260,0.0003,-0.02834240272641182,0.92829529941082,0.2,0.09007696062326431,0.33230746537446976,0.1390625,-1.7198644578456879,0.022420574,,
16384,,,,,,1270,0.0003,-0.010204086219891906,0.8448397815227509,0.2,0.15419013798236847,0.48058865368366244,0.05859375,-1.4655647695064544,0.015553456,-5.0612652,9.6
16384,-5.879674840000002,128,0,6.13,41034,,,,,,,,,,,,
16512,-5.83831054,129,0,7.07,41141,1280,0.0003,-0.009750569658353924,0.8907738327980042,0.2,0.04335205629467964,0.2504470214247704,0.0375,-1.3459235966205596,0.005286071,,
16640,-5.78601626,130,0,8.15,41251,1290,0.0003,-0.013422526232898236,0.8610342592000961,0.2,0.24509716033935547,0.5204971730709076,0.1046875,-1.5743195712566376,0.022983097,,
16768,-5.808880490000003,131,0,8.47,41354,1300,0.0003,-0.02411795649677515,0.8689845204353333,0.2,0.10130174458026886,0.40497238412499426,0.1515625,-1.8371427357196808,0.03819605,,
16896,,,,,,1310,0.0003,-0.01804341785609722,0.857042595744133,0.2,0.17405535280704498,0.46613524854183197,0.0765625,-1.666012305021286,0.013638349,-10.274985000000001,87.8
16896,-5.8926061700000005,132,0,9.44,41819,,,,,,,,,,,,
17024,-5.873104,133,0,9.61,41919,1320,0.0003,-0.030129403248429297,0.9153228253126144,0.2,0.09928828477859497,0.321401596814394,0.16796875,-1.460949856042862,0.019787675,,
17152,-5.74830026,134,0,9.61,42024,1330,0.0003,-0.023076551081612707,0.9502289034426212,0.2,0.009906163439154625,0.1984898790717125,0.14140625,-1.6911927103996276,0.028088015,,
17280,-5.678575550000001,135,0,9.57,42125,1340,0.0003,-0.021752024814486504,0.9564510732889175,0.2,0.0690842866897583,0.19454997256398202,0.10234375,-1.5033520996570586,0.019606786,,
17408,,,,,,1350,0.0003,-0.015659569203853606,0.9242224842309952,0.2,0.07991401851177216,0.25620246976614,0.10703125,-1.40597106218338,0.016280226,-4.7088346,8.6
17408,-5.67333867,136,0,9.34,42256,,,,,,,,,,,,
17536,-5.636230960000001,137,0,8.42,42360,1360,0.0003,-0.03168011768721044,0.9364726021885872,0.2,0.018986061215400696,0.17632531076669694,0.25703125,-1.4525719821453094,0.028205417,,
17664,-5.61076717,138,0,8.76,42468,1370,0.0003,-0.010661917366087436,0.836445689201355,0.2,0.10409147292375565,0.4681932732462883,0.2703125,-1.7271462738513947,0.010535723,,
17792,-5.5478666699999994,139,0,8.19,42573,1380,0.0003,-0.016875394526869057,0.9238395988941193,0.2,0.027698159217834473,0.2675724357366562,0.08203125,-1.4979520797729493,0.017925149,,
17920,,,,,,1390,0.0003,-0.012328978162258863,0.8828931003808975,0.2,0.2569579482078552,0.5404955238103867,0.17109375,-1.4588284969329834,0.022668667,-9.9283416,88.0
17920,-5.556332509999999,140,0,7.92,43047,,,,,,,,,,,,
18048,-5.51911782,141,0,7.51,43153,1400,0.0003,-0.03062761165201664,0.9519288390874863,0.2,0.047947175800800323,0.2252291224896908,0.1375,-1.4982312381267548,0.012917832,,
18176,-5.512748740000001,142,0,7.35,43263,1410,0.0003,-0.024442418571561576,0.9449703805148602,0.2,0.07156449556350708,0.21814291402697564,0.1640625,-1.441518920660019,0.029348942,,
18304,-5.591002639999999,143,0,7.35,43373,1420,0.0003,-0.017748452350497247,0.8713822066783905,0.2,0.1604890525341034,0.5027811348438262,0.13515625,-1.3248139679431916,0.09694867,,
18432,,,,,,1430,0.0003,-0.017909677932038903,0.8093786537647247,0.2,0.2562997043132782,0.8273034453392029,0.1484375,-1.445143038034439,0.009505877,-5.2579275999999995,8.8
18432,-5.68985146,144,0,7.85,43510,,,,,,,,,,,,
18560,-5.74434687,145,0,7.7,43625,1440,0.0003,-0.006381742376834154,0.8525794297456741,0.2,0.10453160107135773,0.5987983256578445,0.04140625,-1.551395320892334,0.005420667,,
18688,-5.877309769999998,146,0,8.3,43734,1450,0.0003,-0.02136154258623719,0.8897201046347618,0.2,0.07090051472187042,0.3552334874868393,0.20546875,-1.5763642072677613,0.013018956,,
18816,-5.91228254,147,0,8.32,43848,1460,0.0003,-0.007528909295797348,0.9284589663147926,0.2,0.08442956209182739,0.3186466872692108,0.0390625,-1.4186158537864686,0.0065337,,
18944,,,,,,1470,0.0003,-0.019204596988856792,0.9317266494035721,0.2,0.08159379661083221,0.29032089188694954,0.0828125,-1.5890389502048492,0.00938128,-4.7888269999999995,7.8
18944,-5.81243528,148,0,8.16,43986,,,,,,,,,,,,
19072,-5.504124690000001,149,0,6.7,44096,1480,0.0003,-0.01695087314583361,0.9625374265015125,0.2,-4.9892812967300415e-05,0.16157513298094273,0.0375,-1.4371744036674499,0.0049620243,,
19200,-5.5082490700000015,150,0,6.78,44210,1490,0.0003,-0.02127814879640937,0.9804903529584408,0.2,0.0007177442312240601,0.08409071806818247,0.15234375,-1.590030950307846,0.01986001,,
19328,-5.292778179999999,151,0,6.16,44321,1500,0.0003,-0.03309771679341793,0.9706230666488409,0.2,0.020920678973197937,0.13158746920526027,0.20859375,-1.6006440222263336,0.031663086,,
19456,,,,,,1510,0.0003,-0.028015118511393666,0.9697412047535181,0.2,0.03131977841258049,0.1341290133073926,0.12421875,-1.441857010126114,0.025634281,-5.8298762,8.8
19456,-5.25664138,152,0,6.24,44466,,,,,,,,,,,,
19584,-5.48243316,153,0,6.66,44574,1520,0.0003,-0.017846482060849666,0.8993607386946678,0.2,0.0502733513712883,0.3113924629986286,0.09921875,-1.429851418733597,0.03207791,,
19712,-5.53681399,154,0,6.78,44674,1530,0.0003,-0.014366590417921543,0.9786175806075335,0.2,0.009702878072857857,0.09812531657516957,0.1359375,-1.653920340538025,0.016277008,,
19840,-5.55737239,155,0,7.05,44769,1540,0.0003,-0.02178724152036011,0.9471350200474262,0.2,0.03836121782660484,0.23622223362326622,0.140625,-1.6534740388393403,0.023536878,,
19968,,,,,,1550,0.0003,-0.021310583408921956,0.9524992667138577,0.2,0.05406888574361801,0.14547639787197114,0.1984375,-1.4660904169082642,0.02365563,-3.9188006,9.4
19968,-5.521279679999999,156,0,7.24,44895,,,,,,,,,,,,
20096,-5.613892380000001,157,0,7.9,44985,1560,0.0003,-0.013033710233867169,0.9197754859924316,0.2,0.05305361747741699,0.1807226251810789,0.19140625,-1.6107007682323455,0.13082646,,
20224,-5.754953060000002,158,0,8.32,45068,1570,0.0003,-0.016246828343719245,0.9629837572574615,0.2,0.02254793792963028,0.14575477726757527,0.0921875,-1.5976541221141816,0.020896852,,
20352,-5.704249499999999,159,0,8.49,45146,1580,0.0003,-0.020428355876356365,0.9659189246594906,0.2,0.028419336304068565,0.17258650064468384,0.14140625,-1.6507051706314086,0.028446289,,
20480,,,,,,1590,0.0003,-0.028063873667269944,0.9890187121927738,0.2,-0.031027622520923615,0.0408378129824996,0.15,-1.484788703918457,0.02298694,-5.1085586,12.6
20480,-5.743251279999999,160,0,8.8,45259,,,,,,,,,,,,
20608,-5.7302374899999995,161,0,9.08,45334,1600,0.0003,-0.026712401211261748,0.9817089457064867,0.2,-0.01860576868057251,0.09231570996344089,0.22421875,-1.3768429458141327,0.037727647,,
20736,-5.70547016,162,0,9.43,45411,1610,0.0003,-0.007151403371244669,0.9647429063916206,0.2,0.07255017757415771,0.1574249655008316,0.08984375,-1.3214169323444367,0.0069244266,,
