time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/loss,train/value_loss,train/clip_fraction,train/entropy_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
7168,,,,,,550,0.0003,-0.043434713128954174,-2.491474151611328e-05,0.2,158.5902557373047,306.09136352539065,0.16953125,-7.63148181438446,0.026776388,-180.71810900000003,200.0
7168,-158.64779749999997,56,0,51.02,24297,,,,,,,,,,,,
7296,-152.31503712,57,0,50.01,24436,560,0.0003,-0.054179052077233794,-1.0728836059570312e-05,0.2,206.6827392578125,423.9123794555664,0.215625,-7.344416165351868,0.033069104,,
7424,-134.60847308,58,0,47.48,24568,570,0.0003,-0.06393718691542745,-1.0728836059570312e-05,0.2,148.64910888671875,319.10512084960936,0.2921875,-6.991427755355835,0.04154044,,
7552,-122.12746874000003,59,0,45.69,24709,580,0.0003,-0.06281146192923188,-2.1338462829589844e-05,0.2,139.37890625,301.31623458862305,0.475,-6.539623689651489,0.056753118,,
7680,,,,,,590,0.0003,0.006659003533422947,-2.7298927307128906e-05,0.2,141.43896484375,258.77831954956054,0.3375,-6.714864253997803,0.046965055,-180.9126266,200.0
7680,-109.2284368,60,0,43.07,25704,,,,,,,,,,,,
7808,-99.68332493,61,0,41.03,25863,600,0.0003,-0.0499859475530684,-1.9073486328125e-05,0.2,121.62071990966797,245.44867858886718,0.178125,-6.592206835746765,0.03272751,,
7936,-88.92810809999999,62,0,38.82,26028,610,0.0003,-0.06280560633167624,-1.5854835510253906e-05,0.2,113.53804016113281,250.86306610107422,0.43984375,-7.027289247512817,0.09065013,,
8064,-66.06100950000001,63,0,31.93,26188,620,0.0003,-0.0394755519926548,6.35981559753418e-05,0.2,133.8128662109375,269.0774261474609,0.18203125,-6.596500539779663,0.020647569,,
8192,,,,,,630,0.0003,-0.0379814222920686,0.00012218952178955078,0.2,102.74759674072266,235.20440063476562,0.0515625,-6.821350336074829,0.012140169,-180.6079282,200.0
8192,-56.07773494999999,64,0,28.66,27193,,,,,,,,,,,,
8320,-53.1238,65,0,27.46,27374,640,0.0003,-0.06845184806734324,0.00012791156768798828,0.2,173.31298828125,328.56617736816406,0.44453125,-7.381149196624756,0.13869795,,
8448,-50.01823529999999,66,0,25.63,27558,650,0.0003,-0.028617903869599105,0.0002707242965698242,0.2,288.9868469238281,595.5637573242187,0.06796875,-8.251335334777831,0.01293939,,
8576,-48.989393850000006,67,0,24.68,27713,660,0.0003,-0.04621140421368182,0.00043386220932006836,0.2,311.2496032714844,579.1143341064453,0.1625,-8.100914573669433,0.025647182,,
8704,,,,,,670,0.0003,-0.08330414500087499,0.0006042718887329102,0.2,101.34227752685547,209.92018280029296,0.43671875,-7.496444892883301,0.09846252,-41.959213399999996,163.6
8704,-45.699175610000005,68,0,23.21,28577,,,,,,,,,,,,
8832,-40.127059259999996,69,0,20.5,28733,680,0.0003,-0.04916155668906867,0.011080741882324219,0.2,142.95521545410156,262.68744506835935,0.18046875,-7.187162637710571,0.03110668,,
8960,-37.84291263,70,0,19.06,28904,690,0.0003,-0.039010259136557576,0.05993044376373291,0.2,104.91844177246094,196.77753372192382,0.06953125,-6.824527645111084,0.013875144,,
