time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/value_loss,train/kl_divergence_loss,train/learning_rate,train/n_updates,train/is_line_search_success,train/policy_objective,train/explained_variance,eval/mean_ep_length,eval/mean_reward
45184,0,-5.497523719999999,5.76,111530,353,0.5721679091453552,0.006281494162976742,0.001,352,1.0,0.07011276483535767,0.8648948520421982,,
45312,0,-5.461904140000001,5.91,111685,354,0.5091368377208709,0.007518216036260128,0.001,353,1.0,0.08683514595031738,0.8772855177521706,,
45440,0,-5.341862099999999,5.33,111854,355,0.7199818849563598,0.00711175287142396,0.001,354,1.0,0.0635564848780632,0.8232730478048325,,
45568,,,,,,0.3371747463941574,0.006262621376663446,0.001,355,1.0,0.08156029880046844,0.9149439036846161,4.6,-4.8777028
45568,0,-5.230418530000001,5.16,112047,356,,,,,,,,,
45696,0,-5.358808990000001,5.49,112197,357,0.2948178291320801,0.00613859249278903,0.001,356,1.0,0.06909088790416718,0.928023599088192,,
45824,0,-5.30958645,5.44,112356,358,0.5378506422042847,0.007071956992149353,0.001,357,1.0,0.06150612235069275,0.8757127970457077,,
45952,0,-5.404319180000001,5.47,112514,359,0.46511336863040925,0.007753252517431974,0.001,358,1.0,0.07051152735948563,0.8845140412449837,,
46080,,,,,,0.39189777970314027,0.007929517887532711,0.001,359,1.0,0.05765673518180847,0.9151737987995148,4.8,-5.6683252
46080,0,-5.51580754,5.61,112700,360,,,,,,,,,
46208,0,-5.56413464,5.78,112853,361,0.5072770208120346,0.006994117982685566,0.001,360,1.0,0.08013845235109329,0.8832396194338799,,
46336,0,-5.617745319999999,5.69,113002,362,0.3769877225160599,0.006470757536590099,0.001,361,1.0,0.07374711334705353,0.9034306481480598,,
46464,0,-5.4703471100000005,5.7,113151,363,0.45844311714172364,0.00602240115404129,0.001,362,1.0,0.06281580030918121,0.9038770198822021,,
46592,,,,,,0.4740514397621155,0.009292015805840492,0.001,363,1.0,0.10363122820854187,0.8616567850112915,5.4,-4.852244600000001
46592,0,-5.407271199999999,5.69,113338,364,,,,,,,,,
46720,0,-5.40052589,5.68,113470,365,0.563355666399002,0.008893324062228203,0.001,364,1.0,0.06985324621200562,0.8208334892988205,,
46848,0,-5.444813,5.69,113614,366,1.1024350821971893,0.00673627108335495,0.001,365,1.0,0.059226591140031815,0.7386097609996796,,
46976,0,-5.475537350000001,5.73,113756,367,1.1519608974456788,0.0079167690128088,0.001,366,1.0,0.07313313335180283,0.7589339166879654,,
47104,,,,,,1.5797992467880249,0.009607252664864063,0.001,367,1.0,0.06660377979278564,0.6737019121646881,4.8,-4.680898
47104,0,-5.782603499999999,7.18,113918,368,,,,,,,,,
47232,0,-5.838296840000001,7.29,114048,369,0.8424081921577453,0.00953943096101284,0.001,368,1.0,0.087723009288311,0.8320525735616684,,
47360,0,-5.85465959,7.35,114195,370,0.40733598470687865,0.006582940928637981,0.001,369,1.0,0.07266100496053696,0.8937607109546661,,
47488,0,-5.750915439999999,7.28,114343,371,0.6026817500591278,0.006723598577082157,0.001,370,1.0,0.07529009133577347,0.848260685801506,,
47616,,,,,,0.6225138604640961,0.0075849443674087524,0.001,371,1.0,0.07025831192731857,0.8672039210796356,5.4,-5.4341626000000005
47616,0,-5.43380108,5.53,114517,372,,,,,,,,,
47744,0,-5.26195336,5.21,114664,373,0.400404492020607,0.006486734841018915,0.001,372,1.0,0.08697830885648727,0.9092502295970917,,
47872,0,-5.2649319100000005,5.17,114813,374,0.4633075952529907,0.007528173271566629,0.001,373,1.0,0.10093271732330322,0.8747686296701431,,
48000,0,-5.2298301,5.21,114947,375,0.48225465714931487,0.007796974387019873,0.001,374,1.0,0.09830646961927414,0.8950464352965355,,
48128,,,,,,0.41041543483734133,0.007472875528037548,0.001,375,1.0,0.09685051441192627,0.9035409390926361,5.8,-4.700972200000001
48128,0,-5.31054842,5.23,115127,376,,,,,,,,,
48256,0,-5.2543133100000015,5.43,115272,377,0.613698548078537,0.008359236642718315,0.001,376,1.0,0.07220777869224548,0.8482638448476791,,
48384,0,-5.36928343,5.45,115421,378,0.46579240560531615,0.004921493120491505,0.001,377,1.0,0.08360564708709717,0.8702524900436401,,
48512,0,-5.203045039999999,5.38,115566,379,0.675681346654892,0.0026684454642236233,0.001,378,1.0,0.06716203689575195,0.8557829260826111,,
48640,,,,,,0.4200412452220917,0.008362164720892906,0.001,379,1.0,0.09254837781190872,0.8868720382452011,8.2,-5.945836600000001
48640,0,-5.1352607599999995,5.39,115763,380,,,,,,,,,
48768,0,-5.21134298,5.38,115917,381,0.4575837105512619,0.00878695584833622,0.001,380,1.0,0.06530725210905075,0.893583171069622,,
48896,0,-5.06699201,5.18,116067,382,0.4818333774805069,0.005981701426208019,0.001,381,1.0,0.0649128258228302,0.8815729320049286,,
49024,0,-5.143964880000001,5.22,116222,383,0.7082252144813538,0.008422737009823322,0.001,382,1.0,0.05423158407211304,0.7813374996185303,,
49152,,,,,,1.452857995033264,0.008864793926477432,0.001,383,1.0,0.0580463670194149,0.6839972138404846,5.0,-4.8982994
49152,0,-5.1716409699999994,5.25,116401,384,,,,,,,,,
49280,0,-5.2059574,5.18,116547,385,0.9842288255691528,0.005891636945307255,0.001,384,1.0,0.05875038355588913,0.7676202952861786,,
49408,0,-5.24520795,5.37,116691,386,0.7735039353370666,0.00966479629278183,0.001,385,1.0,0.07032796740531921,0.8523891270160675,,
49536,0,-5.671442240000001,8.3,116843,387,1.2336125493049621,0.007591640576720238,0.001,386,1.0,0.041144244372844696,0.8258239477872849,,
49664,,,,,,3.0098253726959228,0.006971003487706184,0.001,387,1.0,0.06148310378193855,0.3795206546783447,4.0,-4.3186482
49664,0,-5.630434499999999,8.35,117033,388,,,,,,,,,
49792,0,-5.659371190000001,8.44,117187,389,1.203542125225067,0.006746524944901466,0.001,388,1.0,0.07049313932657242,0.6804078817367554,,
49920,0,-5.726637490000001,8.52,117336,390,1.1631513595581056,0.005400477908551693,0.001,389,1.0,0.07067958265542984,0.6977098286151886,,
50048,0,-5.547147040000001,7.07,117480,391,1.409485101699829,0.008847806602716446,0.001,390,1.0,0.06496287137269974,0.6972107887268066,,
50176,,,,,,1.4873028159141541,0.008366890251636505,0.001,391,1.0,0.07725898921489716,0.638722687959671,7.0,-5.6513486
50176,0,-5.46478352,5.78,117666,392,,,,,,,,,
50304,0,-5.45689912,5.8,117812,393,1.2169974088668822,0.0069638206623494625,0.001,392,1.0,0.075858473777771,0.7064938247203827,,
50432,0,-5.58255293,5.95,117960,394,1.5471309781074525,0.004986632615327835,0.001,393,1.0,0.07035351544618607,0.5881803333759308,,
50560,0,-5.4725439,5.86,118108,395,0.9272676646709442,0.0075253830291330814,0.001,394,1.0,0.06620043516159058,0.7592962384223938,,
50688,,,,,,0.8062748491764069,0.006956268567591906,0.001,395,1.0,0.08539240807294846,0.7399219870567322,6.8,-5.0209972
50688,0,-5.45511845,5.79,118278,396,,,,,,,,,
50816,0,-5.579460000000001,5.97,118435,397,0.557313072681427,0.006134176626801491,0.001,396,1.0,0.06954996287822723,0.8459293395280838,,
50944,0,-5.501985860000001,5.8,118582,398,0.7653140187263489,0.00737337488681078,0.001,397,1.0,0.07987019419670105,0.8283026814460754,,
51072,0,-5.3436595,5.71,118729,399,0.5100851982831955,0.00818469189107418,0.001,398,1.0,0.0470491498708725,0.8696662932634354,,
51200,,,,,,0.4889733135700226,0.006210708990693092,0.001,399,1.0,0.06621724367141724,0.8398499488830566,8.0,-5.6162442
51200,0,-5.184800759999999,5.47,118909,400,,,,,,,,,
51328,0,-5.2259354,5.39,119062,401,0.6168006241321564,0.006936635822057724,0.001,400,1.0,0.06109093502163887,0.8346811532974243,,
51456,0,-5.18945848,5.52,119215,402,0.6873372554779053,0.0059701623395085335,0.001,401,1.0,0.0548495315015316,0.8539400100708008,,
51584,0,-5.24129177,5.5,119364,403,0.5731750547885894,0.007068418897688389,0.001,402,1.0,0.10182750225067139,0.834878996014595,,
51712,,,,,,0.3510925203561783,0.008195932023227215,0.001,403,1.0,0.07527030259370804,0.9069481566548347,30.8,-5.877978
51712,0,-5.36636632,5.54,119703,404,,,,,,,,,
51840,0,-5.3713259099999995,5.66,119846,405,0.7158204138278961,0.008473417721688747,0.001,404,1.0,0.054232824593782425,0.8397583514451981,,
51968,0,-5.358792950000001,6.3,119988,406,0.5996132552623749,0.007214841432869434,0.001,405,1.0,0.07808516919612885,0.7798505276441574,,
52096,0,-5.360752539999998,6.25,120141,407,0.7014411568641663,0.00957079790532589,0.001,406,1.0,0.06487737596035004,0.7774681895971298,,
52224,,,,,,0.7697961807250977,0.005217105150222778,0.001,407,1.0,0.05655632168054581,0.78456149995327,5.2,-5.1404296
52224,0,-5.40092713,6.05,120322,408,,,,,,,,,
52352,0,-5.41846985,6.09,120473,409,0.6713443219661712,0.008969463407993317,0.001,408,1.0,0.07058459520339966,0.8046235591173172,,
52480,0,-5.464006879999999,6.21,120612,410,0.688252717256546,0.006367531139403582,0.001,409,1.0,0.0736834853887558,0.7967689335346222,,
52608,0,-5.5633436,7.13,120749,411,0.5709295272827148,0.005698380991816521,0.001,410,1.0,0.0616818331182003,0.8363204598426819,,
52736,,,,,,0.7647668361663819,0.00852530263364315,0.001,411,1.0,0.0965467318892479,0.8117017149925232,4.4,-5.048263
52736,0,-5.504639250000001,7.04,120916,412,,,,,,,,,
52864,0,-5.54272156,7.1,121066,413,0.4999322921037674,0.007167740259319544,0.001,412,1.0,0.07021550089120865,0.8265160471200943,,
52992,0,-5.472187,7.21,121208,414,0.6675460338592529,0.00827689841389656,0.001,413,1.0,0.07358674705028534,0.7843369394540787,,
53120,0,-5.365853950000001,7.35,121342,415,0.5893849730491638,0.008618496358394623,0.001,414,1.0,0.06577185541391373,0.7835763096809387,,
53248,,,,,,0.7900552868843078,0.008848724886775017,0.001,415,1.0,0.1294126957654953,0.6493640244007111,10.4,-5.4088284
53248,0,-5.17172356,5.63,121530,416,,,,,,,,,
53376,0,-5.461075559999999,7.61,121667,417,0.6182542622089386,0.009622955694794655,0.001,416,1.0,0.07247575372457504,0.7961291521787643,,
53504,0,-5.52766226,7.71,121812,418,0.9938011407852173,0.006476845126599073,0.001,417,1.0,0.06287103146314621,0.7746408432722092,,
53632,0,-5.479903050000001,7.81,121958,419,0.6495855450630188,0.0070382822304964066,0.001,418,1.0,0.07320857793092728,0.8790449127554893,,
53760,,,,,,0.510978239774704,0.006203283555805683,0.001,419,1.0,0.07553759217262268,0.8580656051635742,5.6,-4.1161542
53760,0,-5.63803381,7.63,122139,420,,,,,,,,,
53888,0,-5.42897127,5.83,122292,421,0.4701504737138748,0.008599204942584038,0.001,420,1.0,0.05963245779275894,0.8961717113852501,,
54016,0,-5.35596697,5.57,122436,422,0.5958808183670044,0.008769812062382698,0.001,421,1.0,0.11794408410787582,0.8586410731077194,,
54144,0,-5.575102800000001,5.46,122593,423,0.5330707430839539,0.006625897251069546,0.001,422,1.0,0.07284391671419144,0.8767082169651985,,
54272,,,,,,0.6126896262168884,0.005601890385150909,0.001,423,1.0,0.07167483866214752,0.8575872033834457,5.2,-4.5697778
54272,0,-5.46451326,5.38,122772,424,,,,,,,,,
54400,0,-5.428549739999999,5.18,122921,425,0.6367643892765045,0.006763382814824581,0.001,424,1.0,0.0841527134180069,0.8472629189491272,,
54528,0,-5.298691700000001,5.0,123069,426,0.6290322184562683,0.006935690063983202,0.001,425,1.0,0.14522509276866913,0.8514366745948792,,
54656,0,-5.19896521,5.19,123215,427,0.5169057190418244,0.008686812594532967,0.001,426,1.0,0.06914977729320526,0.868566483259201,,
54784,,,,,,0.5952500820159912,0.00794350914657116,0.001,427,1.0,0.06992579996585846,0.8548330366611481,7.2,-5.601745599999999
54784,0,-5.254275719999999,5.28,123391,428,,,,,,,,,
54912,0,-5.276850909999999,5.44,123542,429,0.46493923366069795,0.008912607096135616,0.001,428,1.0,0.07677002251148224,0.8865867704153061,,
55040,0,-5.29628326,5.59,123677,430,0.46981448531150816,0.008153283968567848,0.001,429,1.0,0.06763330847024918,0.8782738298177719,,
55168,0,-5.4627368899999995,5.59,123820,431,0.30533436834812167,0.006361798848956823,0.001,430,1.0,0.06903470307588577,0.9202558100223541,,
55296,,,,,,0.6792278945446014,0.005226031877100468,0.001,431,1.0,0.05620863288640976,0.8607509136199951,6.6,-4.3447208
55296,0,-5.44579386,5.52,124004,432,,,,,,,,,
55424,0,-5.3791226299999995,5.48,124142,433,0.44347329139709474,0.00578699167817831,0.001,432,1.0,0.06368475407361984,0.905291311442852,,
55552,0,-5.350508690000002,5.42,124292,434,0.3078599601984024,0.00805383175611496,0.001,433,1.0,0.07731898128986359,0.9028759747743607,,
55680,0,-5.1657107799999995,5.24,124445,435,0.5512191772460937,0.006824901327490807,0.001,434,1.0,0.051331568509340286,0.878631092607975,,
55808,,,,,,0.42673662304878235,0.006141034886240959,0.001,435,1.0,0.09157532453536987,0.8971395120024681,5.4,-4.0127956
55808,0,-5.26694549,5.34,124623,436,,,,,,,,,
55936,0,-5.387219529999999,5.47,124775,437,0.43021412193775177,0.0071749999187886715,0.001,436,1.0,0.060112446546554565,0.9000076130032539,,
56064,0,-5.364292870000001,5.46,124925,438,0.4947784930467606,0.00997842289507389,0.001,437,1.0,0.10056760907173157,0.8841508105397224,,
56192,0,-5.366939999999999,5.56,125068,439,0.5685426652431488,0.007047105114907026,0.001,438,1.0,0.08861985802650452,0.8568307906389236,,
56320,,,,,,0.3983361840248108,0.006966124288737774,0.001,439,1.0,0.08045981824398041,0.8833144530653954,4.8,-5.540163
56320,0,-5.29976095,5.45,125252,440,,,,,,,,,
56448,0,-5.26406286,5.87,125382,441,0.4532014399766922,0.008140785619616508,0.001,440,1.0,0.07821137458086014,0.8981297835707664,,
56576,0,-5.29061192,5.98,125528,442,0.336474284529686,0.005143263377249241,0.001,441,1.0,0.0601559653878212,0.8873162716627121,,
56704,0,-5.292616860000002,5.9,125678,443,0.5073005229234695,0.007234240882098675,0.001,442,1.0,0.0851125493645668,0.8862408548593521,,
56832,,,,,,0.40373894274234773,0.0062554022297263145,0.001,443,1.0,0.08039318025112152,0.9053449407219887,82.2,-6.2486096
56832,0,-5.298915020000001,6.07,126037,444,,,,,,,,,
56960,0,-5.280671239999999,6.13,126180,445,0.4302268773317337,0.0046835485845804214,0.001,444,1.0,0.08502804487943649,0.88245989382267,,
57088,0,-5.35261973,5.81,126328,446,0.3558219462633133,0.0074991793371737,0.001,445,1.0,0.08395357429981232,0.9101355597376823,,
57216,0,-5.258698580000002,5.58,126478,447,0.5215623617172241,0.007187162060290575,0.001,446,1.0,0.07317381352186203,0.8685180246829987,,
57344,,,,,,0.4565219789743423,0.008616548031568527,0.001,447,1.0,0.13107603788375854,0.8870341554284096,6.6,-4.6470606000000005
57344,0,-5.3246422,5.73,126643,448,,,,,,,,,
57472,0,-5.295853809999999,6.44,126787,449,0.4367437601089478,0.009651213884353638,0.001,448,1.0,0.08225390315055847,0.79973404109478,,
57600,0,-5.280974449999999,6.29,126949,450,0.30647326409816744,0.007662312593311071,0.001,449,1.0,0.08080195635557175,0.8778828456997871,,
57728,0,-5.160514439999999,6.29,127090,451,0.5357918471097947,0.006258117035031319,0.001,450,1.0,0.07137838751077652,0.8455690294504166,,
57856,,,,,,0.45390458405017853,0.007070964202284813,0.001,451,1.0,0.07932707667350769,0.8918960243463516,82.2,-6.4231164000000005
57856,0,-5.179642560000001,6.4,127449,452,,,,,,,,,
57984,0,-5.1422941600000005,6.6,127577,453,1.050948190689087,0.008949527516961098,0.001,452,1.0,0.05508366599678993,0.7699721455574036,,
58112,0,-5.156604929999999,6.23,127723,454,0.6192701488733292,0.008056397549808025,0.001,453,1.0,0.0957784354686737,0.7507412433624268,,
58240,0,-5.16863821,5.78,127850,455,0.26647417098283765,0.008065028116106987,0.001,454,1.0,0.05867477506399155,0.9195975884795189,,
58368,,,,,,0.5463145077228546,0.006521725095808506,0.001,455,1.0,0.03635898977518082,0.7177288830280304,82.4,-5.7460404
58368,0,-5.4114419,8.37,128205,456,,,,,,,,,
58496,0,-5.597455350000001,8.75,128353,457,0.8928750038146973,0.008665401488542557,0.001,456,1.0,0.11238103359937668,0.8198247104883194,,
58624,0,-5.589827840000002,8.63,128514,458,0.44690277576446535,0.006104150786995888,0.001,457,1.0,0.07984454929828644,0.8613893240690231,,
58752,0,-5.491664229999999,8.26,128664,459,0.281424380838871,0.006959084887057543,0.001,458,1.0,0.06351955235004425,0.9331040605902672,,
58880,,,,,,0.47960349917411804,0.008232167921960354,0.001,459,1.0,0.09172721207141876,0.8669838905334473,5.6,-4.943848000000001
58880,0,-5.39478274,7.03,128844,460,,,,,,,,,
59008,0,-5.078865850000001,5.32,128992,461,0.6508027732372283,0.006674681790173054,0.001,460,1.0,0.05995014309883118,0.8003928065299988,,
59136,0,-5.01314289,5.28,129128,462,0.4642964869737625,0.006238479632884264,0.001,461,1.0,0.06139170750975609,0.8325068652629852,,
59264,0,-5.069250779999999,5.51,129263,463,0.6004288554191589,0.005439636763185263,0.001,462,1.0,0.05029028654098511,0.8362557590007782,,
59392,,,,,,1.1582373440265656,0.009063191711902618,0.001,463,1.0,0.07418166846036911,0.6520316302776337,5.2,-4.499467
59392,0,-5.22297176,6.85,129429,464,,,,,,,,,
59520,0,-5.292083979999998,6.94,129566,465,1.143613588809967,0.00901019386947155,0.001,464,1.0,0.07266215980052948,0.721817672252655,,
59648,0,-5.170500079999999,6.95,129704,466,0.8198263108730316,0.007672575302422047,0.001,465,1.0,0.04750248044729233,0.8080343008041382,,
59776,0,-5.5149901,8.55,129847,467,0.9040290117263794,0.006043450441211462,0.001,466,1.0,0.08225095272064209,0.8260801136493683,,
59904,,,,,,0.8751697421073914,0.005850828252732754,0.001,467,1.0,0.07255394011735916,0.8080125153064728,7.8,-5.4490368
59904,0,-5.60893377,8.52,130038,468,,,,,,,,,
60032,0,-5.512202010000001,7.22,130186,469,0.545762687921524,0.006828722544014454,0.001,468,1.0,0.0720641016960144,0.8546710908412933,,
60160,0,-5.433566449999998,7.03,130331,470,0.4379561275243759,0.008755658753216267,0.001,469,1.0,0.08338982611894608,0.8839410468935966,,
60288,0,-5.571533529999999,7.15,130469,471,0.4251757889986038,0.00858709029853344,0.001,470,1.0,0.0932999849319458,0.8891052305698395,,
60416,,,,,,0.4144959390163422,0.008557375520467758,0.001,471,1.0,0.10038556903600693,0.9030723199248314,7.8,-5.010216799999999
60416,0,-5.3019914,5.7,130648,472,,,,,,,,,
60544,0,-5.356363829999999,5.84,130795,473,0.4448450118303299,0.007636220194399357,0.001,472,1.0,0.07592760771512985,0.8902274295687675,,
60672,0,-5.368660640000001,5.86,130932,474,0.38450986742973325,0.0076658292673528194,0.001,473,1.0,0.10227974504232407,0.8860751986503601,,
60800,0,-5.39407469,5.85,131076,475,0.40000956058502196,0.007992001250386238,0.001,474,1.0,0.09099207073450089,0.8967412263154984,,
60928,,,,,,0.46770110428333284,0.006418358068913221,0.001,475,1.0,0.07688088715076447,0.856006383895874,5.2,-4.9775328000000005
60928,0,-5.39302121,5.96,131254,476,,,,,,,,,
61056,0,-5.2769290799999995,5.92,131392,477,0.39021258652210233,0.007596051320433617,0.001,476,1.0,0.08672827482223511,0.9007335007190704,,
61184,0,-5.168467809999999,5.8,131537,478,0.328031924366951,0.008675779215991497,0.001,477,1.0,0.07300424575805664,0.900210551917553,,
61312,0,-5.193561030000001,5.97,131676,479,0.44978201687335967,0.007255653850734234,0.001,478,1.0,0.1097644567489624,0.8711188733577728,,
61440,,,,,,0.5280809074640274,0.00843966193497181,0.001,479,1.0,0.06949812918901443,0.8626970499753952,5.0,-3.903052
61440,0,-5.211189869999999,5.99,131851,480,,,,,,,,,
61568,0,-5.20231317,6.08,131989,481,0.35112801790237425,0.00427675899118185,0.001,480,1.0,0.07845306396484375,0.909777007997036,,
61696,0,-5.38125982,6.22,132130,482,0.48777380883693694,0.00701990257948637,0.001,481,1.0,0.06675490736961365,0.8865961134433746,,
61824,0,-5.430584310000001,6.31,132269,483,0.44046607315540315,0.008925611153244972,0.001,482,1.0,0.08316570520401001,0.9019886925816536,,
61952,,,,,,0.32765850722789763,0.009634552523493767,0.001,483,1.0,0.10925877094268799,0.9125437289476395,6.4,-4.1664368000000005
61952,0,-5.412524659999999,6.38,132442,484,,,,,,,,,
62080,0,-5.393707189999999,6.44,132582,485,0.6802542865276336,0.007944166660308838,0.001,484,1.0,0.07991406321525574,0.820854589343071,,
62208,0,-5.35664486,6.33,132727,486,0.38666495978832244,0.0067845359444618225,0.001,485,1.0,0.08371918648481369,0.9026960730552673,,
62336,0,-5.20332921,6.18,132867,487,0.3429438591003418,0.008383819833397865,0.001,486,1.0,0.0814480260014534,0.9091977030038834,,
62464,,,,,,0.3606698602437973,0.00852255243808031,0.001,487,1.0,0.11398883908987045,0.903215728700161,6.2,-5.079873
62464,0,-5.14510179,6.15,133036,488,,,,,,,,,
62592,0,-5.0442922999999995,5.84,133166,489,0.39136935770511627,0.0071870796382427216,0.001,488,1.0,0.05856809392571449,0.8904605805873871,,
62720,0,-5.111218569999999,5.94,133296,490,0.25075961649417877,0.008642937056720257,0.001,489,1.0,0.08617858588695526,0.9263769537210464,,
62848,0,-5.079178659999999,5.83,133435,491,0.413660791516304,0.006444395985454321,0.001,490,1.0,0.06811168789863586,0.8886867240071297,,
62976,,,,,,0.3394156187772751,0.006106825545430183,0.001,491,1.0,0.06634499877691269,0.9225813820958138,7.2,-4.3045594000000005
62976,0,-5.317215100000002,5.84,133602,492,,,,,,,,,
63104,0,-5.2331432499999995,5.83,133721,493,0.26811671555042266,0.007205552887171507,0.001,492,1.0,0.08726052194833755,0.9360758364200592,,
63232,0,-5.2923887,6.52,133838,494,0.47747927010059354,0.009790741838514805,0.001,493,1.0,0.0728425458073616,0.8316843211650848,,
63360,0,-5.31488009,6.41,133963,495,0.3509108811616898,0.007043532095849514,0.001,494,1.0,0.08956348150968552,0.9056163504719734,,
63488,,,,,,0.4820393830537796,0.008657737635076046,0.001,495,1.0,0.09529843181371689,0.8805714026093483,7.4,-3.9863945999999997
63488,0,-5.311787430000001,6.51,134121,496,,,,,,,,,
63616,0,-5.374332690000001,6.58,134245,497,0.5850783944129944,0.009631622582674026,0.001,496,1.0,0.09198600053787231,0.8540030866861343,,
63744,0,-5.46929648,6.53,134370,498,0.37509739995002744,0.007148711942136288,0.001,497,1.0,0.08499127626419067,0.9146907180547714,,
63872,0,-5.337753049999999,5.92,134504,499,0.3454266458749771,0.00820701103657484,0.001,498,1.0,0.05968204140663147,0.9195114448666573,,
64000,,,,,,0.2982903629541397,0.009541019797325134,0.001,499,1.0,0.06463662534952164,0.9129319041967392,7.6,-6.000509200000001
64000,0,-5.31583789,5.95,134669,500,,,,,,,,,
64128,0,-5.24459417,6.02,134790,501,0.3173796087503433,0.006279932335019112,0.001,500,1.0,0.065711110830307,0.9173128455877304,,
64256,0,-5.053667000000001,6.05,134933,502,0.31731460988521576,0.008699455298483372,0.001,501,1.0,0.07542537152767181,0.897901363670826,,
64384,0,-4.94659323,6.01,135063,503,0.31395864486694336,0.006769406609237194,0.001,502,1.0,0.07915317267179489,0.9150336235761642,,
64512,,,,,,0.24838174432516097,0.007498950697481632,0.001,503,1.0,0.08254358917474747,0.9190415814518929,8.6,-5.1663478
64512,0,-4.958227920000001,6.17,135234,504,,,,,,,,,
64640,0,-5.01910462,6.15,135372,505,0.2963849753141403,0.007969510741531849,0.001,504,1.0,0.08680854737758636,0.9161947295069695,,
64768,0,-5.083430959999999,6.12,135507,506,0.31272219121456146,0.007816115394234657,0.001,505,1.0,0.09749972820281982,0.9268828108906746,,
64896,0,-5.239672099999999,6.28,135642,507,0.31694372594356535,0.005932880565524101,0.001,506,1.0,0.06164048612117767,0.9178231507539749,,
65024,,,,,,0.45225212872028353,0.00827975943684578,0.001,507,1.0,0.09496808052062988,0.8924840241670609,9.2,-5.1756308
65024,0,-5.2529821299999995,6.18,135815,508,,,,,,,,,
65152,0,-5.406917760000002,6.14,135958,509,0.31969315409660337,0.007828228175640106,0.001,508,1.0,0.0970555767416954,0.9098870307207108,,
65280,0,-5.325549410000001,6.07,136095,510,0.31828988492488863,0.00727823656052351,0.001,509,1.0,0.07136514782905579,0.9206180721521378,,
65408,0,-5.30900954,5.79,136239,511,0.27533161342144014,0.009794261306524277,0.001,510,1.0,0.09031057357788086,0.9364138692617416,,
65536,,,,,,0.33901569843292234,0.00547068752348423,0.001,511,1.0,0.05958648771047592,0.9091430380940437,7.0,-5.1900312
65536,0,-5.34881813,5.6,136418,512,,,,,,,,,
65664,0,-5.33594826,5.73,136555,513,0.30446542501449586,0.006877870298922062,0.001,512,1.0,0.06087078899145126,0.9386645443737507,,
65792,0,-5.392953500000001,5.61,136698,514,0.2964840143918991,0.007781264837831259,0.001,513,1.0,0.09456853568553925,0.9315155372023582,,
65920,0,-5.37373081,5.71,136834,515,0.28232620358467103,0.006796310655772686,0.001,514,1.0,0.06898966431617737,0.9366497471928596,,
66048,,,,,,0.2415478527545929,0.006170711014419794,0.001,515,1.0,0.06790346652269363,0.9357942193746567,4.6,-4.795581
66048,0,-5.201387019999999,5.64,137011,516,,,,,,,,,
66176,0,-5.135508699999999,5.44,137151,517,0.3068357050418854,0.009513212367892265,0.001,516,1.0,0.07391151785850525,0.9227578416466713,,
66304,0,-5.04387472,5.35,137296,518,0.21534307897090912,0.009640272706747055,0.001,517,1.0,0.10233458876609802,0.9416881166398525,,
66432,0,-5.0783627000000005,5.43,137432,519,0.2526552379131317,0.007483466528356075,0.001,518,1.0,0.07595689594745636,0.9410293810069561,,
66560,,,,,,0.17784356623888015,0.009843138977885246,0.001,519,1.0,0.10045714676380157,0.9419581480324268,5.8,-5.742678
66560,0,-5.09973103,5.4,137612,520,,,,,,,,,
66688,0,-5.118628709999999,5.52,137755,521,0.23593187630176543,0.00858592614531517,0.001,520,1.0,0.09213115274906158,0.9560474678874016,,
66816,0,-5.10714472,5.59,137901,522,0.22274384796619415,0.005972973071038723,0.001,521,1.0,0.10185128450393677,0.9217975065112114,,
66944,0,-5.04042876,5.5,138041,523,0.23690534234046937,0.007588527165353298,0.001,522,1.0,0.07194474339485168,0.9356616213917732,,
67072,,,,,,0.15146420747041703,0.009124845266342163,0.001,523,1.0,0.07024920731782913,0.9555092379450798,5.0,-5.0146682
67072,0,-5.01530379,5.53,138213,524,,,,,,,,,
67200,0,-5.10802786,5.56,138357,525,0.18340822607278823,0.007043486461043358,0.001,524,1.0,0.10413701087236404,0.9471763074398041,,
67328,0,-5.0930691900000005,5.55,138502,526,0.2116081327199936,0.007270366884768009,0.001,525,1.0,0.08667423576116562,0.9451574012637138,,
67456,0,-5.145691629999999,5.71,138628,527,0.19848959296941757,0.007374180946499109,0.001,526,1.0,0.07340242713689804,0.9448982402682304,,
67584,,,,,,0.2650288283824921,0.007295021787285805,0.001,527,1.0,0.08538252115249634,0.9347471743822098,4.2,-5.2627246
67584,0,-5.20168589,5.68,138804,528,,,,,,,,,
67712,0,-5.2257893300000005,5.59,138958,529,0.20633915513753892,0.006506737321615219,0.001,528,1.0,0.08374927937984467,0.9484979622066021,,
67840,0,-5.149593729999999,5.48,139104,530,0.3162834346294403,0.00670314347371459,0.001,529,1.0,0.0856667160987854,0.9299941286444664,,
67968,0,-5.17078446,5.34,139245,531,0.14541935101151465,0.008091466501355171,0.001,530,1.0,0.09202351421117783,0.9615507461130619,,
68096,,,,,,0.24635886698961257,0.009022371843457222,0.001,531,1.0,0.06910523772239685,0.9472027122974396,4.2,-4.289274000000001
68096,0,-5.13415802,5.31,139417,532,,,,,,,,,
