time/fps,train/adaptive_beta,time/total_timesteps,time/iterations,time/time_elapsed,train/approx_kl,train/explained_variance,train/learning_rate,train/loss,rollout/ep_rew_mean,train/n_updates,train/clip_fraction,train/entropy_loss,train/clip_range,rollout/ep_len_mean,train/policy_gradient_loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
0,0.5,64,1,212,,,,,,,,,,,,,,
0,0.5,128,2,456,0.011580729,0.000717461109161377,0.0003,941.2074584960938,-143.610671,10,0.0421875,-10.35486717224121,0.2,26.0,-0.057424533739686014,1921.9156616210937,,
0,0.5,192,3,700,0.0038684048,-0.010678768157958984,0.0003,594.27392578125,-181.2721235,20,0.0,-10.348658180236816,0.2,34.5,-0.028694922849535943,1219.911865234375,,
0,0.5,256,4,923,0.004023046,-0.02676701545715332,0.0003,912.35986328125,-181.2721235,30,0.0,-10.345159244537353,0.2,34.5,-0.029757974669337273,1862.32529296875,,
0,0.5,320,5,1148,0.0045712087,0.0067449212074279785,0.0003,832.05810546875,-304.5810945,40,0.0,-10.343294143676758,0.2,54.5,-0.03135069906711578,1701.4180419921875,,
0,0.5,384,6,1377,0.0045890696,-0.006039261817932129,0.0003,659.4425659179688,-304.5810945,50,0.0046875,-10.34161729812622,0.2,54.5,-0.028587790206074715,1350.765625,,
0,0.5,448,7,1583,0.007177433,0.0074762701988220215,0.0003,779.0828857421875,-338.8239552,60,0.01875,-10.336896514892578,0.2,59.4,-0.036144287511706355,1591.7677001953125,,
,0.5,512,,,0.003940736,0.004227995872497559,0.0003,601.8554077148438,,70,0.0,-10.331130504608154,0.2,,-0.0252707963809371,1232.7053466796874,-367.4914496,400.0
0,0.5,512,8,3179,,,,,-351.22906416666666,,,,,61.833333333333336,,,,
0,0.5,576,9,3413,0.0052206693,-0.0012720823287963867,0.0003,505.8117370605469,-313.63584144444445,80,0.0046875,-10.326515865325927,0.2,57.77777777777778,-0.03131582606583834,1034.9371154785156,,
0,0.5,640,10,3633,0.01136488,-0.00193023681640625,0.0003,457.2942199707031,-313.63584144444445,90,0.04375,-10.316432857513428,0.2,57.77777777777778,-0.044330539926886556,934.5888732910156,,
0,0.5,704,11,3865,0.0068464605,1.9609928131103516e-05,0.0003,875.7899780273438,-307.1895763,100,0.009375,-10.301343536376953,0.2,56.3,-0.032407117821276185,1774.483203125,,
0,0.5,768,12,4058,0.005970896,0.0005239248275756836,0.0003,574.0555419921875,-307.1895763,110,0.009375,-10.291825485229491,0.2,56.3,-0.027900742925703527,1166.7362426757813,,
0,0.5,832,13,4277,0.005287097,-0.00012969970703125,0.0003,626.6663208007812,-319.209062,120,0.0046875,-10.294569110870361,0.2,59.25,-0.022860552929341794,1271.94521484375,,
0,0.5,896,14,4505,0.0056809615,0.0008001327514648438,0.0003,565.8442993164062,-327.5280670769231,130,0.015625,-10.295953559875489,0.2,60.76923076923077,-0.028493178263306617,1150.1743774414062,,
0,0.5,960,15,4705,0.0041992944,-0.007896661758422852,0.0003,798.8165893554688,-327.5280670769231,140,0.0,-10.29249324798584,0.2,60.76923076923077,-0.025782493501901628,1618.487060546875,,
,0.5,1024,,,0.004904134,-0.00016307830810546875,0.0003,717.3021850585938,,150,0.0015625,-10.297591972351075,0.2,,-0.025267621129751207,1453.58701171875,-189.274469,400.0
0,0.5,1024,16,6268,,,,,-332.90976600000005,,,,,61.785714285714285,,,,
0,0.5,1088,17,6511,0.005631921,-0.0005638599395751953,0.0003,730.2772827148438,-339.08416866666664,160,0.0046875,-10.304187393188476,0.2,62.6,-0.027795988880097867,1478.657666015625,,
0,0.5,1152,18,6728,0.0073215766,0.0009872913360595703,0.0003,981.173583984375,-343.2910150625,170,0.0125,-10.304900932312012,0.2,63.625,-0.03227954283356667,1981.32578125,,
