time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/n_updates,train/explained_variance,train/learning_rate,train/is_line_search_success,train/kl_divergence_loss,train/value_loss,train/policy_objective,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
,2560,,,39,-0.00064849853515625,0.0003,1.0,0.004552904516458511,1006.7350280761718,0.2610229551792145,,,-195.61944499999998,336.0
15352,2560,0,40,,,,,,,,64.91666666666667,-333.83718274999995,,
15527,2624,0,41,40,-0.0011937618255615234,0.0003,1.0,0.003992091864347458,1292.7583251953124,0.24421833455562592,65.64864864864865,-335.6006413783783,,
15734,2688,0,42,41,-0.0032224655151367188,0.0003,1.0,0.004636708181351423,832.1997192382812,0.262783944606781,66.05263157894737,-337.6280617631578,,
15907,2752,0,43,42,0.0019128918647766113,0.0003,1.0,0.004349907394498587,1095.5598388671874,0.27398043870925903,65.0,-328.13088358536584,,
16073,2816,0,44,43,-0.000594019889831543,0.0003,1.0,0.0050008781254291534,225.2246551513672,0.20737849175930023,65.61904761904762,-329.0699464523809,,
16240,2880,0,45,44,-0.00014507770538330078,0.0003,1.0,0.005433964543044567,549.9386535644531,0.23937800526618958,65.61904761904762,-329.0699464523809,,
16430,2944,0,46,45,3.504753112792969e-05,0.0003,1.0,0.005549211986362934,688.5994018554687,0.21533258259296417,64.95348837209302,-323.8786990465116,,
16622,3008,0,47,46,-0.0005044937133789062,0.0003,1.0,0.005462112836539745,723.8953063964843,0.2205360233783722,64.3409090909091,-319.32270697727273,,
,3072,,,47,-0.0010949373245239258,0.0003,1.0,0.004402318969368935,770.289794921875,0.255605548620224,,,-207.5701022,266.8
18108,3072,0,48,,,,,,,,64.3409090909091,-319.32270697727273,,
18287,3136,0,49,48,-0.0004235506057739258,0.0003,1.0,0.004469371400773525,730.4699279785157,0.23616820573806763,65.13333333333334,-319.1050502888889,,
18483,3200,0,50,49,-0.002830982208251953,0.0003,1.0,0.004107279237359762,931.5609741210938,0.23508062958717346,65.84782608695652,-320.1407378695652,,
18658,3264,0,51,50,-0.00266110897064209,0.0003,1.0,0.004071568604558706,585.9422302246094,0.2528754472732544,66.1875,-319.5490905,,
18853,3328,0,52,51,0.0003864169120788574,0.0003,1.0,0.0043146368116140366,546.8181335449219,0.2960266172885895,66.1875,-319.5490905,,
19033,3392,0,53,52,4.601478576660156e-05,0.0003,1.0,0.004475411958992481,1090.3597900390625,0.23009255528450012,65.34693877551021,-315.1759573265306,,
19205,3456,0,54,53,-0.0013134479522705078,0.0003,1.0,0.004018381703644991,806.2404113769531,0.26668864488601685,65.34693877551021,-315.1759573265306,,
19388,3520,0,55,54,-0.0024257898330688477,0.0003,1.0,0.004119623452425003,589.2140197753906,0.2532636523246765,65.88,-316.51719149999997,,
,3584,,,55,-0.0005306005477905273,0.0003,1.0,0.004262788221240044,496.8935943603516,0.2481292337179184,,,-189.4780808,400.0
20952,3584,0,56,,,,,,,,65.71153846153847,-312.12498876923075,,
21116,3648,0,57,56,-0.001523137092590332,0.0003,1.0,0.004666162189096212,589.9231750488282,0.26087746024131775,65.71153846153847,-312.12498876923075,,
21317,3712,0,58,57,0.0009296536445617676,0.0003,1.0,0.0044922311790287495,681.9534973144531,0.24809645116329193,66.85185185185185,-314.4406937037037,,
21467,3776,0,59,58,0.0006055235862731934,0.0003,1.0,0.0050459448248147964,787.0004943847656,0.2701571583747864,66.85185185185185,-314.4406937037037,,
21651,3840,0,60,59,8.07642936706543e-05,0.0003,1.0,0.00587476184591651,524.1511291503906,0.22707341611385345,66.85185185185185,-314.4406937037037,,
21812,3904,0,61,60,2.199411392211914e-05,0.0003,1.0,0.0056547848507761955,891.1041687011718,0.20394426584243774,66.85185185185185,-314.4406937037037,,
21943,3968,0,62,61,1.2695789337158203e-05,0.0003,1.0,0.005838926415890455,523.0464721679688,0.22719420492649078,67.43636363636364,-315.5085732363636,,
22092,4032,0,63,62,1.3172626495361328e-05,0.0003,1.0,0.006364901550114155,321.02171020507814,0.22623398900032043,68.21428571428571,-316.01514317857146,,
,4096,,,63,6.35385513305664e-05,0.0003,1.0,0.004870330914855003,350.19410705566406,0.228751540184021,,,-182.9988252,400.0
23611,4096,0,64,,,,,,,,68.71929824561404,-316.5518433684211,,
23779,4160,0,65,64,-0.0012830495834350586,0.0003,1.0,0.004884673282504082,500.8288177490234,0.24207395315170288,69.44827586206897,-316.27601313793105,,
23993,4224,0,66,65,-0.0015139579772949219,0.0003,1.0,0.004730050452053547,398.58542785644534,0.2608572542667389,69.42372881355932,-313.63487096610174,,
24181,4288,0,67,66,-0.0011265277862548828,0.0003,1.0,0.005109271965920925,997.3439819335938,0.25919198989868164,69.42372881355932,-313.63487096610174,,
24370,4352,0,68,67,-0.0003287792205810547,0.0003,1.0,0.0040607089176774025,982.3681579589844,0.2607143223285675,68.73333333333333,-309.5957488166667,,
24552,4416,0,69,68,-0.0010193586349487305,0.0003,1.0,0.004426971077919006,697.8624694824218,0.26138412952423096,69.29032258064517,-310.824853483871,,
24742,4480,0,70,69,-0.0010221004486083984,0.0003,1.0,0.004305233713239431,703.4366088867188,0.2678845524787903,68.5079365079365,-307.1883072539683,,
24919,4544,0,71,70,-6.282329559326172e-05,0.0003,1.0,0.004362789914011955,932.9968139648438,0.24565409123897552,68.953125,-308.509897,,
,4608,,,71,-0.0003790855407714844,0.0003,1.0,0.0042924052104353905,947.2326538085938,0.26844847202301025,,,-195.6630088,360.0
26469,4608,0,72,,,,,,,,68.953125,-308.509897,,
26664,4672,0,73,72,-0.0007524490356445312,0.0003,1.0,0.004377163480967283,1038.1242797851562,0.25574469566345215,68.75757575757575,-307.18564972727273,,
26831,4736,0,74,73,-0.0006104707717895508,0.0003,1.0,0.004552873782813549,424.882177734375,0.27977627515792847,68.75757575757575,-307.18564972727273,,
27006,4800,0,75,74,-0.0009248256683349609,0.0003,1.0,0.0038693323731422424,748.0554321289062,0.23260551691055298,68.94029850746269,-308.8103635671642,,
27175,4864,0,76,75,-0.0002682209014892578,0.0003,1.0,0.0033698263578116894,655.0014404296875,0.24668167531490326,69.6029411764706,-309.37494617647053,,
27324,4928,0,77,76,-0.0003685951232910156,0.0003,1.0,0.0046793194487690926,596.9526123046875,0.2439514398574829,69.6029411764706,-309.37494617647053,,
27464,4992,0,78,77,-0.0007691383361816406,0.0003,1.0,0.0036762049421668053,569.6938049316407,0.2380414456129074,69.6029411764706,-309.37494617647053,,
27611,5056,0,79,78,-0.0005235671997070312,0.0003,1.0,0.0047864653170108795,367.1323577880859,0.2576506733894348,69.6029411764706,-309.37494617647053,,
