train/adaptive_beta,time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,train/value_loss,train/n_updates,train/is_line_search_success,train/learning_rate,train/kl_divergence_loss,train/explained_variance,train/policy_objective,eval/mean_reward,eval/mean_ep_length
0.42868749999999994,19840,-5.340315729999999,155,0,8.11,35602,0.18054497092962266,154,1.0,0.001,0.4300895035266876,0.7671881169080734,0.20653049647808075,,
0.42868749999999994,19968,,,,,,0.16391703486442566,155,1.0,0.001,0.11978615820407867,0.9232413992285728,0.013218533247709274,-7.4672324,18.8
0.42868749999999994,19968,-5.36655026,156,0,8.27,35703,,,,,,,,,
0.40725312499999994,20096,-5.3323206899999995,157,0,8.47,35761,0.136286860704422,156,1.0,0.001,0.3455702066421509,0.8639289736747742,0.37463465332984924,,
0.40725312499999994,20224,-5.3323206899999995,158,0,8.47,35819,0.2656337171792984,157,1.0,0.001,0.09608250856399536,0.6651075780391693,0.01815778948366642,,
0.40725312499999994,20352,-5.3323206899999995,159,0,8.47,35878,0.07683764286339283,158,1.0,0.001,0.1891586035490036,0.825719490647316,0.07421067357063293,,
0.40725312499999994,20480,,,,,,0.09420093819499016,159,1.0,0.001,0.06025797501206398,-0.19470834732055664,0.05288056284189224,-181.13997519999998,400.0
0.40725312499999994,20480,-5.3323206899999995,160,0,8.47,36845,,,,,,,,,
0.40725312499999994,20608,-5.3323206899999995,161,0,8.47,36903,0.04628632925450802,160,1.0,0.001,0.018595175817608833,-0.017098069190979004,7.140263915061951e-05,,
0.40725312499999994,20736,-5.4557790299999995,162,0,12.28,36961,0.04284243676811457,161,0.0,0.001,0.0,0.002469003200531006,-8.195638656616211e-08,,
0.40725312499999994,20864,-5.608828139999999,163,0,16.04,37019,0.7905418395996093,162,1.0,0.001,0.17898231744766235,0.21194946765899658,0.010296087712049484,,
0.40725312499999994,20992,,,,,,1.3277716755867004,163,1.0,0.001,0.4082597494125366,0.5321824252605438,0.1368929147720337,-9.0525948,167.4
0.40725312499999994,20992,-5.752155519999999,164,0,20.49,37459,,,,,,,,,
0.40725312499999994,21120,-5.737085690000002,165,0,20.79,37517,2.1289184212684633,164,1.0,0.001,0.3480069637298584,0.5470854938030243,0.05182463675737381,,
0.40725312499999994,21248,-5.729742490000001,166,0,20.92,37576,0.8837911784648895,165,1.0,0.001,0.18336734175682068,0.6925036609172821,0.04041407257318497,,
0.40725312499999994,21376,-5.94383672,167,0,25.51,37634,0.3099869638681412,166,1.0,0.001,0.4874894618988037,0.5989863872528076,0.06599375605583191,,
0.40725312499999994,21504,,,,,,0.867711353302002,167,1.0,0.001,0.2194267362356186,0.8114043772220612,0.033341024070978165,-6.0710152,16.4
0.40725312499999994,21504,-5.994501740000001,168,0,26.31,37730,,,,,,,,,
0.40725312499999994,21632,-6.10546566,169,0,27.02,37788,0.27981560230255126,168,1.0,0.001,0.12576045095920563,0.9533854238688946,0.09550715982913971,,
0.40725312499999994,21760,-6.23177848,170,0,27.73,37846,0.28477874845266343,169,1.0,0.001,0.2729804515838623,0.9359950423240662,0.03981415927410126,,
0.40725312499999994,21888,-6.300042090000001,171,0,28.51,37907,0.1899547815322876,170,1.0,0.001,0.37742558121681213,0.9493573121726513,0.3858044743537903,,
0.40725312499999994,22016,,,,,,0.10802070647478104,171,1.0,0.001,0.13925328850746155,0.9816567562520504,3.507535219192505,-6.924913799999999,20.0
0.40725312499999994,22016,-6.42187482,172,0,29.4,38015,,,,,,,,,
0.40725312499999994,22144,-6.478059070000001,173,0,30.1,38074,0.13606215864419938,172,1.0,0.001,0.11211047321557999,0.9781682323664427,0.10432218015193939,,
0.40725312499999994,22272,-6.536059970000001,174,0,30.68,38133,0.08088497817516327,173,1.0,0.001,0.473599374294281,0.9798077028244734,1.6271182298660278,,
0.40725312499999994,22400,-6.5509781899999995,175,0,31.38,38191,0.08615337945520878,174,1.0,0.001,0.32738372683525085,0.9729471113532782,0.12013161182403564,,
0.40725312499999994,22528,,,,,,0.09130325019359589,175,1.0,0.001,0.27447521686553955,0.9693118538707495,0.6156976819038391,-5.076183,17.2
0.40725312499999994,22528,-6.630479750000002,176,0,32.09,38289,,,,,,,,,
0.40725312499999994,22656,-6.5635159299999986,177,0,31.83,38348,0.1418281078338623,176,1.0,0.001,0.3866329789161682,0.9629691578447819,0.2204563319683075,,
0.40725312499999994,22784,-6.106861060000001,178,0,20.64,38407,0.0768926814198494,177,1.0,0.001,0.19141152501106262,0.975804291665554,0.20972713828086853,,
0.40725312499999994,22912,-6.129404280000001,179,0,20.71,38465,0.07509723976254463,178,1.0,0.001,0.43626999855041504,0.9736066367477179,0.009350787848234177,,
0.40725312499999994,23040,,,,,,0.12128013595938683,179,1.0,0.001,0.38778239488601685,0.9677111841738224,0.698868989944458,-5.492915000000001,17.6
0.40725312499999994,23040,-5.949344390000001,180,0,16.72,38564,,,,,,,,,
0.40725312499999994,23168,-5.94963095,181,0,16.69,38623,0.09041284471750259,180,1.0,0.001,0.4989878237247467,0.9681614637374878,0.24931056797504425,,
0.40725312499999994,23296,-5.9117419899999994,182,0,16.5,38681,0.09683139845728875,181,1.0,0.001,0.36025840044021606,0.9804071616381407,0.19915354251861572,,
0.40725312499999994,23424,-5.834758389999999,183,0,16.38,38740,0.08348558321595193,182,1.0,0.001,0.30620700120925903,0.980830205604434,0.004412420094013214,,
0.40725312499999994,23552,,,,,,0.2804370567202568,183,1.0,0.001,0.3517240881919861,0.9338833019137383,0.3944229483604431,-98.83458479999999,400.0
0.40725312499999994,23552,-5.90719773,184,0,16.26,39706,,,,,,,,,
0.40725312499999994,23680,-5.824223409999999,185,0,15.97,39764,0.3065959721803665,184,1.0,0.001,0.24813902378082275,0.9329780489206314,0.10071469843387604,,
0.40725312499999994,23808,-5.83558033,186,0,15.8,39823,0.29496957659721373,185,1.0,0.001,0.1917230486869812,0.9273144155740738,0.16191068291664124,,
0.40725312499999994,23936,-5.784490519999999,187,0,15.67,39881,0.13769360408186912,186,1.0,0.001,0.13668343424797058,0.9793163370341063,0.08249686658382416,,
0.40725312499999994,24064,,,,,,0.07854267209768295,187,1.0,0.001,0.2957197427749634,0.9816969390958548,0.2645258903503418,-5.9189306,19.2
0.40725312499999994,24064,-5.81474435,188,0,15.8,39983,,,,,,,,,
0.40725312499999994,24192,-5.84182069,189,0,15.87,40042,0.06920955702662468,188,1.0,0.001,0.32717880606651306,0.9841367900371552,0.3094852566719055,,
0.40725312499999994,24320,-5.877734610000001,190,0,16.1,40101,0.06880479529500008,189,1.0,0.001,0.479536235332489,0.9793809037655592,0.09269680827856064,,
0.40725312499999994,24448,-5.9619000600000005,191,0,16.42,40159,0.06302981190383435,190,1.0,0.001,0.049742698669433594,0.9818413704633713,0.042452871799468994,,
0.40725312499999994,24576,,,,,,0.041813822090625764,191,1.0,0.001,0.17755255103111267,0.9888315051794052,0.046404507011175156,-5.7570804,19.2
0.40725312499999994,24576,-5.94904318,192,0,16.3,40262,,,,,,,,,
0.40725312499999994,24704,-6.007965340000002,193,0,16.19,40321,0.0785014882683754,192,1.0,0.001,0.34013813734054565,0.9738419651985168,0.00968320295214653,,
0.40725312499999994,24832,-5.93062787,194,0,16.21,40379,0.05539660640060902,193,1.0,0.001,0.24325931072235107,0.9875933602452278,0.01765618473291397,,
0.40725312499999994,24960,-5.911506240000001,195,0,16.4,40438,0.08430828154087067,194,1.0,0.001,0.3674013614654541,0.9560236558318138,0.028493370860815048,,
0.38689046874999994,25088,,,,,,0.09747443795204162,195,1.0,0.001,0.23731447756290436,0.9656050093472004,0.2732912302017212,-9.3466978,171.6
0.38689046874999994,25088,-5.840705870000001,196,0,16.62,40887,,,,,,,,,
0.38689046874999994,25216,-5.75526671,197,0,16.43,40945,0.07486762329936028,196,1.0,0.001,0.36611229181289673,0.9255000203847885,0.05030340328812599,,
0.38689046874999994,25344,-5.57672011,198,0,16.15,41004,0.12143598198890686,197,1.0,0.001,0.4905632734298706,0.9535404369235039,0.04589805379509926,,
0.38689046874999994,25472,-5.626825489999999,199,0,17.77,41063,0.22694526016712188,198,1.0,0.001,0.4418235123157501,0.9135261923074722,0.04520028829574585,,
0.38689046874999994,25600,,,,,,0.25803713500499725,199,1.0,0.001,0.2277580052614212,0.905251756310463,0.1245502457022667,-6.609541,30.2
0.38689046874999994,25600,-5.557112479999998,200,0,17.8,41191,,,,,,,,,
0.38689046874999994,25728,-5.547722070000001,201,0,17.8,41249,0.15574213415384291,200,1.0,0.001,0.3414621353149414,0.9501744098961353,1.970175862312317,,
0.38689046874999994,25856,-5.4261104100000015,202,0,17.49,41308,0.07401889152824878,201,1.0,0.001,0.35568612813949585,0.9718662090599537,0.052105747163295746,,
0.38689046874999994,25984,-5.4019277,203,0,17.3,41367,0.14812925159931184,202,1.0,0.001,0.35264337062835693,0.947069339454174,0.20200464129447937,,
0.38689046874999994,26112,,,,,,0.07641825303435326,203,1.0,0.001,0.09046562016010284,0.9788650497794151,0.12101373076438904,-6.001916,16.8
0.38689046874999994,26112,-5.36216112,204,0,17.04,41464,,,,,,,,,
0.38689046874999994,26240,-5.345841429999999,205,0,16.84,41523,0.07854855358600617,204,1.0,0.001,0.21606910228729248,0.9619512259960175,0.08044125139713287,,
0.38689046874999994,26368,-5.36301064,206,0,17.32,41581,0.174731020629406,205,1.0,0.001,0.47167134284973145,0.930593878030777,0.2630292475223541,,
0.38689046874999994,26496,-5.34141956,207,0,16.92,41640,0.10861565917730331,206,1.0,0.001,0.09602530300617218,0.965505700558424,0.12699931859970093,,
0.38689046874999994,26624,,,,,,0.0784539058804512,207,1.0,0.001,0.11346850544214249,0.9782834406942129,0.028721481561660767,-5.416565,12.4
0.38689046874999994,26624,-5.300020460000002,208,0,16.0,41727,,,,,,,,,
0.38689046874999994,26752,-5.2120133399999995,209,0,15.9,41786,0.0579741895198822,208,1.0,0.001,0.3315712511539459,0.9758392702788115,0.36041760444641113,,
0.38689046874999994,26880,-5.222904060000001,210,0,16.1,41844,0.03560578897595405,209,1.0,0.001,0.4012623429298401,0.9908320074900985,0.04374425858259201,,
0.38689046874999994,27008,-5.19400913,211,0,16.08,41902,0.06331118643283844,210,1.0,0.001,0.37496310472488403,0.9511448219418526,0.04889480024576187,,
0.38689046874999994,27136,,,,,,0.09480451866984367,211,1.0,0.001,0.4113067388534546,0.8732873648405075,1.5204061269760132,-6.906385,10.8
0.38689046874999994,27136,-5.1212323,212,0,14.29,41985,,,,,,,,,
0.38689046874999994,27264,-5.19199544,213,0,15.21,42044,0.24391104727983476,212,1.0,0.001,0.2962160110473633,0.9107308760285378,0.06707535684108734,,
0.38689046874999994,27392,-5.39233408,214,0,17.41,42102,0.35184474289417267,213,1.0,0.001,0.20774073898792267,0.8298002779483795,0.039028316736221313,,
0.38689046874999994,27520,-5.425344750000002,215,0,17.43,42161,0.3499430626630783,214,1.0,0.001,0.1517469882965088,0.8951260447502136,0.07580754905939102,,
0.38689046874999994,27648,,,,,,0.2182653322815895,215,1.0,0.001,0.24603131413459778,0.9397505670785904,0.055768512189388275,-4.7984682,15.8
0.38689046874999994,27648,-5.42048012,216,0,17.77,42255,,,,,,,,,
0.38689046874999994,27776,-5.45109484,217,0,18.19,42316,0.0741680957376957,216,1.0,0.001,0.3636062443256378,0.9740737043321133,0.0655718445777893,,
0.38689046874999994,27904,-5.48690771,218,0,18.44,42375,0.39761305451393125,217,1.0,0.001,0.3924943804740906,0.852401852607727,0.4414167106151581,,
0.38689046874999994,28032,-5.58958389,219,0,19.02,42434,0.11684609428048134,218,1.0,0.001,0.35648685693740845,0.9725768025964499,0.19323387742042542,,
0.38689046874999994,28160,,,,,,0.12935170903801918,219,1.0,0.001,0.35077595710754395,0.9581683427095413,0.12755924463272095,-5.0462988,15.0
0.38689046874999994,28160,-5.556139830000001,220,0,18.26,42527,,,,,,,,,
0.38689046874999994,28288,-5.56906745,221,0,18.31,42585,0.08035350367426872,220,1.0,0.001,0.24858082830905914,0.967392772436142,0.19402451813220978,,
0.38689046874999994,28416,-5.54943767,222,0,18.55,42643,0.11171795278787613,221,1.0,0.001,0.33371326327323914,0.9665740244090557,0.19631747901439667,,
0.38689046874999994,28544,-5.662267210000001,223,0,19.03,42702,0.06724537648260594,222,1.0,0.001,0.48083215951919556,0.9810717031359673,0.035427533090114594,,
0.38689046874999994,28672,,,,,,0.0925817348062992,223,1.0,0.001,0.21713924407958984,0.9596818462014198,0.13658788800239563,-5.7073054,17.6
0.38689046874999994,28672,-5.715602710000001,224,0,19.12,42801,,,,,,,,,
0.38689046874999994,28800,-5.671181670000001,225,0,17.84,42860,0.09982099309563637,224,1.0,0.001,0.30596819519996643,0.9619546420872211,0.04727260768413544,,
0.38689046874999994,28928,-5.52769187,226,0,15.1,42918,0.21739958226680756,225,1.0,0.001,0.22198331356048584,0.9455793537199497,0.15648414194583893,,
0.38689046874999994,29056,-5.54349476,227,0,14.35,42976,0.07228244841098785,226,1.0,0.001,0.2394765019416809,0.9816548060625792,0.1409311145544052,,
0.38689046874999994,29184,,,,,,0.048427901417016986,227,1.0,0.001,0.16824737191200256,0.9910383587703109,0.05697166919708252,-5.764029,11.8
0.38689046874999994,29184,-5.588473130000001,228,0,13.61,43062,,,,,,,,,
0.38689046874999994,29312,-5.5332292999999995,229,0,13.04,43121,0.05753691159188747,228,1.0,0.001,0.14373058080673218,0.9849530905485153,0.006846236065030098,,
0.38689046874999994,29440,-5.51964337,230,0,12.71,43179,0.031059466302394867,229,1.0,0.001,0.12907060980796814,0.993075274862349,0.07377315312623978,,
0.38689046874999994,29568,-5.414347650000001,231,0,12.59,43238,0.03360608350485563,230,1.0,0.001,0.10554345697164536,0.9908670419827104,0.097246915102005,,
0.38689046874999994,29696,,,,,,0.0169575079344213,231,1.0,0.001,0.2245025932788849,0.9934610528871417,0.06795430183410645,-4.705093,14.6
0.38689046874999994,29696,-5.363976279999999,232,0,12.1,43330,,,,,,,,,
0.38689046874999994,29824,-5.386653689999999,233,0,11.85,43389,0.05356415212154388,232,1.0,0.001,0.29760438203811646,0.98701679892838,0.07454903423786163,,
0.38689046874999994,29952,-5.326860670000001,234,0,11.68,43447,0.051847878471016885,233,1.0,0.001,0.22270017862319946,0.9813539534807205,0.04238315299153328,,
0.3675459453124999,30080,-5.33425525,235,0,11.96,43506,0.034506211429834364,234,1.0,0.001,0.2210812270641327,0.9933026325888932,0.08163872361183167,,
0.3675459453124999,30208,,,,,,0.04545101188123226,235,1.0,0.001,0.24789384007453918,0.9872660646215081,0.14529705047607422,-5.569608799999999,15.4
0.3675459453124999,30208,-5.260570529999998,236,0,12.23,43599,,,,,,,,,
0.3675459453124999,30336,-5.226090500000001,237,0,12.47,43657,0.04438217766582966,236,1.0,0.001,0.16948021948337555,0.9473139271140099,0.06343979388475418,,
0.3675459453124999,30464,-5.14457733,238,0,12.4,43716,0.05402772054076195,237,1.0,0.001,0.20102016627788544,0.9795009437948465,0.03991537541151047,,
0.3675459453124999,30592,-5.22522247,239,0,13.47,43774,0.12569225803017617,238,1.0,0.001,0.11313819885253906,0.961875606328249,0.00968671590089798,,
0.3675459453124999,30720,,,,,,0.07577972188591957,239,1.0,0.001,0.3758942186832428,0.9797513969242573,0.10962941497564316,-5.052212,11.6
0.3675459453124999,30720,-5.159805,240,0,13.38,43859,,,,,,,,,
0.3675459453124999,30848,-5.249419069999999,241,0,13.5,43918,0.08452117815613747,240,1.0,0.001,0.22168079018592834,0.9775693789124489,0.04349770396947861,,
0.3675459453124999,30976,-5.268245960000001,242,0,13.7,43977,0.051446151360869406,241,1.0,0.001,0.1812053769826889,0.9841629844158888,0.1295696645975113,,
0.3675459453124999,31104,-5.2685062600000006,243,0,13.96,44035,0.06767053231596946,242,1.0,0.001,0.3945964276790619,0.9612539932131767,0.21118609607219696,,
0.3675459453124999,31232,,,,,,0.04376795068383217,243,1.0,0.001,0.3494372069835663,0.9821812994778156,0.06244387477636337,-5.660591000000001,11.2
0.3675459453124999,31232,-5.20098732,244,0,14.01,44119,,,,,,,,,
0.3675459453124999,31360,-5.306441019999999,245,0,14.03,44178,0.04279305934906006,244,1.0,0.001,0.3000696301460266,0.989524295553565,0.00944267213344574,,
0.3675459453124999,31488,-5.30568995,246,0,13.76,44236,0.09391169622540474,245,1.0,0.001,0.3612343966960907,0.9817009307444096,0.1923747956752777,,
0.3675459453124999,31616,-5.32099637,247,0,13.72,44295,0.057815064862370494,246,1.0,0.001,0.32619917392730713,0.9851233009248972,0.394747793674469,,
0.3675459453124999,31744,,,,,,0.11809716150164604,247,1.0,0.001,0.20940940082073212,0.9437156431376934,0.1311044991016388,-4.233404200000001,12.4
0.3675459453124999,31744,-5.375788029999999,248,0,14.08,44382,,,,,,,,,
0.3675459453124999,31872,-5.363598109999999,249,0,14.06,44440,0.0773986004292965,248,1.0,0.001,0.27351754903793335,0.9279078394174576,0.09301048517227173,,
0.3675459453124999,32000,-5.405479649999998,250,0,14.39,44498,0.10794111043214798,249,1.0,0.001,0.38412636518478394,0.9541479386389256,0.17273442447185516,,
0.3675459453124999,32128,-5.405479649999998,251,0,14.39,44556,0.16610901355743407,250,1.0,0.001,0.05365464836359024,0.7617452889680862,0.023305101320147514,,
0.3675459453124999,32256,,,,,,0.05581404082477093,251,1.0,0.001,0.1772351711988449,0.7879145741462708,0.047735944390296936,-180.3990392,400.0
0.3675459453124999,32256,-5.405479649999998,252,0,14.39,45518,,,,,,,,,
0.3675459453124999,32384,-5.405479649999998,253,0,14.39,45576,0.05263217985630035,252,1.0,0.001,0.2658487558364868,0.052535176277160645,9.220093488693237e-08,,
0.3675459453124999,32512,-5.405479649999998,254,0,14.39,45634,0.049311640486121175,253,1.0,0.001,0.041296422481536865,0.24406790733337402,0.01757045090198517,,
0.3675459453124999,32640,-5.405479649999998,255,0,14.39,45691,0.053687707707285884,254,1.0,0.001,0.006704927422106266,0.050307273864746094,0.007219390943646431,,
0.3675459453124999,32768,,,,,,0.05274557955563068,255,1.0,0.001,0.33701908588409424,0.06640279293060303,3.559514880180359e-06,-168.05625519999998,400.0
0.3675459453124999,32768,-5.405479649999998,256,0,14.39,46654,,,,,,,,,
0.3675459453124999,32896,-5.405479649999998,257,0,14.39,46712,0.05627521462738514,256,1.0,0.001,0.32306575775146484,-0.023604154586791992,0.06701666861772537,,
0.3675459453124999,33024,-5.405479649999998,258,0,14.39,46770,0.05525155775249004,257,1.0,0.001,0.2392786145210266,0.1102677583694458,0.11161728203296661,,
0.3675459453124999,33152,-5.60534822,259,0,22.15,46828,0.05588276106864214,258,1.0,0.001,0.3611115515232086,0.10679739713668823,0.04339439794421196,,
0.3675459453124999,33280,,,,,,3.6755088567733765,259,1.0,0.001,0.1769811362028122,0.4912750720977783,0.025239713490009308,-180.90194660000003,400.0
0.3675459453124999,33280,-5.60534822,260,0,22.15,47785,,,,,,,,,
0.3675459453124999,33408,-5.748955409999999,261,0,26.05,47843,6.504721021652221,260,1.0,0.001,0.20497579872608185,0.6846959292888641,0.060354508459568024,,
0.3675459453124999,33536,-5.748955409999999,262,0,26.05,47901,14.453435039520263,261,1.0,0.001,0.27708178758621216,0.7180532515048981,0.04536588862538338,,
0.3675459453124999,33664,-5.83674938,263,0,29.91,47959,17.095842170715333,262,1.0,0.001,0.18193265795707703,0.7698497176170349,0.028387179598212242,,
0.3675459453124999,33792,,,,,,18.599842262268066,263,1.0,0.001,0.07262490689754486,0.6605318188667297,0.008652051910758018,-172.9263276,400.0
0.3675459453124999,33792,-5.83674938,264,0,29.91,48920,,,,,,,,,
0.3675459453124999,33920,-5.83674938,265,0,29.91,48978,22.950886917114257,264,1.0,0.001,0.12328963726758957,-0.004971742630004883,6.684288382530212e-05,,
0.3675459453124999,34048,-5.83674938,266,0,29.91,49036,21.7203031539917,265,1.0,0.001,0.01620989665389061,0.00019061565399169922,0.03425534814596176,,
0.3675459453124999,34176,-5.83674938,267,0,29.91,49094,23.59392719268799,266,1.0,0.001,0.3888862133026123,-2.586841583251953e-05,0.042525626718997955,,
0.3675459453124999,34304,,,,,,21.68481273651123,267,1.0,0.001,0.41842782497406006,0.00031870603561401367,0.2783673107624054,-181.036819,400.0
0.3675459453124999,34304,-5.83674938,268,0,29.91,50056,,,,,,,,,
0.3675459453124999,34432,-5.83674938,269,0,29.91,50114,17.839250755310058,268,1.0,0.001,0.05505003780126572,0.0011188387870788574,0.037293512374162674,,
0.3675459453124999,34560,-5.83674938,270,0,29.91,50172,22.296291160583497,269,1.0,0.001,0.003705267794430256,-4.589557647705078e-05,0.004566386342048645,,
0.3675459453124999,34688,-9.24605909,271,0,37.71,50230,23.83935127258301,270,1.0,0.001,0.04909631609916687,1.2278556823730469e-05,7.003545761108398e-07,,
0.3675459453124999,34816,,,,,,39.087380981445314,271,1.0,0.001,0.3374270796775818,-1.430511474609375e-05,0.0003822743892669678,-181.0765668,400.0
0.3675459453124999,34816,-10.9697775,272,0,41.31,51227,,,,,,,,,
0.3675459453124999,34944,-12.70059614,273,0,44.55,51333,63.71008491516113,272,1.0,0.001,0.027033302932977676,-7.987022399902344e-06,0.025185341015458107,,
0.34916864804687486,35072,-12.70059614,274,0,44.55,51491,87.7132453918457,273,1.0,0.001,0.23737645149230957,-3.159046173095703e-05,0.21439096331596375,,
0.34916864804687486,35200,-12.70059614,275,0,44.55,51648,257.16133270263674,274,1.0,0.001,0.11730529367923737,6.318092346191406e-06,0.06586740911006927,,
0.34916864804687486,35328,,,,,,197.105078125,275,1.0,0.001,0.2573132812976837,4.5299530029296875e-06,0.19844463467597961,-181.3976668,400.0
0.34916864804687486,35328,-12.70059614,276,0,44.55,52638,,,,,,,,,
0.34916864804687486,35456,-12.70059614,277,0,44.55,52696,53.97869110107422,276,1.0,0.001,0.11294390261173248,-8.106231689453125e-06,0.07826855778694153,,
0.34916864804687486,35584,-16.23135636,278,0,48.4,52758,23.587912559509277,277,1.0,0.001,0.010735362768173218,-6.794929504394531e-06,0.006634937599301338,,
0.34916864804687486,35712,-18.003038500000002,279,0,50.37,52851,57.21097068786621,278,1.0,0.001,0.2774350643157959,-1.1086463928222656e-05,0.0744013637304306,,
0.34916864804687486,35840,,,,,,79.41433181762696,279,1.0,0.001,0.0876716747879982,1.6808509826660156e-05,0.03535465523600578,-180.7744194,400.0
0.34916864804687486,35840,-18.003038500000002,280,0,50.37,53819,,,,,,,,,
0.34916864804687486,35968,-19.7122856,281,0,51.53,53877,26.822640419006348,280,1.0,0.001,0.013331356458365917,-5.602836608886719e-06,0.0012386627495288849,,
0.34916864804687486,36096,-19.7122856,282,0,51.53,53965,38.79399795532227,281,1.0,0.001,0.3848671317100525,-2.7418136596679688e-06,0.0009591206908226013,,
0.34916864804687486,36224,-19.7122856,283,0,51.53,54026,69.15775299072266,282,1.0,0.001,0.038499779999256134,-1.0848045349121094e-05,0.07590164244174957,,
0.34916864804687486,36352,,,,,,25.03869800567627,283,1.0,0.001,0.002636161632835865,1.8477439880371094e-06,0.014751069247722626,-180.87441819999998,400.0
0.34916864804687486,36352,-19.7122856,284,0,51.53,54989,,,,,,,,,
0.34916864804687486,36480,-19.7122856,285,0,51.53,55047,23.757454681396485,284,1.0,0.001,0.0922432616353035,-3.0994415283203125e-06,4.7124922275543213e-07,,
0.34916864804687486,36608,-19.7122856,286,0,51.53,55105,23.884702491760255,285,1.0,0.001,0.36750996112823486,-3.337860107421875e-06,0.017436809837818146,,
0.34916864804687486,36736,-19.7122856,287,0,51.53,55163,23.923284912109374,286,1.0,0.001,0.4980282485485077,8.344650268554688e-07,0.08035187423229218,,
0.34916864804687486,36864,,,,,,23.933716011047363,287,1.0,0.001,0.43784084916114807,1.5497207641601562e-06,0.02824297547340393,-180.93708840000002,400.0
0.34916864804687486,36864,-19.7122856,288,0,51.53,56130,,,,,,,,,
0.34916864804687486,36992,-23.233399140000003,289,0,58.69,56188,23.935118675231934,288,1.0,0.001,0.023457884788513184,-1.3113021850585938e-06,0.0014430955052375793,,
0.34916864804687486,37120,-25.001803940000006,290,0,62.11,56246,106.4556785583496,289,1.0,0.001,0.27227750420570374,-8.106231689453125e-06,0.009948540478944778,,
0.34916864804687486,37248,-25.001803940000006,291,0,62.11,56304,64.61321258544922,290,1.0,0.001,0.48158252239227295,-1.0609626770019531e-05,0.012630211189389229,,
0.34916864804687486,37376,,,,,,25.08658847808838,291,1.0,0.001,4.6118006139295176e-05,4.827976226806641e-06,5.301088094711304e-06,-181.1873362,400.0
0.34916864804687486,37376,-26.735293130000006,292,0,65.57,57268,,,,,,,,,
0.34916864804687486,37504,-26.735293130000006,293,0,65.57,57326,68.0141098022461,292,1.0,0.001,0.0011946267914026976,-1.0728836059570312e-05,1.4660879969596863e-05,,
0.34916864804687486,37632,-26.735293130000006,294,0,65.57,57384,24.856350135803222,293,1.0,0.001,0.25895434617996216,-5.960464477539062e-07,-7.82310962677002e-08,,
0.34916864804687486,37760,-26.735293130000006,295,0,65.57,57442,24.18759536743164,294,1.0,0.001,0.03910046070814133,-2.5033950805664062e-06,0.006738806143403053,,
0.34916864804687486,37888,,,,,,23.99010124206543,295,1.0,0.001,0.19254708290100098,-1.1920928955078125e-06,3.3527612686157227e-08,-181.20289780000002,400.0
0.34916864804687486,37888,-26.735293130000006,296,0,65.57,58405,,,,,,,,,
0.34916864804687486,38016,-26.735293130000006,297,0,65.57,58464,23.925607872009277,296,1.0,0.001,0.46530163288116455,-2.2649765014648438e-06,0.09168283641338348,,
0.34916864804687486,38144,-26.735293130000006,298,0,65.57,58521,23.903237342834473,297,1.0,0.001,0.4520200192928314,2.384185791015625e-07,0.09131594002246857,,
0.34916864804687486,38272,-26.735293130000006,299,0,65.57,58579,23.89431095123291,298,1.0,0.001,0.14352980256080627,1.7881393432617188e-06,0.02610929310321808,,
0.34916864804687486,38400,,,,,,23.889718437194823,299,1.0,0.001,0.01693832501769066,-1.7881393432617188e-06,0.001376621425151825,-181.9843958,400.0
0.34916864804687486,38400,-26.735293130000006,300,0,65.57,59545,,,,,,,,,
0.34916864804687486,38528,-26.735293130000006,301,0,65.57,59604,23.88646583557129,300,1.0,0.001,0.0005929489270783961,2.6226043701171875e-06,-1.424923539161682e-07,,
0.34916864804687486,38656,-31.997196830000007,302,0,77.24,59662,23.883708190917968,301,1.0,0.001,0.00011062619887525216,9.5367431640625e-07,-1.2665987014770508e-07,,
0.34916864804687486,38784,-31.997196830000007,303,0,77.24,59720,200.96105346679687,302,0.0,0.001,0.0,7.987022399902344e-06,2.421438694000244e-08,,
0.34916864804687486,38912,,,,,,26.409320449829103,303,0.0,0.001,0.0,-3.0994415283203125e-06,-3.725290298461914e-08,-181.4487052,400.0
0.34916864804687486,38912,-31.997196830000007,304,0,77.24,60686,,,,,,,,,
0.34916864804687486,39040,-33.739109060000004,305,0,81.11,60744,24.596682739257812,304,0.0,0.001,0.0,-2.7418136596679688e-06,-4.470348358154297e-08,,
0.34916864804687486,39168,-33.739109060000004,306,0,81.11,60802,66.36631546020507,305,0.0,0.001,0.0,-2.6226043701171875e-06,1.4901161193847656e-08,,
0.34916864804687486,39296,-33.739109060000004,307,0,81.11,60860,24.334793853759766,306,0.0,0.001,0.0,2.384185791015625e-07,-2.7939677238464355e-08,,
0.34916864804687486,39424,,,,,,24.016479301452637,307,0.0,0.001,0.0,-1.1920928955078125e-07,-2.60770320892334e-08,-181.72140059999998,400.0
0.34916864804687486,39424,-33.739109060000004,308,0,81.11,61823,,,,,,,,,
0.34916864804687486,39552,-33.739109060000004,309,0,81.11,61881,23.913424491882324,308,1.0,0.001,1.5469522622879595e-05,3.337860107421875e-06,9.685754776000977e-08,,
0.34916864804687486,39680,-33.739109060000004,310,0,81.11,61939,23.87902889251709,309,1.0,0.001,2.9646953407791443e-05,2.1457672119140625e-06,1.1920928955078125e-07,,
