algo,beta,split,mean_reward,std_reward,experiment,context
A2C,0.01,in_sample,-189.1725463,0.01543233367997068,no-noise,standard
A2C,0.01,out_of_sample,-189.17815425,0.013614512550488483,no-noise,"cell_lines=random, diffusions=random, drugs=random"
