time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/n_updates,train/explained_variance,train/learning_rate,train/is_line_search_success,train/kl_divergence_loss,train/value_loss,train/policy_objective,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
212,64,0,1,,,,,,,,,,,
418,128,0,2,1,0.000717461109161377,0.0003,1.0,0.004477877169847488,1927.6934448242187,0.27012038230895996,,,,
656,192,0,3,2,-0.0001842975616455078,0.0003,1.0,0.004098881036043167,1789.0700317382812,0.2366180568933487,39.0,-211.150448,,
870,256,0,4,3,0.006049633026123047,0.0003,1.0,0.004067598842084408,1951.2281616210937,0.24353529512882233,39.0,-211.150448,,
1121,320,0,5,4,0.0058283209800720215,0.0003,1.0,0.004391167312860489,1662.5819702148438,0.24725332856178284,64.33333333333333,-378.99744200000004,,
1350,384,0,6,5,-0.01569187641143799,0.0003,1.0,0.003957854583859444,1741.002001953125,0.2471812665462494,68.75,-403.106622,,
1563,448,0,7,6,0.00786060094833374,0.0003,1.0,0.004657036624848843,1619.2324340820312,0.27568334341049194,68.75,-403.106622,,
,512,,,7,0.005328357219696045,0.0003,1.0,0.004645069595426321,1998.4113647460938,0.2593490779399872,,,-201.455733,240.0
3158,512,0,8,,,,,,,,70.8,-408.605497,,
3389,576,0,9,8,0.014830827713012695,0.0003,1.0,0.004337560851126909,1752.1349365234375,0.25170332193374634,67.57142857142857,-395.289253,,
3637,640,0,10,9,-7.176399230957031e-05,0.0003,1.0,0.00538233295083046,1419.359765625,0.21261653304100037,69.0,-405.182114875,,
3874,704,0,11,10,0.01740872859954834,0.0003,1.0,0.005207668989896774,2021.7380615234374,0.25047945976257324,65.0,-380.66469555555557,,
4089,768,0,12,11,-0.021820545196533203,0.0003,1.0,0.004483955446630716,2055.1018920898437,0.2548057734966278,65.0,-380.66469555555557,,
4305,832,0,13,12,0.04093945026397705,0.0003,1.0,0.004385259002447128,1523.622802734375,0.2394215166568756,66.0909090909091,-390.3278090909091,,
4536,896,0,14,13,-0.049624085426330566,0.0003,1.0,0.004233411978930235,1404.0229614257812,0.24172037839889526,66.0,-388.5532848333334,,
4773,960,0,15,14,0.01370084285736084,0.0003,1.0,0.004497864283621311,1592.3983032226563,0.24172885715961456,63.38461538461539,-373.99960046153853,,
,1024,,,15,-9.28640365600586e-05,0.0003,1.0,0.005348702892661095,1333.7572509765625,0.19939619302749634,,,-189.23766440000003,200.0
6349,1024,0,16,,,,,,,,63.53333333333333,-375.1492448666667,,
6570,1088,0,17,16,0.031081438064575195,0.0003,1.0,0.0045271096751093864,888.0134460449219,0.2345123291015625,63.53333333333333,-375.1492448666667,,
