time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/loss,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/clip_range,train/entropy_loss,train/approx_kl,train/explained_variance,eval/mean_ep_length,eval/mean_reward
24192,0,-261.74711045000004,230.49,60799,189,11.26689338684082,0.01171875,1880,24.506239700317384,-0.00739201745018363,0.0003,0.2,-1.1979226171970367,0.0026948308,1.1920928955078125e-07,,
24320,0,-261.74711045000004,230.49,60861,190,10.135406494140625,0.00625,1890,24.504086112976076,-0.0036748516373336314,0.0003,0.2,-1.1821629881858826,0.001796877,0.0,,
24448,0,-261.74711045000004,230.49,60922,191,10.055643081665039,0.01015625,1900,24.759938049316407,-0.005178622156381607,0.0003,0.2,-1.1750590205192566,0.0019682348,1.1920928955078125e-07,,
24576,,,,,,11.348810195922852,0.0,1910,24.50419921875,-0.0005481537897139788,0.0003,0.2,-1.1756176948547363,8.1462786e-05,1.1920928955078125e-07,400.0,-181.2287218
24576,0,-261.33143352999997,234.05,61936,192,,,,,,,,,,,,
24704,0,-261.33143352999997,234.05,61998,193,124.11544036865234,0.0671875,1920,231.98008193969727,-0.009215154685080051,0.0003,0.2,-1.1104859590530396,0.012167039,-1.1920928955078125e-07,,
24832,0,-261.30749866,237.71,62059,194,11.629545211791992,0.0140625,1930,25.24502639770508,-0.01049646520987153,0.0003,0.2,-1.0363021969795227,0.0030936669,-1.1920928955078125e-07,,
24960,0,-261.30749866,237.71,62121,195,118.73644256591797,0.00078125,1940,320.4208793640137,-0.001648571202531457,0.0003,0.2,-1.0157258927822113,0.00038369,0.0,,
25088,,,,,,11.599140167236328,0.003125,1950,26.3978551864624,-0.0016342783346772194,0.0003,0.2,-1.0043061137199403,0.000649848,0.0,400.0,-182.28799020000002
25088,0,-258.91121616,241.04,63134,196,,,,,,,,,,,,
25216,0,-259.72941520999996,244.87,63195,197,95.98367309570312,0.06796875,1960,247.33484573364257,-0.005577501095831394,0.0003,0.2,-0.8921835452318192,0.010932537,0.0,,
25344,0,-259.72941520999996,244.87,63259,198,171.77528381347656,0.00078125,1970,267.7730800628662,-0.0021693602204322813,0.0003,0.2,-0.7807114094495773,0.0008654264,0.0,,
25472,0,-259.72941520999996,244.87,63320,199,12.74754524230957,0.0140625,1980,25.700650691986084,-0.0008531160652637482,0.0003,0.2,-0.7790050804615021,0.0013809791,0.0,,
25600,,,,,,10.79076099395752,0.0078125,1990,24.622520637512206,-0.004697399493306875,0.0003,0.2,-0.7773492574691773,0.0016612322,-1.1920928955078125e-07,400.0,-181.606771
25600,0,-259.72941520999996,244.87,64418,200,,,,,,,,,,,,
25728,0,-259.72941520999996,244.87,64486,201,11.91871452331543,0.0046875,2000,24.515170192718507,-0.0034631325397640467,0.0003,0.2,-0.7887786388397217,0.00090719294,0.0,,
25856,0,-259.72941520999996,244.87,64553,202,12.460379600524902,0.00078125,2010,24.50417366027832,-0.0014957246370613576,0.0003,0.2,-0.7745355308055878,0.0004178197,0.0,,
25984,0,-259.72941520999996,244.87,64620,203,10.968291282653809,0.0078125,2020,25.178722953796388,-0.0035008108243346214,0.0003,0.2,-0.7563493490219116,0.0013022255,-1.1920928955078125e-07,,
26112,,,,,,10.810338973999023,0.00625,2030,24.50314474105835,-0.0025230745784938337,0.0003,0.2,-0.7477938950061798,0.0009112214,1.1920928955078125e-07,400.0,-181.8205234
26112,0,-258.85755042,248.32,65734,204,,,,,,,,,,,,
26240,0,-258.85755042,248.32,65801,205,123.74434661865234,0.003125,2040,336.48327789306643,-0.0017010437324643136,0.0003,0.2,-0.7573403596878052,0.0008073882,-1.1920928955078125e-07,,
26368,0,-258.85755042,248.32,65868,206,12.187395095825195,0.00625,2050,26.55235900878906,-0.004900397593155503,0.0003,0.2,-0.7381242841482163,0.0011460176,0.0,,
26496,0,-256.05270636,251.54,65936,207,10.585351943969727,0.003125,2060,24.703851222991943,-0.0017762794625014067,0.0003,0.2,-0.7384607434272766,0.00061570853,-1.1920928955078125e-07,,
26624,,,,,,120.21859741210938,0.01015625,2070,288.3484245300293,-0.0053569092880934475,0.0003,0.2,-0.7402703553438187,0.0024021338,1.1920928955078125e-07,400.0,-181.77983580000003
26624,0,-256.0551679,255.15,66940,208,,,,,,,,,,,,
26752,0,-252.95788364,258.39,66994,209,141.23936462402344,0.0,2080,344.8728630065918,-0.0010646793525665998,0.0003,0.2,-0.6796868234872818,0.000547301,1.1920928955078125e-07,,
26880,0,-252.95788364,258.39,67050,210,228.43162536621094,0.0171875,2090,344.04769744873045,-0.007206236850470305,0.0003,0.2,-0.6488788545131683,0.0037250589,0.0,,
27008,0,-252.95788364,258.39,67104,211,13.140872955322266,0.0,2100,26.97127809524536,-0.00180336213670671,0.0003,0.2,-0.6071394085884094,0.00022797892,-1.1920928955078125e-07,,
27136,,,,,,12.172684669494629,0.003125,2110,24.75080442428589,-0.0013132994528859854,0.0003,0.2,-0.6019874483346939,0.00052053574,-1.1920928955078125e-07,400.0,-181.5233252
27136,0,-252.95788364,258.39,68030,212,,,,,,,,,,,,
27264,0,-252.95788364,258.39,68087,213,12.967294692993164,0.0015625,2120,24.62080850601196,-0.002145331585779786,0.0003,0.2,-0.6199327439069748,0.0004436723,0.0,,
27392,0,-252.95788364,258.39,68143,214,11.46465015411377,0.0,2130,24.509794902801513,-0.0005387596786022187,0.0003,0.2,-0.6369701981544494,5.8445148e-05,0.0,,
27520,0,-252.95788364,258.39,68199,215,10.237828254699707,0.0,2140,24.817523288726807,-0.00043557938188314437,0.0003,0.2,-0.6354911923408508,5.1913317e-05,-1.1920928955078125e-07,,
27648,,,,,,11.415303230285645,0.00390625,2150,24.535535049438476,-0.0019618491642177105,0.0003,0.2,-0.6320055842399597,0.0004769168,2.384185791015625e-07,400.0,-181.7517552
27648,0,-252.95788364,258.39,69128,216,,,,,,,,,,,,
27776,0,-250.58927888,261.69,69183,217,11.614675521850586,0.0046875,2160,24.50443515777588,-0.003989278804510832,0.0003,0.2,-0.6411166071891785,0.0011771726,0.0,,
27904,0,-250.58927888,261.69,69238,218,106.78705596923828,0.01015625,2170,231.91959648132325,-0.0014593585394322873,0.0003,0.2,-0.6531418085098266,0.0021855943,5.960464477539063e-08,,
28032,0,-249.93879676999998,265.12,69293,219,12.717942237854004,0.0015625,2180,24.921401977539062,-0.00328445415943861,0.0003,0.2,-0.6043403327465058,0.0005378481,0.0,,
28160,,,,,,196.85987854003906,0.0015625,2190,370.68371124267577,-0.0015055570285767317,0.0003,0.2,-0.5945352613925934,0.00046761334,0.0,400.0,-181.991907
28160,0,-249.93879676999998,265.12,70207,220,,,,,,,,,,,,
28288,0,-247.56392029,268.32,70262,221,12.491332054138184,0.0015625,2200,26.26120252609253,-0.0013592873234301805,0.0003,0.2,-0.5801901400089264,0.00037806528,0.0,,
28416,0,-245.30970097999997,271.52,70317,222,269.9241943359375,0.0078125,2210,283.17814922332764,-0.0036538939923048018,0.0003,0.2,-0.6113245248794555,0.0010451544,1.1920928955078125e-07,,
28544,0,-245.30970097999997,271.52,70372,223,159.95809936523438,0.0203125,2220,306.7325241088867,-0.0053419781848788265,0.0003,0.2,-0.602163028717041,0.0043223947,-1.1920928955078125e-07,,
28672,,,,,,12.540386199951172,0.00703125,2230,25.657694816589355,-0.0034872005693614484,0.0003,0.2,-0.4957495093345642,0.0016412889,0.0,400.0,-181.46510360000002
28672,0,-245.30970097999997,271.52,71292,224,,,,,,,,,,,,
28800,0,-245.30970097999997,271.52,71348,225,11.803546905517578,0.0046875,2240,24.63603467941284,-0.00334532898850739,0.0003,0.2,-0.4607136473059654,0.0010067667,0.0,,
28928,0,-245.30970097999997,271.52,71403,226,10.926980972290039,0.01015625,2250,26.117983722686766,-0.004064058512449264,0.0003,0.2,-0.45982368737459184,0.0014528478,1.1920928955078125e-07,,
29056,0,-245.30970097999997,271.52,71459,227,11.994868278503418,0.0046875,2260,24.504905128479002,-0.0019364705309271812,0.0003,0.2,-0.46496874541044236,0.00085158274,1.1920928955078125e-07,,
29184,,,,,,11.162812232971191,0.0,2270,24.506011962890625,-0.00025583254173398016,0.0003,0.2,-0.4662893906235695,1.823809e-05,1.1920928955078125e-07,400.0,-181.37884359999998
29184,0,-245.30970097999997,271.52,72431,228,,,,,,,,,,,,
29312,0,-246.21682636000003,275.25,72492,229,12.83585262298584,0.00859375,2280,26.291424083709718,-0.0021175710950046777,0.0003,0.2,-0.47926835119724276,0.001203429,5.364418029785156e-07,,
29440,0,-246.21682636000003,275.25,72553,230,170.75048828125,0.03125,2290,385.13422241210935,-0.004051628848537802,0.0003,0.2,-0.42456347644329073,0.005767935,1.7881393432617188e-07,,
29568,0,-246.21682636000003,275.25,72617,231,13.746614456176758,0.0,2300,26.208303356170653,2.0265579223632812e-05,0.0003,0.2,-0.3821412235498428,5.2605756e-06,1.1920928955078125e-07,,
29696,,,,,,13.083972930908203,0.0125,2310,28.272057437896727,-0.00448850984685123,0.0003,0.2,-0.3728589341044426,0.0025689662,-1.1920928955078125e-07,400.0,-181.615455
29696,0,-244.0277103,278.38,73628,232,,,,,,,,,,,,
29824,0,-241.90576654000003,281.46,73690,233,128.3564910888672,0.015625,2320,326.7987251281738,-0.005229303892701864,0.0003,0.2,-0.39528566747903826,0.0031540608,0.0,,
29952,0,-239.94583270000007,284.65,73752,234,114.52644348144531,0.00390625,2330,379.44034881591796,-0.0006447128485888243,0.0003,0.2,-0.4092461407184601,0.00068070926,0.0,,
30080,0,-239.94583270000007,284.65,73812,235,213.90057373046875,0.00234375,2340,388.55247955322267,-0.0007484457455575466,0.0003,0.2,-0.39354963302612306,0.00050833914,0.0,,
30208,,,,,,12.589858055114746,0.01015625,2350,26.500300884246826,-0.0035953817423433065,0.0003,0.2,-0.37364246547222135,0.0020762328,1.1920928955078125e-07,400.0,-181.96789539999997
30208,0,-239.94583270000007,284.65,74811,236,,,,,,,,,,,,
30336,0,-239.94583270000007,284.65,74866,237,10.719385147094727,0.00234375,2360,24.99248857498169,-0.002955998573452234,0.0003,0.2,-0.36999220699071883,0.0008304962,-1.1920928955078125e-07,,
30464,0,-239.94583270000007,284.65,74920,238,11.399500846862793,0.00078125,2370,24.534272575378417,-0.000844300352036953,0.0003,0.2,-0.36437153816223145,0.00019629812,0.0,,
30592,0,-239.94583270000007,284.65,74973,239,13.277217864990234,0.00625,2380,26.130375862121582,-0.0013928081374615432,0.0003,0.2,-0.36299296617507937,0.0007768632,0.0,,
30720,,,,,,11.799975395202637,0.0,2390,24.506403827667235,-0.00044587636366486547,0.0003,0.2,-0.36372793316841123,6.079767e-05,1.1920928955078125e-07,400.0,-181.98236000000003
30720,0,-239.94583270000007,284.65,75860,240,,,,,,,,,,,,
30848,0,-239.94583270000007,284.65,75913,241,11.445928573608398,0.00234375,2400,26.17451639175415,-0.001263252552598715,0.0003,0.2,-0.35312650352716446,0.0005175746,0.0,,
30976,0,-237.73480410000005,287.74,75967,242,12.339155197143555,0.00546875,2410,24.50557231903076,-0.0025686231441795827,0.0003,0.2,-0.34041986614465714,0.0013799886,0.0,,
31104,0,-237.73480410000005,287.74,76019,243,58.69334411621094,0.0,2420,71.35551929473877,-0.0005223236978054047,0.0003,0.2,-0.3418337792158127,5.9425365e-05,1.1920928955078125e-07,,
31232,,,,,,11.619254112243652,0.00390625,2430,24.509393787384035,-0.0019888279028236868,0.0003,0.2,-0.32508992701768874,0.00072532473,0.0,400.0,-181.9066588
31232,0,-235.92651753000007,290.78,76941,244,,,,,,,,,,,,
31360,0,-235.92651753000007,290.78,76998,245,251.8250732421875,0.00078125,2440,424.04439849853514,-0.0018134985584765673,0.0003,0.2,-0.33988080471754073,0.0003890167,-1.1920928955078125e-07,,
31488,0,-233.93261702,293.94,77055,246,11.738870620727539,0.0,2450,26.412383937835692,-0.0005354590713977814,0.0003,0.2,-0.33156715482473376,6.85784e-05,-1.1920928955078125e-07,,
31616,0,-235.22665388000001,297.79,77112,247,140.65484619140625,0.00625,2460,186.11982402801513,-0.0065898970700800415,0.0003,0.2,-0.35032794028520586,0.0027296846,-1.1920928955078125e-07,,
31744,,,,,,150.97508239746094,0.0046875,2470,307.5081413269043,-0.0006836263462901115,0.0003,0.2,-0.3540937751531601,0.00076997187,0.0,400.0,-181.27296199999998
31744,0,-235.22665388000001,297.79,78063,248,,,,,,,,,,,,
31872,0,-235.22665388000001,297.79,78120,249,12.270303726196289,0.0125,2480,25.523515510559083,-0.0043678849935531614,0.0003,0.2,-0.32370037138462066,0.0019470751,0.0,,
32000,0,-235.22665388000001,297.79,78177,250,11.02189826965332,0.0,2490,24.92249174118042,-0.0006387270987033844,0.0003,0.2,-0.32152814120054246,5.6490768e-05,1.1920928955078125e-07,,
32128,0,-235.22665388000001,297.79,78234,251,11.018583297729492,0.0,2500,24.552588272094727,-0.0011668399907648563,0.0003,0.2,-0.31940132230520246,0.00010433979,0.0,,
32256,,,,,,12.454575538635254,0.01171875,2510,24.83927927017212,-0.006708096386864782,0.0003,0.2,-0.32640418112277986,0.001833837,0.0,400.0,-182.1769984
32256,0,-235.22665388000001,297.79,79179,252,,,,,,,,,,,,
32384,0,-235.22665388000001,297.79,79236,253,10.65951919555664,0.01015625,2520,25.256416225433348,-0.003422479098662734,0.0003,0.2,-0.3335504665970802,0.0017689136,0.0,,
32512,0,-236.02457693,301.51,79293,254,10.682894706726074,0.0,2530,24.50824193954468,-0.0013196855783462525,0.0003,0.2,-0.335387259721756,0.00011304114,0.0,,
32640,0,-236.02457693,301.51,79350,255,246.97206115722656,0.01328125,2540,392.75983505249025,-0.001740009244531393,0.0003,0.2,-0.35410489290952685,0.0032934411,0.0,,
32768,,,,,,14.2030668258667,0.0,2550,25.860942363739014,-0.0005875332746654749,0.0003,0.2,-0.3062567710876465,7.407274e-05,-2.384185791015625e-07,400.0,-181.0906538
32768,0,-236.02457693,301.51,80295,256,,,,,,,,,,,,
32896,0,-233.86884019000001,304.58,80352,257,11.543184280395508,0.00390625,2560,24.668614196777344,-0.0017435188870877027,0.0003,0.2,-0.3042591020464897,0.0007028533,0.0,,
33024,0,-235.16963883999998,308.39,80409,258,34.67488479614258,0.0046875,2570,361.19782371520995,-0.000680486299097538,0.0003,0.2,-0.317370867729187,0.0010310551,-1.1920928955078125e-07,,
33152,0,-235.87883914999998,312.08,80465,259,184.0336151123047,0.01015625,2580,437.7387069702148,-0.007640160620212555,0.0003,0.2,-0.30938786268234253,0.0018972079,0.0,,
33280,,,,,,212.32138061523438,0.00234375,2590,449.64642944335935,-0.0006391307339072228,0.0003,0.2,-0.3132356688380241,0.0004585348,1.1920928955078125e-07,400.0,-181.8793048
33280,0,-235.87883914999998,312.08,81409,260,,,,,,,,,,,,
33408,0,-235.87883914999998,312.08,81466,261,12.028016090393066,0.00234375,2600,26.42015724182129,-0.0010462770238518714,0.0003,0.2,-0.2893912672996521,0.00037234277,0.0,,
33536,0,-235.87883914999998,312.08,81524,262,11.611577033996582,0.0,2610,24.899276638031004,-0.00028372872620821,0.0003,0.2,-0.2934620812535286,6.30063e-05,1.1920928955078125e-07,,
33664,0,-235.87883914999998,312.08,81582,263,12.609624862670898,0.00078125,2620,25.553305530548094,-0.0010479551274329424,0.0003,0.2,-0.29742126911878586,0.00031370204,0.0,,
33792,,,,,,11.146594047546387,0.0171875,2630,25.56412935256958,-0.005241104820743203,0.0003,0.2,-0.28486416935920716,0.0031474913,-1.1920928955078125e-07,400.0,-181.846822
33792,0,-235.87883914999998,312.08,82526,264,,,,,,,,,,,,
33920,0,-235.87883914999998,312.08,82583,265,11.789047241210938,0.003125,2640,24.505992698669434,-0.0016821849159896374,0.0003,0.2,-0.27605957686901095,0.0004319651,-1.1920928955078125e-07,,
34048,0,-233.69347251,315.0,82640,266,11.223464012145996,0.00546875,2650,24.507307910919188,-0.004198368079960347,0.0003,0.2,-0.2776597425341606,0.0016609905,0.0,,
34176,0,-233.69347251,315.0,82697,267,111.03463745117188,0.0046875,2660,473.8776519775391,-0.002478770725429058,0.0003,0.2,-0.30471356511116027,0.0008601188,-3.5762786865234375e-07,,
34304,,,,,,12.600298881530762,0.003125,2670,26.317184257507325,-0.002385812159627676,0.0003,0.2,-0.2881594181060791,0.00043876842,0.0,400.0,-181.4023142
34304,0,-233.69347251,315.0,83640,268,,,,,,,,,,,,
34432,0,-231.53337432999996,317.99,83698,269,11.360992431640625,0.00078125,2680,24.698030948638916,-0.0007985804229974746,0.0003,0.2,-0.2838165178894997,0.00030591572,-1.1920928955078125e-07,,
34560,0,-231.53337432999996,317.99,83755,270,277.48834228515625,0.0,2690,478.1649765014648,-0.00017417529597878455,0.0003,0.2,-0.2991141974925995,3.371481e-05,-1.1920928955078125e-07,,
34688,0,-232.65965158999998,321.82,83811,271,12.859431266784668,0.0,2700,26.56722221374512,-0.0007453532423824071,0.0003,0.2,-0.2788709431886673,0.00012391433,0.0,,
34816,,,,,,65.7734603881836,0.0,2710,207.47948970794678,-0.000402800552546978,0.0003,0.2,-0.2938575103878975,0.00029731682,1.7881393432617188e-07,400.0,-181.29791939999998
34816,0,-230.73551898999997,324.68,84753,272,,,,,,,,,,,,
34944,0,-230.73551898999997,324.68,84809,273,187.6512451171875,0.0046875,2720,344.53823471069336,-0.0032834839075803757,0.0003,0.2,-0.30085270255804064,0.00144157,0.0,,
35072,0,-230.73551898999997,324.68,84867,274,13.894168853759766,0.0,2730,25.486653327941895,-0.0019426117651164532,0.0003,0.2,-0.29251970946788786,0.0001621996,0.0,,
35200,0,-230.73551898999997,324.68,84924,275,11.79277229309082,0.0,2740,24.62319097518921,-4.49751503765583e-05,0.0003,0.2,-0.28681603223085406,3.5557896e-06,0.0,,
35328,,,,,,10.059621810913086,0.00703125,2750,24.519685459136962,-0.0028526646085083483,0.0003,0.2,-0.28683285862207414,0.0013045138,0.0,400.0,-181.6028012
35328,0,-230.73551898999997,324.68,85868,276,,,,,,,,,,,,
35456,0,-230.73551898999997,324.68,85925,277,10.90523624420166,0.0046875,2760,24.506834316253663,-0.0015501914545893668,0.0003,0.2,-0.29080278277397154,0.00056608533,0.0,,
35584,0,-230.73551898999997,324.68,85981,278,11.026667594909668,0.003125,2770,24.505317783355714,-0.0010441010817885399,0.0003,0.2,-0.28784306794404985,0.00041367486,0.0,,
35712,0,-229.15851977999998,327.74,86040,279,10.836150169372559,0.003125,2780,24.50680627822876,-0.0021943040192127228,0.0003,0.2,-0.2841686889529228,0.00070748385,0.0,,
35840,,,,,,149.70352172851562,0.02421875,2790,344.580396270752,-0.007179503794759512,0.0003,0.2,-0.303766605257988,0.013037087,5.960464477539063e-08,400.0,-181.50040739999997
35840,0,-229.15851977999998,327.74,86987,280,,,,,,,,,,,,
35968,0,-229.15851977999998,327.74,87044,281,12.046974182128906,0.0,2800,26.210713386535645,-0.0004731039982289076,0.0003,0.2,-0.2818496644496918,3.1471718e-05,0.0,,
36096,0,-227.35517325,330.73,87101,282,12.290514945983887,0.0,2810,24.648890686035156,-0.00025912486016750337,0.0003,0.2,-0.2812047526240349,2.760021e-05,0.0,,
36224,0,-225.47778498999998,333.58,87158,283,99.1587905883789,0.0046875,2820,406.4522071838379,-0.002475360967218876,0.0003,0.2,-0.3060506507754326,0.0006357101,5.960464477539063e-08,,
36352,,,,,,148.74095153808594,0.01484375,2830,494.47121810913086,-0.0022229780443012714,0.0003,0.2,-0.2952076941728592,0.0029401444,-1.1920928955078125e-07,400.0,-181.94824960000003
36352,0,-223.83444599999999,336.46,88103,284,,,,,,,,,,,,
36480,0,-223.83444599999999,336.46,88161,285,295.09881591796875,0.0,2840,509.0088180541992,-0.0010005059652030469,0.0003,0.2,-0.28105205595493316,0.0003571161,5.960464477539063e-08,,
36608,0,-223.83444599999999,336.46,88218,286,13.593876838684082,0.01171875,2850,27.39002094268799,-0.003021457884460688,0.0003,0.2,-0.26069066375494004,0.0023623984,0.0,,
36736,0,-223.83444599999999,336.46,88275,287,11.701294898986816,0.00859375,2860,24.720123195648192,-0.004574013687670231,0.0003,0.2,-0.2575674533843994,0.0017898446,-1.1920928955078125e-07,,
36864,,,,,,10.911285400390625,0.00703125,2870,24.532303237915038,-0.0026241498067975043,0.0003,0.2,-0.25210982710123064,0.0013526226,1.1920928955078125e-07,400.0,-181.71886139999998
36864,0,-223.83444599999999,336.46,89223,288,,,,,,,,,,,,
36992,0,-223.83444599999999,336.46,89280,289,11.43065357208252,0.0,2880,24.636515426635743,-0.0008838121779263019,0.0003,0.2,-0.25411243587732313,0.0001573679,-1.1920928955078125e-07,,
37120,0,-223.83444599999999,336.46,89336,290,10.842601776123047,0.0,2890,24.509954166412353,-0.0006123022641986609,0.0003,0.2,-0.25100327730178834,9.691715e-05,0.0,,
37248,0,-222.09159777000002,339.27,89394,291,9.772650718688965,0.0,2900,24.50846929550171,-0.0002768153324723244,0.0003,0.2,-0.24657004922628403,4.8215035e-05,1.1920928955078125e-07,,
37376,,,,,,146.2225341796875,0.0,2910,530.1362716674805,-4.5531708747148517e-05,0.0003,0.2,-0.26166890040040014,1.1751894e-05,0.0,400.0,-181.55252439999998
37376,0,-222.09159777000002,339.27,90340,292,,,,,,,,,,,,
37504,0,-222.09159777000002,339.27,90397,293,12.346367835998535,0.0,2920,26.136629486083983,-0.00012920126318931579,0.0003,0.2,-0.24752167761325836,6.1159953e-06,0.0,,
37632,0,-220.17332244000002,342.05,90456,294,10.866093635559082,0.0,2930,24.69679546356201,-9.903926402330399e-05,0.0003,0.2,-0.2454965516924858,1.0103919e-05,0.0,,
37760,0,-220.17332244000002,342.05,90513,295,303.39202880859375,0.0,2940,535.0691162109375,-6.784498691558838e-05,0.0003,0.2,-0.25551280826330186,6.1257742e-06,-2.384185791015625e-07,,
37888,,,,,,13.161728858947754,0.00625,2950,26.5566686630249,-0.0029524763114750384,0.0003,0.2,-0.24275201335549354,0.0015462111,0.0,400.0,-182.0091214
37888,0,-218.36090806000004,344.87,91458,296,,,,,,,,,,,,
38016,0,-216.38269788000005,347.57,91515,297,109.41268920898438,0.0,2960,230.9293125152588,-0.000388029869645834,0.0003,0.2,-0.25410978123545647,0.00025645737,0.0,,
38144,0,-216.38269788000005,347.57,91572,298,217.85812377929688,0.00078125,2970,386.71972427368166,-0.00027089603245258333,0.0003,0.2,-0.24137700200080872,0.0002433178,5.960464477539063e-08,,
38272,0,-216.38269788000005,347.57,91629,299,12.739533424377441,0.0015625,2980,25.534436321258546,-0.0021120676305145026,0.0003,0.2,-0.2218043252825737,0.0002766312,1.1920928955078125e-07,,
38400,,,,,,11.124326705932617,0.00390625,2990,24.628147506713866,-0.0016475449316203593,0.0003,0.2,-0.22057709842920303,0.0011300412,1.1920928955078125e-07,400.0,-182.0845594
38400,0,-216.38269788000005,347.57,92576,300,,,,,,,,,,,,
38528,0,-216.38269788000005,347.57,92633,301,11.697502136230469,0.0,3000,24.523830318450926,-0.00047913501039147376,0.0003,0.2,-0.22506261244416237,0.0001121494,1.1920928955078125e-07,,
38656,0,-216.38269788000005,347.57,92690,302,10.663796424865723,0.0046875,3010,24.510273361206053,-0.0010082579217851162,0.0003,0.2,-0.23194218352437018,0.0007756627,0.0,,
38784,0,-216.38269788000005,347.57,92747,303,11.08681583404541,0.0,3020,24.507535934448242,-0.00019261315464973449,0.0003,0.2,-0.23523964658379554,3.3683144e-05,1.1920928955078125e-07,,
38912,,,,,,11.607687950134277,0.0015625,3030,24.50769748687744,-0.0020947369746863844,0.0003,0.2,-0.2318557880818844,0.0004083747,1.1920928955078125e-07,400.0,-181.7870446
38912,0,-214.58747668,350.28,93692,304,,,,,,,,,,,,
39040,0,-214.58747668,350.28,93749,305,160.77394104003906,0.01640625,3040,405.67581214904783,-0.004705750476568937,0.0003,0.2,-0.2387704685330391,0.0039595743,-1.1920928955078125e-07,,
39168,0,-214.58747668,350.28,93806,306,13.182544708251953,0.0,3050,25.753946399688722,1.2689270079135895e-08,0.0003,0.2,-0.20924312993884087,5.373731e-07,0.0,,
39296,0,-213.93039546,353.39,93863,307,11.60103988647461,0.003125,3060,24.655210971832275,-0.0013095011934638023,0.0003,0.2,-0.20462704673409463,0.00048325723,0.0,,
39424,,,,,,169.99327087402344,0.0015625,3070,410.5961624145508,-0.0005466618575155735,0.0003,0.2,-0.21137359365820885,0.0004061861,0.0,400.0,-181.2093074
39424,0,-212.39733677,355.91,94806,308,,,,,,,,,,,,
39552,0,-210.79973422999996,358.18,94864,309,249.8898162841797,0.01328125,3080,555.9744125366211,-0.005163675360381603,0.0003,0.2,-0.2260071352124214,0.0045792274,1.1920928955078125e-07,,
39680,0,-210.79973422999996,358.18,94920,310,252.213134765625,0.003125,3090,560.8509689331055,-0.0003575410693883896,0.0003,0.2,-0.2646951012313366,0.00051593455,1.1920928955078125e-07,,
39808,0,-210.79973422999996,358.18,94978,311,11.117194175720215,0.00078125,3100,26.483180236816406,-0.0006298988591879606,0.0003,0.2,-0.25539150536060334,0.00021575531,0.0,,
39936,,,,,,12.299586296081543,0.0,3110,24.72442216873169,-0.00010640975087881089,0.0003,0.2,-0.2605170100927353,1.4420599e-05,0.0,400.0,-181.746155
39936,0,-210.79973422999996,358.18,95922,312,,,,,,,,,,,,
40064,0,-210.79973422999996,358.18,95978,313,10.868310928344727,0.0,3120,25.058942794799805,-0.0006339612416923046,0.0003,0.2,-0.25952945500612257,0.000106862746,-1.1920928955078125e-07,,
40192,0,-210.79973422999996,358.18,96033,314,12.282693862915039,0.0,3130,24.51226863861084,-0.0005228258669376373,0.0003,0.2,-0.2593039184808731,4.0068757e-05,0.0,,
40320,0,-210.79973422999996,358.18,96089,315,11.294129371643066,0.0,3140,24.508357048034668,-0.0002795233391225338,0.0003,0.2,-0.26712444573640826,2.5874004e-05,0.0,,
40448,,,,,,12.13182544708252,0.01015625,3150,25.034837245941162,-0.004716764483600855,0.0003,0.2,-0.26644258499145507,0.002047507,0.0,400.0,-181.59059480000002
40448,0,-209.11188938999996,360.71,97008,316,,,,,,,,,,,,
40576,0,-209.11188938999996,360.71,97063,317,378.575439453125,0.0,3160,591.1009735107422,-0.0004902757238596678,0.0003,0.2,-0.2720952570438385,0.00013041543,-1.1920928955078125e-07,,
40704,0,-209.11188938999996,360.71,97118,318,13.530470848083496,0.0,3170,26.494735431671142,-0.0002723998390138149,0.0003,0.2,-0.25058314874768256,0.00014438061,0.0,,
40832,0,-207.27616952999998,363.19,97174,319,11.785553932189941,0.00703125,3180,24.70265636444092,-0.0015251393895596265,0.0003,0.2,-0.24864416867494582,0.001302361,0.0,,
40960,,,,,,335.23565673828125,0.0,3190,599.4262145996094,-0.00015218430198729038,0.0003,0.2,-0.26330580487847327,1.82027e-05,0.0,400.0,-181.8461656
40960,0,-207.27616952999998,363.19,98176,320,,,,,,,,,,,,
41088,0,-206.78833128,365.9,98237,321,13.697546005249023,0.0015625,3200,26.394865226745605,-0.0019388130400329827,0.0003,0.2,-0.24639034271240234,0.00032634102,0.0,,
41216,0,-205.28564188000001,367.98,98298,322,12.27420425415039,0.01171875,3210,255.59355926513672,-0.0071256616152822975,0.0003,0.2,-0.260531011223793,0.0036621648,0.0,,
41344,0,-205.28564188000001,367.98,98359,323,191.07656860351562,0.0203125,3220,257.21978244781496,-0.0016318557783961297,0.0003,0.2,-0.21374236941337585,0.0036592474,0.0,,
41472,,,,,,11.430602073669434,0.0046875,3230,24.61752576828003,-0.0006605057511478663,0.0003,0.2,-0.1836949184536934,0.000564544,0.0,400.0,-181.5123342
41472,0,-205.28564188000001,367.98,99373,324,,,,,,,,,,,,
41600,0,-205.28564188000001,367.98,99435,325,12.005926132202148,0.0,3240,24.520111274719238,-4.115430638194084e-05,0.0003,0.2,-0.18088105395436288,4.0796585e-06,1.1920928955078125e-07,,
