time/time_elapsed,rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/total_timesteps,train/kl_divergence_loss,train/policy_objective,train/is_line_search_success,train/learning_rate,train/value_loss,train/n_updates,train/explained_variance,eval/mean_ep_length,eval/mean_reward
59225,-6.35597294,0,174,4.64,22272,0.296574205160141,0.04358083754777908,1.0,0.001,1.382449746131897,173,0.4631035327911377,,
59513,-6.217326730000001,0,175,4.58,22400,0.06391628831624985,0.028921931982040405,1.0,0.001,2.491704535484314,174,0.5705740749835968,,
,,,,,22528,0.25927188992500305,0.020123351365327835,1.0,0.001,2.3729682683944704,175,0.5910098850727081,2.6,-5.316356799999999
59824,-6.220009749999999,0,176,5.26,22528,,,,,,,,,
60111,-6.220009749999999,0,177,5.26,22656,0.0,1.4901161193847656e-08,0.0,0.001,2.0897634744644167,176,0.39340752363204956,,
60397,-6.46461788,0,178,6.8,22784,0.46659767627716064,0.06779459118843079,1.0,0.001,2.321386766433716,177,0.04438591003417969,,
60683,-6.66148757,0,179,6.1,22912,0.44710248708724976,0.38841935992240906,1.0,0.001,4.228514051437378,178,0.46437788009643555,,
,,,,,23040,0.342715322971344,0.08166083693504333,1.0,0.001,4.597353935241699,179,0.6673454344272614,3.0,-6.4492884
61009,-6.709583539999998,0,180,4.21,23040,,,,,,,,,
61304,-6.4730954999999994,0,181,2.98,23168,0.06773164123296738,0.20564895868301392,1.0,0.001,6.503407573699951,180,0.4987342357635498,,
61590,-6.62489831,0,182,3.74,23296,0.038412149995565414,0.01899026893079281,1.0,0.001,2.992702102661133,181,0.5777081549167633,,
61874,-6.139817760000001,0,183,3.48,23424,0.09084965288639069,0.032820962369441986,1.0,0.001,3.0861775398254396,182,0.65912926197052,,
,,,,,23552,0.41223257780075073,0.15355686843395233,1.0,0.001,2.3687281370162965,183,0.7323830723762512,28.2,-18.8147892
62478,-5.892780409999999,0,184,3.49,23552,,,,,,,,,
62762,-5.892780409999999,0,185,3.49,23680,0.058866724371910095,0.037498798221349716,1.0,0.001,2.622113013267517,184,0.36488187313079834,,
63047,-6.226011720000002,0,186,6.02,23808,1.7020036466419697e-05,-1.4901161193847656e-08,1.0,0.001,3.163982629776001,185,1.6093254089355469e-06,,
63333,-7.4564363600000005,0,187,6.47,23936,0.11951698362827301,0.010000616312026978,1.0,0.001,363.5626678466797,186,0.18873608112335205,,
,,,,,24064,0.3188239336013794,0.5823679566383362,1.0,0.001,684.0444580078125,187,0.008762896060943604,67.0,-181.9367466
64377,-12.49838105,0,188,7.72,24064,,,,,,,,,
64662,-12.993250060000003,0,189,7.88,24192,0.45815569162368774,0.49418139457702637,1.0,0.001,58.726701736450195,188,0.033322811126708984,,
64945,-13.190225949999999,0,190,9.0,24320,0.32996678352355957,0.025172460824251175,1.0,0.001,31.136433029174803,189,-0.014523625373840332,,
65227,-13.548160039999997,0,191,9.57,24448,0.015862930566072464,0.0031866058707237244,1.0,0.001,32.874649620056154,190,-0.003951668739318848,,
,,,,,24576,0.0730024129152298,0.004786266013979912,1.0,0.001,30.571745491027833,191,0.09930777549743652,2.8,-6.859830799999999
65543,-6.479628700000001,0,192,5.12,24576,,,,,,,,,
65829,-6.712416289999998,0,193,4.61,24704,0.22579866647720337,0.04364608973264694,1.0,0.001,26.034424591064454,192,0.2949296236038208,,
66114,-6.83330825,0,194,4.66,24832,0.46466004848480225,0.12286863476037979,1.0,0.001,17.750412940979004,193,0.07661938667297363,,
66399,-7.1583250199999995,0,195,5.56,24960,0.0,4.284083843231201e-08,0.0,0.001,6.333401679992676,194,0.005774557590484619,,
,,,,,25088,0.0737532377243042,0.027933232486248016,1.0,0.001,14.722374534606933,195,0.07376956939697266,3.0,-7.584863799999999
66724,-7.10127647,0,196,6.17,25088,,,,,,,,,
67007,-7.35457778,0,197,6.16,25216,0.0489451065659523,0.054389506578445435,1.0,0.001,13.066280841827393,196,0.08145087957382202,,
67295,-6.29489154,0,198,3.32,25344,0.015350643545389175,0.0010766461491584778,1.0,0.001,13.330891704559326,197,0.1707894206047058,,
67580,-6.372251680000001,0,199,3.34,25472,0.23248393833637238,0.048937395215034485,1.0,0.001,12.514536571502685,198,0.226659893989563,,
,,,,,25600,0.32670092582702637,0.019210077822208405,1.0,0.001,8.991926193237305,199,0.22758394479751587,15.6,-9.277567000000001
68045,-6.4719485400000005,0,200,3.4,25600,,,,,,,,,
68329,-6.45210692,0,201,3.41,25728,0.0,5.960464477539063e-08,0.0,0.001,5.854893589019776,200,0.07071971893310547,,
68614,-6.905810570000001,0,202,5.46,25856,0.0,4.470348358154297e-08,0.0,0.001,5.268142652511597,201,0.03270679712295532,,
68899,-7.16120184,0,203,6.14,25984,0.2419910728931427,0.011158853769302368,1.0,0.001,8.807506370544434,202,0.13066089153289795,,
,,,,,26112,0.2725238800048828,0.1676134467124939,1.0,0.001,5.3227136611938475,203,0.05243903398513794,67.0,-182.0044322
69935,-7.396259240000001,0,204,7.42,26112,,,,,,,,,
70221,-7.69694427,0,205,8.7,26240,0.0,-1.4901161193847656e-08,0.0,0.001,7.41614179611206,204,0.04518258571624756,,
70506,-7.69694427,0,206,8.7,26368,0.0,4.563480615615845e-08,0.0,0.001,536.9449157714844,205,0.07887125015258789,,
70799,-12.933469200000001,0,207,10.62,26496,0.0,5.21540641784668e-08,0.0,0.001,869.0880126953125,206,1.0728836059570312e-06,,
,,,,,26624,0.0,5.122274160385132e-08,0.0,0.001,714.4806701660157,207,1.7881393432617188e-07,67.0,-181.6700496
71823,-14.68176668,0,208,11.26,26624,,,,,,,,,
72107,-19.936461370000004,0,209,13.19,26752,0.0,3.5390257835388184e-08,0.0,0.001,857.5687133789063,208,0.0,,
72402,-21.709289879999996,0,210,13.84,26880,0.0,-2.421438694000244e-08,0.0,0.001,623.5061950683594,209,0.0,,
72690,-27.00086781,0,211,15.77,27008,0.0,4.0046870708465576e-08,0.0,0.001,826.2761962890625,210,0.0,,
,,,,,27136,0.0,-9.685754776000977e-08,0.0,0.001,554.3320983886719,211,1.1920928955078125e-07,67.0,-182.2489308
73736,-28.773796859999994,0,212,16.41,27136,,,,,,,,,
74025,-34.05582529,0,213,18.34,27264,0.0,-7.450580596923828e-09,0.0,0.001,797.137109375,212,0.0,,
74312,-35.823815980000006,0,214,18.99,27392,0.0,4.470348358154297e-08,0.0,0.001,499.1803680419922,213,1.1920928955078125e-07,,
74595,-41.11794771999999,0,215,20.93,27520,0.0,1.30385160446167e-08,0.0,0.001,775.1745422363281,214,-1.1920928955078125e-07,,
,,,,,27648,0.0,-1.4901161193847656e-08,0.0,0.001,466.27130737304685,215,-1.1920928955078125e-07,67.0,-182.2639064
75642,-42.89264665,0,216,21.58,27648,,,,,,,,,
75933,-48.15046492999999,0,217,23.51,27776,0.0,2.1420419216156006e-08,0.0,0.001,757.8810729980469,216,5.960464477539063e-08,,
76251,-49.88316618999999,0,218,24.15,27904,0.0,1.4901161193847656e-08,0.0,0.001,457.4132843017578,217,-1.1920928955078125e-07,,
76541,-55.142359619999986,0,219,26.08,28032,0.0,1.043081283569336e-07,0.0,0.001,750.2978454589844,218,0.0,,
,,,,,28160,0.0,7.450580596923828e-09,0.0,0.001,471.9140655517578,219,0.0,67.0,-181.46567340000001
77562,-56.89156008999999,0,220,26.72,28160,,,,,,,,,
77851,-60.447168510000004,0,221,28.02,28288,0.0,-7.450580596923828e-09,0.0,0.001,749.22998046875,220,1.7881393432617188e-07,,
78142,-64.00695298000001,0,222,29.32,28416,0.0,-5.960464477539063e-08,0.0,0.001,586.3479248046875,221,0.0,,
78425,-67.52556665999998,0,223,30.61,28544,0.0,1.0803341865539551e-07,0.0,0.001,739.9223754882812,222,0.0,,
,,,,,28672,0.0,7.450580596923828e-09,0.0,0.001,610.0096923828125,223,0.0,67.0,-181.5267204
79463,-71.02447417999998,0,224,31.89,28672,,,,,,,,,
79753,-74.55838668999999,0,225,33.18,28800,0.0,4.6566128730773926e-09,0.0,0.001,730.0149108886719,224,0.0,,
80040,-78.02490728,0,226,34.44,28928,0.2941909432411194,5.833804607391357e-06,1.0,0.001,651.2085693359375,225,0.0,,
80326,-81.55714071999999,0,227,35.73,29056,0.026659710332751274,0.0029264111071825027,1.0,0.001,726.7662170410156,226,0.0,,
,,,,,29184,0.18427500128746033,0.00010875612497329712,1.0,0.001,705.7131164550781,227,7.152557373046875e-07,67.0,-181.8585344
81349,-83.2977,0,228,36.37,29184,,,,,,,,,
81635,-85.03026039999999,0,229,37.01,29312,0.03384355083107948,0.0370616614818573,1.0,0.001,817.9663818359375,228,0.0,,
81919,-90.24234001999999,0,230,38.93,29440,0.001922069932334125,6.034970283508301e-07,1.0,0.001,906.79794921875,229,-4.291534423828125e-06,,
82205,-91.96484890999999,0,231,39.57,29568,0.0014811089495196939,0.0031961407512426376,1.0,0.001,779.2776184082031,230,0.0,,
,,,,,29696,0.0,1.30385160446167e-07,0.0,0.001,897.1301574707031,231,0.0,67.0,-181.994547
83235,-97.24083386000001,0,232,41.5,29696,,,,,,,,,
83521,-99.02948405,0,233,42.15,29824,0.4436624050140381,0.00028535909950733185,1.0,0.001,730.494580078125,232,0.0,,
83821,-104.25366260999998,0,234,44.03,29952,0.48870158195495605,0.09403780102729797,1.0,0.001,890.5370361328125,233,0.0,,
84121,-106.00589783,0,235,44.65,30080,0.0018623123178258538,0.006375208497047424,1.0,0.001,741.8714782714844,234,0.0,,
,,,,,30208,0.0,-1.043081283569336e-07,0.0,0.001,987.1193420410157,235,0.0,67.0,-182.23260360000003
85171,-111.30078497000001,0,236,46.48,30208,,,,,,,,,
85455,-113.08907336,0,237,47.1,30336,0.4288507103919983,0.07355792075395584,1.0,0.001,783.9263427734375,236,0.0,,
85744,-118.32152174999999,0,238,48.98,30464,0.14336329698562622,2.3283064365386963e-06,1.0,0.001,884.2918640136719,237,5.960464477539063e-08,,
86028,-120.06713085999999,0,239,49.61,30592,0.03113710880279541,0.024446705356240273,1.0,0.001,707.2546997070312,238,0.0,,
,,,,,30720,0.013495134189724922,2.485513687133789e-05,1.0,0.001,863.7791442871094,239,5.960464477539063e-08,67.0,-181.792073
87081,-125.31594841,0,240,51.52,30720,,,,,,,,,
87374,-127.05944297999997,0,241,52.15,30848,0.4572432339191437,0.004958480596542358,1.0,0.001,659.4623596191407,240,-1.1920928955078125e-07,,
87671,-132.22654651,0,242,53.4,30976,0.06517057120800018,0.031415849924087524,1.0,0.001,880.45732421875,241,0.0,,
87967,-133.83183043,0,243,53.39,31104,0.34565412998199463,0.1884755641222,1.0,0.001,646.6727172851563,242,0.0,,
,,,,,31232,0.16457855701446533,0.020636849105358124,1.0,0.001,907.7685424804688,243,0.0,67.0,-182.10673379999997
88999,-139.01547749000002,0,244,54.6,31232,,,,,,,,,
89283,-140.63699549,0,245,54.58,31360,0.0692664086818695,0.02385231852531433,1.0,0.001,657.0610961914062,244,0.0,,
89570,-145.82636301,0,246,56.47,31488,0.31647324562072754,0.001734413206577301,1.0,0.001,836.1983337402344,245,-1.1920928955078125e-07,,
89855,-147.59737521,0,247,57.1,31616,0.09291115403175354,0.04254143685102463,1.0,0.001,661.3319702148438,246,0.0,,
,,,,,31744,0.007788396440446377,8.171796798706055e-05,1.0,0.001,834.20537109375,247,-1.1920928955078125e-07,67.0,-181.8095162
90892,-152.91010333999998,0,248,59.01,31744,,,,,,,,,
91180,-154.68306707999997,0,249,59.66,31872,0.33314257860183716,0.0015348345041275024,1.0,0.001,660.1173645019531,248,0.0,,
91485,-158.17861317999999,0,250,60.91,32000,0.3175782561302185,0.002839270979166031,1.0,0.001,831.7742797851563,249,-1.1920928955078125e-07,,
91773,-161.69712703,0,251,62.15,32128,0.10482222586870193,0.03408271074295044,1.0,0.001,774.5198486328125,250,1.1920928955078125e-07,,
,,,,,32256,0.4892125725746155,0.006106331944465637,1.0,0.001,862.1468688964844,251,0.0,67.0,-182.4543312
92821,-165.17332833999998,0,252,63.36,32256,,,,,,,,,
93147,-168.72110419,0,253,64.58,32384,0.30595988035202026,0.0751744955778122,1.0,0.001,803.1850524902344,252,0.0,,
93458,-173.83996196000004,0,254,65.65,32512,0.33499908447265625,0.13420838117599487,1.0,0.001,1071.3599609375,253,-1.1920928955078125e-07,,
93743,-175.62131739000003,0,255,66.25,32640,0.4259791672229767,0.028366215527057648,1.0,0.001,760.4561767578125,254,-1.1920928955078125e-07,,
,,,,,32768,0.3618815541267395,0.053212519735097885,1.0,0.001,860.0402160644531,255,0.0,67.0,-181.95030419999998
94794,-180.56332284,0,256,66.17,32768,,,,,,,,,
95117,-182.08522413,0,257,66.13,32896,0.4498298168182373,0.15027189254760742,1.0,0.001,759.4544616699219,256,5.960464477539063e-08,,
95420,-182.06433738999996,0,258,65.94,33024,0.4996400475502014,0.14547623693943024,1.0,0.001,1060.448046875,257,0.0,,
95742,-182.04371163999994,0,259,65.88,33152,0.4415973424911499,0.060469552874565125,1.0,0.001,791.0362915039062,258,-1.1920928955078125e-07,,
,,,,,33280,0.14128416776657104,0.04322861135005951,1.0,0.001,1089.9640380859375,259,0.0,58.0,-183.6577282
96826,-182.06569774,0,260,65.65,33280,,,,,,,,,
97159,-182.06722807999998,0,261,65.56,33408,0.0090101920068264,2.1148473024368286e-05,1.0,0.001,970.3065612792968,260,5.960464477539063e-08,,
97487,-182.12386388000002,0,262,65.29,33536,0.2773180305957794,0.00021563097834587097,1.0,0.001,1199.6302856445313,261,0.0,,
97807,-182.11641113000002,0,263,65.12,33664,0.27048781514167786,0.02809760719537735,1.0,0.001,1148.9004150390624,262,-1.1920928955078125e-07,,
,,,,,33792,0.35041677951812744,0.02865615487098694,1.0,0.001,1103.8599365234375,263,0.0,67.0,-182.3185778
98854,-182.08710935999997,0,264,64.98,33792,,,,,,,,,
99162,-182.12039679999998,0,265,64.91,33920,0.33681219816207886,0.050095535814762115,1.0,0.001,1025.0240966796875,264,0.0,,
99462,-182.14438704,0,266,64.84,34048,0.278056800365448,0.012291662395000458,1.0,0.001,1086.7143920898438,265,0.0,,
99777,-182.14972116999996,0,267,64.76,34176,0.32738205790519714,0.07531492412090302,1.0,0.001,1063.06611328125,266,0.0,,
,,,,,34304,0.4013146162033081,0.045041877776384354,1.0,0.001,1096.0735229492188,267,0.0,67.0,-181.9651892
100824,-182.17763914000003,0,268,64.68,34304,,,,,,,,,
101139,-182.18557225,0,269,64.62,34432,0.3509892225265503,0.056871358305215836,1.0,0.001,1038.6685913085937,268,0.0,,
101469,-182.17501585000002,0,270,64.53,34560,0.3154744505882263,0.06166484206914902,1.0,0.001,1088.21298828125,269,0.0,,
101778,-182.17172538000003,0,271,64.33,34688,0.4339652359485626,0.001767575740814209,1.0,0.001,1252.73212890625,270,1.1920928955078125e-07,,
,,,,,34816,0.33598220348358154,0.1007692888379097,1.0,0.001,1034.8142333984374,271,0.0,67.0,-182.29379640000002
102818,-182.15989116,0,272,64.26,34816,,,,,,,,,
103127,-182.16260847,0,273,64.17,34944,0.4049842655658722,0.03098933771252632,1.0,0.001,1034.80126953125,272,-1.1920928955078125e-07,,
103413,-182.15755657000003,0,274,64.14,35072,0.32413730025291443,0.03182265907526016,1.0,0.001,1036.0046020507812,273,0.0,,
103705,-182.15540682,0,275,64.1,35200,0.10057488083839417,0.012281179428100586,1.0,0.001,1042.9545532226562,274,0.0,,
,,,,,35328,0.2772589325904846,0.19819168746471405,1.0,0.001,1009.78095703125,275,0.0,67.0,-182.0823328
104750,-182.16421412,0,276,64.09,35328,,,,,,,,,
105060,-182.11563641000004,0,277,64.02,35456,0.39848098158836365,0.08137586712837219,1.0,0.001,1051.8252563476562,276,-4.3272972106933594e-05,,
105383,-182.11853153,0,278,63.91,35584,0.32860636711120605,0.012271083891391754,1.0,0.001,1146.592333984375,277,0.0,,
105691,-182.15539767,0,279,63.78,35712,0.41441160440444946,0.01268807053565979,1.0,0.001,1282.72607421875,278,0.0,,
,,,,,35840,0.33209651708602905,0.04589680954813957,1.0,0.001,1060.2521484375,279,0.0,67.0,-181.98135
106728,-182.18612711999998,0,280,63.69,35840,,,,,,,,,
107033,-182.18982297999995,0,281,63.63,35968,0.41018545627593994,0.07498780637979507,1.0,0.001,1079.8316650390625,280,0.0,,
107367,-182.20162969999998,0,282,63.55,36096,0.3312673568725586,0.048147253692150116,1.0,0.001,1067.822705078125,281,0.0,,
107672,-182.18523951,0,283,63.37,36224,0.41131412982940674,0.16118821501731873,1.0,0.001,1273.9369995117188,282,0.0,,
,,,,,36352,0.05626118928194046,0.008174177259206772,1.0,0.001,1119.8198608398438,283,0.0,67.0,-181.95049
108728,-182.16773518999995,0,284,63.35,36352,,,,,,,,,
109021,-182.13968097999998,0,285,63.35,36480,0.23071646690368652,0.105931855738163,1.0,0.001,1061.0237182617188,284,5.960464477539063e-08,,
109322,-182.14639895999994,0,286,63.39,36608,0.38640332221984863,0.08962862938642502,1.0,0.001,1043.2463012695312,285,0.0,,
109612,-182.13778671999998,0,287,63.37,36736,0.23714858293533325,0.015561982989311218,1.0,0.001,1123.7240112304687,286,-3.445148468017578e-05,,
,,,,,36864,0.05922667682170868,0.030085353180766106,1.0,0.001,1072.0663818359376,287,0.0,67.0,-182.072542
110637,-182.06410242999993,0,288,63.33,36864,,,,,,,,,
110926,-182.06640151999997,0,289,63.33,36992,0.18119946122169495,4.0978193283081055e-07,1.0,0.001,1074.9136108398438,288,0.0,,
111219,-182.06186458,0,290,63.33,37120,0.4802245795726776,0.0921403020620346,1.0,0.001,1069.2739501953124,289,0.0,,
111502,-182.05090417000002,0,291,63.35,37248,0.23786062002182007,0.019725192338228226,1.0,0.001,1060.083056640625,290,-1.1920928955078125e-07,,
,,,,,37376,0.05964677408337593,0.009689075872302055,1.0,0.001,1141.0805786132812,291,-1.1920928955078125e-07,67.0,-181.93094299999998
112534,-182.05960603000003,0,292,63.36,37376,,,,,,,,,
112820,-182.04278510999995,0,293,63.39,37504,0.0,-4.6566128730773926e-08,0.0,0.001,1087.250439453125,292,0.0,,
113101,-182.05093424999995,0,294,63.42,37632,0.018736595287919044,3.7550926208496094e-06,1.0,0.001,1153.5873779296876,293,0.0,,
113386,-182.06308439999998,0,295,63.44,37760,0.01235404796898365,0.005013030022382736,1.0,0.001,1170.9121459960938,294,0.0,,
,,,,,37888,0.11607338488101959,0.00043477118015289307,1.0,0.001,1091.7440673828125,295,0.0,67.0,-182.1804742
114419,-182.09257426,0,296,63.45,37888,,,,,,,,,
114706,-182.09945426000002,0,297,63.46,38016,0.2328963577747345,1.810781717300415,1.0,0.001,1320.9348510742188,296,-1.6689300537109375e-06,,
114997,-182.04934566,0,298,63.46,38144,0.4243077337741852,52.78132629394531,1.0,0.001,1110.2915649414062,297,0.0,,
115281,-182.05823630999998,0,299,63.46,38272,0.048294857144355774,0.022261112928390503,1.0,0.001,1431.7914306640625,298,0.0,,
,,,,,38400,0.23457497358322144,2.3889565467834473,1.0,0.001,1113.6873046875,299,0.0,67.0,-182.8511938
116329,-182.03822304000002,0,300,63.49,38400,,,,,,,,,
116621,-182.02827023999998,0,301,63.5,38528,0.3424263596534729,0.4029775559902191,1.0,0.001,1471.0897094726563,300,0.0,,
116906,-182.00989674000002,0,302,63.58,38656,0.23334169387817383,0.06218685954809189,1.0,0.001,1106.7544799804687,301,0.0,,
117195,-181.98983297000004,0,303,63.62,38784,0.28351056575775146,0.28755420446395874,1.0,0.001,1472.7083129882812,302,0.0,,
,,,,,38912,0.04647623747587204,0.0270223431289196,1.0,0.001,1097.9357177734375,303,-1.1920928955078125e-07,67.0,-182.6637796
118226,-181.98654004999997,0,304,63.83,38912,,,,,,,,,
118511,-181.98022071,0,305,63.87,39040,0.44336268305778503,0.12475571781396866,1.0,0.001,1453.6269775390624,304,0.0,,
118800,-182.00780048000001,0,306,63.95,39168,0.29198649525642395,0.0994059294462204,1.0,0.001,1090.3552001953126,305,0.0,,
119085,-182.00133513,0,307,63.99,39296,0.39265817403793335,0.09234175086021423,1.0,0.001,1435.4072143554688,306,0.0,,
,,,,,39424,0.22223085165023804,0.052673328667879105,1.0,0.001,1088.376953125,307,5.960464477539063e-08,67.0,-182.71661379999998
120116,-182.03623591000007,0,308,64.18,39424,,,,,,,,,
120401,-182.06046628000004,0,309,64.24,39552,0.11718569695949554,0.02015504240989685,1.0,0.001,1428.119677734375,308,0.0,,
120688,-182.07437368000004,0,310,64.39,39680,0.2673112154006958,0.004999659955501556,1.0,0.001,1092.2725219726562,309,0.0,,
120973,-182.05917722999996,0,311,64.56,39808,0.11306752264499664,0.07076679170131683,1.0,0.001,1252.2,310,0.0,,
,,,,,39936,0.17016547918319702,0.2372109591960907,1.0,0.001,1238.1840942382812,311,0.0,67.0,-182.70033679999997
122010,-182.03995034,0,312,64.74,39936,,,,,,,,,
122305,-182.02393278,0,313,64.83,40064,0.3075401186943054,0.21439392864704132,1.0,0.001,1263.4451538085937,312,0.0,,
